entity,table_annotation,domain,package,path
TBCustomFieldDefinitionImpl,o_tb_custom_field_definition,业务模块,org.olat.modules.topicbroker.model,src/main/java/org/olat/modules/topicbroker/model/TBCustomFieldDefinitionImpl.java
TBCustomFieldImpl,o_tb_custom_field,业务模块,org.olat.modules.topicbroker.model,src/main/java/org/olat/modules/topicbroker/model/TBCustomFieldImpl.java
TBParticipantImpl,o_tb_participant,业务模块,org.olat.modules.topicbroker.model,src/main/java/org/olat/modules/topicbroker/model/TBParticipantImpl.java
TBSelectionImpl,o_tb_selection,业务模块,org.olat.modules.topicbroker.model,src/main/java/org/olat/modules/topicbroker/model/TBSelectionImpl.java
TBTopicImpl,o_tb_topic,业务模块,org.olat.modules.topicbroker.model,src/main/java/org/olat/modules/topicbroker/model/TBTopicImpl.java
VideoMetaImpl,o_vid_metadata,业务模块,org.olat.modules.video.model,src/main/java/org/olat/modules/video/model/VideoMetaImpl.java
VideoTaskSegmentSelectionImpl,o_vid_task_selection,业务模块,org.olat.modules.video.model,src/main/java/org/olat/modules/video/model/VideoTaskSegmentSelectionImpl.java
VideoTaskSessionImpl,o_vid_task_session,业务模块,org.olat.modules.video.model,src/main/java/org/olat/modules/video/model/VideoTaskSessionImpl.java
VideoToOrganisationImpl,o_vid_to_organisation,业务模块,org.olat.modules.video.model,src/main/java/org/olat/modules/video/model/VideoToOrganisationImpl.java
VideoTranscodingImpl,o_vid_transcoding,业务模块,org.olat.modules.video.model,src/main/java/org/olat/modules/video/model/VideoTranscodingImpl.java
FeedImpl,o_feed,业务模块,org.olat.modules.webFeed.model,src/main/java/org/olat/modules/webFeed/model/FeedImpl.java
FeedTagImpl,o_feed_tag,业务模块,org.olat.modules.webFeed.model,src/main/java/org/olat/modules/webFeed/model/FeedTagImpl.java
ItemImpl,o_feed_item,业务模块,org.olat.modules.webFeed.model,src/main/java/org/olat/modules/webFeed/model/ItemImpl.java
ZoomConfigImpl,o_zoom_config,业务模块,org.olat.modules.zoom.model,src/main/java/org/olat/modules/zoom/model/ZoomConfigImpl.java
ZoomProfileImpl,o_zoom_profile,业务模块,org.olat.modules.zoom.model,src/main/java/org/olat/modules/zoom/model/ZoomProfileImpl.java
NoteImpl,o_note,其他,org.olat.note,src/main/java/org/olat/note/NoteImpl.java
Property,o_property,其他,org.olat.properties,src/main/java/org/olat/properties/Property.java
ShibbolethAutoAccessMethod,,其他,org.olat.shibboleth.manager,src/main/java/org/olat/shibboleth/manager/ShibbolethAutoAccessMethod.java
UpgradeLTI13ToolDeployment,o_lti_tool_deployment,其他,org.olat.upgrade.model,src/main/java/org/olat/upgrade/model/UpgradeLTI13ToolDeployment.java
UpgradeMedia,o_media,其他,org.olat.upgrade.model,src/main/java/org/olat/upgrade/model/UpgradeMedia.java
ImPreferencesImpl,o_im_preferences,即时消息,org.olat.instantMessaging.model,src/main/java/org/olat/instantMessaging/model/ImPreferencesImpl.java
InstantMessageImpl,o_im_message,即时消息,org.olat.instantMessaging.model,src/main/java/org/olat/instantMessaging/model/InstantMessageImpl.java
InstantMessageNotificationImpl,o_im_notification,即时消息,org.olat.instantMessaging.model,src/main/java/org/olat/instantMessaging/model/InstantMessageNotificationImpl.java
RosterEntryImpl,o_im_roster_entry,即时消息,org.olat.instantMessaging.model,src/main/java/org/olat/instantMessaging/model/RosterEntryImpl.java
LTIOutcomeImpl,o_lti_outcome,标准协议/IMS,org.olat.ims.lti.model,src/main/java/org/olat/ims/lti/model/LTIOutcomeImpl.java
LTI13ContentItemImpl,o_lti_content_item,标准协议/IMS,org.olat.ims.lti13.model,src/main/java/org/olat/ims/lti13/model/LTI13ContentItemImpl.java
LTI13ContextImpl,o_lti_context,标准协议/IMS,org.olat.ims.lti13.model,src/main/java/org/olat/ims/lti13/model/LTI13ContextImpl.java
LTI13KeyImpl,o_lti_key,标准协议/IMS,org.olat.ims.lti13.model,src/main/java/org/olat/ims/lti13/model/LTI13KeyImpl.java
LTI13PlatformImpl,o_lti_platform,标准协议/IMS,org.olat.ims.lti13.model,src/main/java/org/olat/ims/lti13/model/LTI13PlatformImpl.java
LTI13SharedToolDeploymentImpl,o_lti_shared_tool_deployment,标准协议/IMS,org.olat.ims.lti13.model,src/main/java/org/olat/ims/lti13/model/LTI13SharedToolDeploymentImpl.java
LTI13SharedToolServiceImpl,o_lti_shared_tool_service,标准协议/IMS,org.olat.ims.lti13.model,src/main/java/org/olat/ims/lti13/model/LTI13SharedToolServiceImpl.java
LTI13ToolDeploymentImpl,o_lti_tool_deployment,标准协议/IMS,org.olat.ims.lti13.model,src/main/java/org/olat/ims/lti13/model/LTI13ToolDeploymentImpl.java
LTI13ToolImpl,o_lti_tool,标准协议/IMS,org.olat.ims.lti13.model,src/main/java/org/olat/ims/lti13/model/LTI13ToolImpl.java
AssessmentItemSessionImpl,o_qti_assessmentitem_session,标准协议/IMS,org.olat.ims.qti21.model.jpa,src/main/java/org/olat/ims/qti21/model/jpa/AssessmentItemSessionImpl.java
AssessmentResponseImpl,o_qti_assessment_response,标准协议/IMS,org.olat.ims.qti21.model.jpa,src/main/java/org/olat/ims/qti21/model/jpa/AssessmentResponseImpl.java
AssessmentTestMarksImpl,o_qti_assessment_marks,标准协议/IMS,org.olat.ims.qti21.model.jpa,src/main/java/org/olat/ims/qti21/model/jpa/AssessmentTestMarksImpl.java
AssessmentTestSessionExtraTime,o_qti_assessmenttest_session,标准协议/IMS,org.olat.ims.qti21.model.jpa,src/main/java/org/olat/ims/qti21/model/jpa/AssessmentTestSessionExtraTime.java
AssessmentTestSessionImpl,o_qti_assessmenttest_session,标准协议/IMS,org.olat.ims.qti21.model.jpa,src/main/java/org/olat/ims/qti21/model/jpa/AssessmentTestSessionImpl.java
AiUsageLogImpl,o_ai_usage_log,核心框架,org.olat.core.commons.services.ai.model,src/main/java/org/olat/core/commons/services/ai/model/AiUsageLogImpl.java
UserCommentImpl,o_usercomment,核心框架,org.olat.core.commons.services.commentAndRating.model,src/main/java/org/olat/core/commons/services/commentAndRating/model/UserCommentImpl.java
UserRatingImpl,o_userrating,核心框架,org.olat.core.commons.services.commentAndRating.model,src/main/java/org/olat/core/commons/services/commentAndRating/model/UserRatingImpl.java
CSPLogImpl,o_csp_log,核心框架,org.olat.core.commons.services.csp.model,src/main/java/org/olat/core/commons/services/csp/model/CSPLogImpl.java
AccessImpl,o_de_access,核心框架,org.olat.core.commons.services.doceditor.model,src/main/java/org/olat/core/commons/services/doceditor/model/AccessImpl.java
UserInfoImpl,o_de_user_info,核心框架,org.olat.core.commons.services.doceditor.model,src/main/java/org/olat/core/commons/services/doceditor/model/UserInfoImpl.java
ExportMetadataImpl,o_ex_export_metadata,核心框架,org.olat.core.commons.services.export.model,src/main/java/org/olat/core/commons/services/export/model/ExportMetadataImpl.java
ExportMetadataToCurriculumElementImpl,o_ex_export_metadata_to_cur_el,核心框架,org.olat.core.commons.services.export.model,src/main/java/org/olat/core/commons/services/export/model/ExportMetadataToCurriculumElementImpl.java
ExportMetadataToCurriculumImpl,o_ex_export_metadata_to_cur,核心框架,org.olat.core.commons.services.export.model,src/main/java/org/olat/core/commons/services/export/model/ExportMetadataToCurriculumImpl.java
ExportMetadataToOrganisationImpl,o_ex_export_metadata_to_org,核心框架,org.olat.core.commons.services.export.model,src/main/java/org/olat/core/commons/services/export/model/ExportMetadataToOrganisationImpl.java
LicenseTypeActivation,o_lic_license_type_activation,核心框架,org.olat.core.commons.services.license.model,src/main/java/org/olat/core/commons/services/license/model/LicenseTypeActivation.java
LicenseTypeImpl,o_lic_license_type,核心框架,org.olat.core.commons.services.license.model,src/main/java/org/olat/core/commons/services/license/model/LicenseTypeImpl.java
ResourceLicenseImpl,o_lic_license,核心框架,org.olat.core.commons.services.license.model,src/main/java/org/olat/core/commons/services/license/model/ResourceLicenseImpl.java
PLockImpl,o_plock,核心框架,org.olat.core.commons.services.lock.pessimistic,src/main/java/org/olat/core/commons/services/lock/pessimistic/PLockImpl.java
MarkImpl,o_mark,核心框架,org.olat.core.commons.services.mark.impl,src/main/java/org/olat/core/commons/services/mark/impl/MarkImpl.java
PublisherImpl,o_noti_pub,核心框架,org.olat.core.commons.services.notifications.model,src/main/java/org/olat/core/commons/services/notifications/model/PublisherImpl.java
SubscriberImpl,o_noti_sub,核心框架,org.olat.core.commons.services.notifications.model,src/main/java/org/olat/core/commons/services/notifications/model/SubscriberImpl.java
SubscriptionMailImpl,o_noti_mail,核心框架,org.olat.core.commons.services.notifications.model,src/main/java/org/olat/core/commons/services/notifications/model/SubscriptionMailImpl.java
MessageLogImpl,o_sms_message_log,核心框架,org.olat.core.commons.services.sms.model,src/main/java/org/olat/core/commons/services/sms/model/MessageLogImpl.java
TagImpl,o_tag_tag,核心框架,org.olat.core.commons.services.tag.model,src/main/java/org/olat/core/commons/services/tag/model/TagImpl.java
PersistentTask,o_ex_task,核心框架,org.olat.core.commons.services.taskexecutor.model,src/main/java/org/olat/core/commons/services/taskexecutor/model/PersistentTask.java
PersistentTaskModifier,o_ex_task_modifier,核心框架,org.olat.core.commons.services.taskexecutor.model,src/main/java/org/olat/core/commons/services/taskexecutor/model/PersistentTaskModifier.java
VFSMetadataDownloadCount,o_vfs_metadata,核心框架,org.olat.core.commons.services.vfs.model,src/main/java/org/olat/core/commons/services/vfs/model/VFSMetadataDownloadCount.java
VFSMetadataFileSaved,o_vfs_metadata,核心框架,org.olat.core.commons.services.vfs.model,src/main/java/org/olat/core/commons/services/vfs/model/VFSMetadataFileSaved.java
VFSMetadataImpl,o_vfs_metadata,核心框架,org.olat.core.commons.services.vfs.model,src/main/java/org/olat/core/commons/services/vfs/model/VFSMetadataImpl.java
VFSRevisionImpl,o_vfs_revision,核心框架,org.olat.core.commons.services.vfs.model,src/main/java/org/olat/core/commons/services/vfs/model/VFSRevisionImpl.java
VFSStatisticsImpl,o_vfs_statistics,核心框架,org.olat.core.commons.services.vfs.model,src/main/java/org/olat/core/commons/services/vfs/model/VFSStatisticsImpl.java
VFSThumbnailMetadataImpl,o_vfs_thumbnail,核心框架,org.olat.core.commons.services.vfs.model,src/main/java/org/olat/core/commons/services/vfs/model/VFSThumbnailMetadataImpl.java
PersistedMapper,o_mapper,核心框架,org.olat.core.dispatcher.mapper.model,src/main/java/org/olat/core/dispatcher/mapper/model/PersistedMapper.java
representing,o_loggingtable,核心框架,org.olat.core.logging.activity,src/main/java/org/olat/core/logging/activity/LoggingObject.java
DBMailAttachment,o_mail_attachment,核心框架,org.olat.core.util.mail.model,src/main/java/org/olat/core/util/mail/model/DBMailAttachment.java
DBMailImpl,o_mail,核心框架,org.olat.core.util.mail.model,src/main/java/org/olat/core/util/mail/model/DBMailImpl.java
DBMailLightImpl,o_mail,核心框架,org.olat.core.util.mail.model,src/main/java/org/olat/core/util/mail/model/DBMailLightImpl.java
DBMailRecipient,o_mail_recipient,核心框架,org.olat.core.util.mail.model,src/main/java/org/olat/core/util/mail/model/DBMailRecipient.java
GuiPreferenceImpl,o_gui_prefs,核心框架,org.olat.core.util.prefs.gui.model,src/main/java/org/olat/core/util/prefs/gui/model/GuiPreferenceImpl.java
SelfRegistrationAutoAccessMethod,,注册,org.olat.registration,src/main/java/org/olat/registration/SelfRegistrationAutoAccessMethod.java
TemporaryKeyImpl,o_temporarykey,注册,org.olat.registration,src/main/java/org/olat/registration/TemporaryKeyImpl.java
UserImpl,o_user,用户,org.olat.user,src/main/java/org/olat/user/UserImpl.java
AbsenceLeaveImpl,o_user_absence_leave,用户,org.olat.user.model,src/main/java/org/olat/user/model/AbsenceLeaveImpl.java
UserDataDeleteImpl,o_user_data_delete,用户,org.olat.user.model,src/main/java/org/olat/user/model/UserDataDeleteImpl.java
UserDataExportImpl,o_user_data_export,用户,org.olat.user.model,src/main/java/org/olat/user/model/UserDataExportImpl.java
AuthenticationImpl,o_bs_authentication,用户与权限,org.olat.basesecurity,src/main/java/org/olat/basesecurity/AuthenticationImpl.java
IdentityImpl,o_bs_identity,用户与权限,org.olat.basesecurity,src/main/java/org/olat/basesecurity/IdentityImpl.java
IdentityShort,o_bs_identity_short_v,用户与权限,org.olat.basesecurity,src/main/java/org/olat/basesecurity/IdentityShort.java
NamedGroupImpl,o_bs_namedgroup,用户与权限,org.olat.basesecurity,src/main/java/org/olat/basesecurity/NamedGroupImpl.java
SecurityGroupImpl,o_bs_secgroup,用户与权限,org.olat.basesecurity,src/main/java/org/olat/basesecurity/SecurityGroupImpl.java
SecurityGroupMembershipImpl,o_bs_membership,用户与权限,org.olat.basesecurity,src/main/java/org/olat/basesecurity/SecurityGroupMembershipImpl.java
AuthenticationHistoryImpl,o_bs_authentication_history,用户与权限,org.olat.basesecurity.model,src/main/java/org/olat/basesecurity/model/AuthenticationHistoryImpl.java
GrantImpl,o_bs_grant,用户与权限,org.olat.basesecurity.model,src/main/java/org/olat/basesecurity/model/GrantImpl.java
GroupImpl,o_bs_group,用户与权限,org.olat.basesecurity.model,src/main/java/org/olat/basesecurity/model/GroupImpl.java
GroupMembershipHistoryImpl,o_bs_group_member_history,用户与权限,org.olat.basesecurity.model,src/main/java/org/olat/basesecurity/model/GroupMembershipHistoryImpl.java
GroupMembershipImpl,o_bs_group_member,用户与权限,org.olat.basesecurity.model,src/main/java/org/olat/basesecurity/model/GroupMembershipImpl.java
IdentityLastLoginImpl,o_bs_identity,用户与权限,org.olat.basesecurity.model,src/main/java/org/olat/basesecurity/model/IdentityLastLoginImpl.java
IdentityToIdentityRelationImpl,o_bs_identity_to_identity,用户与权限,org.olat.basesecurity.model,src/main/java/org/olat/basesecurity/model/IdentityToIdentityRelationImpl.java
OrganisationEmailDomainImpl,o_org_email_domain,用户与权限,org.olat.basesecurity.model,src/main/java/org/olat/basesecurity/model/OrganisationEmailDomainImpl.java
OrganisationImpl,o_org_organisation,用户与权限,org.olat.basesecurity.model,src/main/java/org/olat/basesecurity/model/OrganisationImpl.java
OrganisationRoleRightImpl,o_org_role_to_right,用户与权限,org.olat.basesecurity.model,src/main/java/org/olat/basesecurity/model/OrganisationRoleRightImpl.java
OrganisationTypeImpl,o_org_organisation_type,用户与权限,org.olat.basesecurity.model,src/main/java/org/olat/basesecurity/model/OrganisationTypeImpl.java
OrganisationTypeToTypeImpl,o_org_type_to_type,用户与权限,org.olat.basesecurity.model,src/main/java/org/olat/basesecurity/model/OrganisationTypeToTypeImpl.java
RecoveryKeyImpl,o_bs_recovery_key,用户与权限,org.olat.basesecurity.model,src/main/java/org/olat/basesecurity/model/RecoveryKeyImpl.java
RelationRightImpl,o_bs_relation_right,用户与权限,org.olat.basesecurity.model,src/main/java/org/olat/basesecurity/model/RelationRightImpl.java
RelationRoleImpl,o_bs_relation_role,用户与权限,org.olat.basesecurity.model,src/main/java/org/olat/basesecurity/model/RelationRoleImpl.java
RelationRoleToRightImpl,o_bs_relation_role_to_right,用户与权限,org.olat.basesecurity.model,src/main/java/org/olat/basesecurity/model/RelationRoleToRightImpl.java
UserProperty,o_userproperty,用户与权限,org.olat.basesecurity.model,src/main/java/org/olat/basesecurity/model/UserProperty.java
BusinessGroupImpl,o_gp_business,群组,org.olat.group,src/main/java/org/olat/group/BusinessGroupImpl.java
BGAreaImpl,o_gp_bgarea,群组,org.olat.group.area,src/main/java/org/olat/group/area/BGAreaImpl.java
BGtoAreaRelationImpl,o_gp_bgtoarea_rel,群组,org.olat.group.area,src/main/java/org/olat/group/area/BGtoAreaRelationImpl.java
BGRepositoryEntryRelation,o_gp_business_to_repository_v,群组,org.olat.group.model,src/main/java/org/olat/group/model/BGRepositoryEntryRelation.java
BusinessGroupMembershipViewImpl,o_bs_gp_membership_v,群组,org.olat.group.model,src/main/java/org/olat/group/model/BusinessGroupMembershipViewImpl.java
BusinessGroupToSearch,o_gp_business,群组,org.olat.group.model,src/main/java/org/olat/group/model/BusinessGroupToSearch.java
ContactView,o_gp_contactkey_v,群组,org.olat.group.model,src/main/java/org/olat/group/model/ContactView.java
ContactViewExtended,o_gp_contactext_v,群组,org.olat.group.model,src/main/java/org/olat/group/model/ContactViewExtended.java
GroupToBusinessGroup,o_bs_group,群组,org.olat.group.model,src/main/java/org/olat/group/model/GroupToBusinessGroup.java
RepositoryEntryToBusinessGroup,o_re_to_group,群组,org.olat.group.model,src/main/java/org/olat/group/model/RepositoryEntryToBusinessGroup.java
is,o_gp_business,群组,org.olat.group.model,src/main/java/org/olat/group/model/BusinessGroupShortImpl.java
WebAuthnStatisticsImpl,o_bs_webauthn_stats,认证登录,org.olat.login.webauthn.model,src/main/java/org/olat/login/webauthn/model/WebAuthnStatisticsImpl.java
AssessmentInspectionConfigurationImpl,o_as_inspection_configuration,课程引擎,org.olat.course.assessment.model,src/main/java/org/olat/course/assessment/model/AssessmentInspectionConfigurationImpl.java
AssessmentInspectionImpl,o_as_inspection,课程引擎,org.olat.course.assessment.model,src/main/java/org/olat/course/assessment/model/AssessmentInspectionImpl.java
AssessmentInspectionLogImpl,o_as_inspection_log,课程引擎,org.olat.course.assessment.model,src/main/java/org/olat/course/assessment/model/AssessmentInspectionLogImpl.java
AssessmentModeImpl,o_as_mode_course,课程引擎,org.olat.course.assessment.model,src/main/java/org/olat/course/assessment/model/AssessmentModeImpl.java
AssessmentModeToAreaImpl,o_as_mode_course_to_area,课程引擎,org.olat.course.assessment.model,src/main/java/org/olat/course/assessment/model/AssessmentModeToAreaImpl.java
AssessmentModeToCurriculumElementImpl,o_as_mode_course_to_cur_el,课程引擎,org.olat.course.assessment.model,src/main/java/org/olat/course/assessment/model/AssessmentModeToCurriculumElementImpl.java
AssessmentModeToGroupImpl,o_as_mode_course_to_group,课程引擎,org.olat.course.assessment.model,src/main/java/org/olat/course/assessment/model/AssessmentModeToGroupImpl.java
SafeExamBrowserTemplateImpl,o_as_seb_template,课程引擎,org.olat.course.assessment.model,src/main/java/org/olat/course/assessment/model/SafeExamBrowserTemplateImpl.java
ScoreAccountingTriggerImpl,o_as_score_accounting_trigger,课程引擎,org.olat.course.assessment.model,src/main/java/org/olat/course/assessment/model/ScoreAccountingTriggerImpl.java
UserCourseInfosImpl,o_as_user_course_infos,课程引擎,org.olat.course.assessment.model,src/main/java/org/olat/course/assessment/model/UserCourseInfosImpl.java
UserEfficiencyStatementForCoaching,o_as_eff_statement,课程引擎,org.olat.course.assessment.model,src/main/java/org/olat/course/assessment/model/UserEfficiencyStatementForCoaching.java
UserEfficiencyStatementImpl,o_as_eff_statement,课程引擎,org.olat.course.assessment.model,src/main/java/org/olat/course/assessment/model/UserEfficiencyStatementImpl.java
UserEfficiencyStatementLight,o_as_eff_statement,课程引擎,org.olat.course.assessment.model,src/main/java/org/olat/course/assessment/model/UserEfficiencyStatementLight.java
UserEfficiencyStatementStandalone,o_as_eff_statement,课程引擎,org.olat.course.assessment.model,src/main/java/org/olat/course/assessment/model/UserEfficiencyStatementStandalone.java
CertificateImpl,o_cer_certificate,课程引擎,org.olat.course.certificate.model,src/main/java/org/olat/course/certificate/model/CertificateImpl.java
CertificateLightImpl,o_cer_certificate,课程引擎,org.olat.course.certificate.model,src/main/java/org/olat/course/certificate/model/CertificateLightImpl.java
CertificateStandalone,o_cer_certificate,课程引擎,org.olat.course.certificate.model,src/main/java/org/olat/course/certificate/model/CertificateStandalone.java
CertificateTemplateImpl,o_cer_template,课程引擎,org.olat.course.certificate.model,src/main/java/org/olat/course/certificate/model/CertificateTemplateImpl.java
RepositoryEntryCertificateConfigurationImpl,o_cer_entry_config,课程引擎,org.olat.course.certificate.model,src/main/java/org/olat/course/certificate/model/RepositoryEntryCertificateConfigurationImpl.java
CourseElementImpl,o_course_element,课程引擎,org.olat.course.core.model,src/main/java/org/olat/course/core/model/CourseElementImpl.java
CourseDBEntryImpl,o_co_db_entry,课程引擎,org.olat.course.db.impl,src/main/java/org/olat/course/db/impl/CourseDBEntryImpl.java
CourseDisclaimerConsentImpl,o_course_disclaimer_consent,课程引擎,org.olat.course.disclaimer.model,src/main/java/org/olat/course/disclaimer/model/CourseDisclaimerConsentImpl.java
DBCheck,o_cl_check,课程引擎,org.olat.course.nodes.cl.model,src/main/java/org/olat/course/nodes/cl/model/DBCheck.java
DBCheckbox,o_cl_checkbox,课程引擎,org.olat.course.nodes.cl.model,src/main/java/org/olat/course/nodes/cl/model/DBCheckbox.java
DialogElementImpl,o_dialog_element,课程引擎,org.olat.course.nodes.dialog.model,src/main/java/org/olat/course/nodes/dialog/model/DialogElementImpl.java
IdentityMarkImpl,o_gta_mark,课程引擎,org.olat.course.nodes.gta.model,src/main/java/org/olat/course/nodes/gta/model/IdentityMarkImpl.java
TaskDueDateImpl,o_gta_task,课程引擎,org.olat.course.nodes.gta.model,src/main/java/org/olat/course/nodes/gta/model/TaskDueDateImpl.java
TaskImpl,o_gta_task,课程引擎,org.olat.course.nodes.gta.model,src/main/java/org/olat/course/nodes/gta/model/TaskImpl.java
TaskLightImpl,o_gta_task,课程引擎,org.olat.course.nodes.gta.model,src/main/java/org/olat/course/nodes/gta/model/TaskLightImpl.java
TaskListImpl,o_gta_task_list,课程引擎,org.olat.course.nodes.gta.model,src/main/java/org/olat/course/nodes/gta/model/TaskListImpl.java
TaskReviewAssignmentImpl,o_gta_review_assignment,课程引擎,org.olat.course.nodes.gta.model,src/main/java/org/olat/course/nodes/gta/model/TaskReviewAssignmentImpl.java
TaskRevisionDateImpl,o_gta_task_revision_date,课程引擎,org.olat.course.nodes.gta.model,src/main/java/org/olat/course/nodes/gta/model/TaskRevisionDateImpl.java
TaskRevisionImpl,o_gta_task_revision,课程引擎,org.olat.course.nodes.gta.model,src/main/java/org/olat/course/nodes/gta/model/TaskRevisionImpl.java
LaunchImpl,o_livestream_launch,课程引擎,org.olat.course.nodes.livestream.model,src/main/java/org/olat/course/nodes/livestream/model/LaunchImpl.java
UrlTemplateImpl,o_livestream_url_template,课程引擎,org.olat.course.nodes.livestream.model,src/main/java/org/olat/course/nodes/livestream/model/UrlTemplateImpl.java
PracticeAssessmentItemGlobalRefImpl,o_practice_global_item_ref,课程引擎,org.olat.course.nodes.practice.model,src/main/java/org/olat/course/nodes/practice/model/PracticeAssessmentItemGlobalRefImpl.java
PracticeResourceImpl,o_practice_resource,课程引擎,org.olat.course.nodes.practice.model,src/main/java/org/olat/course/nodes/practice/model/PracticeResourceImpl.java
ProjectBrokerImpl,o_projectbroker,课程引擎,org.olat.course.nodes.projectbroker.datamodel,src/main/java/org/olat/course/nodes/projectbroker/datamodel/ProjectBrokerImpl.java
ProjectImpl,o_projectbroker_project,课程引擎,org.olat.course.nodes.projectbroker.datamodel,src/main/java/org/olat/course/nodes/projectbroker/datamodel/ProjectImpl.java
DailyStat,o_stat_daily,课程引擎,org.olat.course.statistic.daily,src/main/java/org/olat/course/statistic/daily/DailyStat.java
DayOfWeekStat,o_stat_dayofweek,课程引擎,org.olat.course.statistic.dayofweek,src/main/java/org/olat/course/statistic/dayofweek/DayOfWeekStat.java
HourOfDayStat,o_stat_hourofday,课程引擎,org.olat.course.statistic.hourofday,src/main/java/org/olat/course/statistic/hourofday/HourOfDayStat.java
WeeklyStat,o_stat_weekly,课程引擎,org.olat.course.statistic.weekly,src/main/java/org/olat/course/statistic/weekly/WeeklyStat.java
ColorCategoryImpl,o_course_color_category,课程引擎,org.olat.course.style.model,src/main/java/org/olat/course/style/model/ColorCategoryImpl.java
RepositoryEntry,o_repositoryentry,资源仓库,org.olat.repository,src/main/java/org/olat/repository/RepositoryEntry.java
CatalogEntryImpl,o_catentry,资源仓库,org.olat.repository.model,src/main/java/org/olat/repository/model/CatalogEntryImpl.java
RepositoryEntryAuditLogImpl,o_repositoryentry_audit_log,资源仓库,org.olat.repository.model,src/main/java/org/olat/repository/model/RepositoryEntryAuditLogImpl.java
RepositoryEntryEducationalTypeImpl,o_re_educational_type,资源仓库,org.olat.repository.model,src/main/java/org/olat/repository/model/RepositoryEntryEducationalTypeImpl.java
RepositoryEntryLifecycle,o_repositoryentry_cycle,资源仓库,org.olat.repository.model,src/main/java/org/olat/repository/model/RepositoryEntryLifecycle.java
RepositoryEntryMembership,o_re_membership_v,资源仓库,org.olat.repository.model,src/main/java/org/olat/repository/model/RepositoryEntryMembership.java
RepositoryEntryStatistics,o_repositoryentry_stats,资源仓库,org.olat.repository.model,src/main/java/org/olat/repository/model/RepositoryEntryStatistics.java
RepositoryEntryToGroupRelation,o_re_to_group,资源仓库,org.olat.repository.model,src/main/java/org/olat/repository/model/RepositoryEntryToGroupRelation.java
RepositoryEntryToOrganisationImpl,o_re_to_organisation,资源仓库,org.olat.repository.model,src/main/java/org/olat/repository/model/RepositoryEntryToOrganisationImpl.java
RepositoryEntryToTaxonomyLevelImpl,o_re_to_tax_level,资源仓库,org.olat.repository.model,src/main/java/org/olat/repository/model/RepositoryEntryToTaxonomyLevelImpl.java
RepositoryTemplateToGroupRelation,o_re_template_to_group,资源仓库,org.olat.repository.model,src/main/java/org/olat/repository/model/RepositoryTemplateToGroupRelation.java
OLATResourceImpl,o_olatresource,资源标识,org.olat.resource,src/main/java/org/olat/resource/OLATResourceImpl.java
AbstractAccessMethod,o_ac_method,资源标识,org.olat.resource.accesscontrol.model,src/main/java/org/olat/resource/accesscontrol/model/AbstractAccessMethod.java
AccessTransactionImpl,o_ac_transaction,资源标识,org.olat.resource.accesscontrol.model,src/main/java/org/olat/resource/accesscontrol/model/AccessTransactionImpl.java
BillingAddressImpl,o_ac_billing_address,资源标识,org.olat.resource.accesscontrol.model,src/main/java/org/olat/resource/accesscontrol/model/BillingAddressImpl.java
CostCenterImpl,o_ac_cost_center,资源标识,org.olat.resource.accesscontrol.model,src/main/java/org/olat/resource/accesscontrol/model/CostCenterImpl.java
FreeAccessMethod,,资源标识,org.olat.resource.accesscontrol.model,src/main/java/org/olat/resource/accesscontrol/model/FreeAccessMethod.java
OfferAccessImpl,o_ac_offer_access,资源标识,org.olat.resource.accesscontrol.model,src/main/java/org/olat/resource/accesscontrol/model/OfferAccessImpl.java
OfferImpl,o_ac_offer,资源标识,org.olat.resource.accesscontrol.model,src/main/java/org/olat/resource/accesscontrol/model/OfferImpl.java
OfferToOrganisationImpl,o_ac_offer_to_organisation,资源标识,org.olat.resource.accesscontrol.model,src/main/java/org/olat/resource/accesscontrol/model/OfferToOrganisationImpl.java
OrderImpl,o_ac_order,资源标识,org.olat.resource.accesscontrol.model,src/main/java/org/olat/resource/accesscontrol/model/OrderImpl.java
OrderLineImpl,o_ac_order_line,资源标识,org.olat.resource.accesscontrol.model,src/main/java/org/olat/resource/accesscontrol/model/OrderLineImpl.java
OrderPartImpl,o_ac_order_part,资源标识,org.olat.resource.accesscontrol.model,src/main/java/org/olat/resource/accesscontrol/model/OrderPartImpl.java
ResourceReservationImpl,o_ac_reservation,资源标识,org.olat.resource.accesscontrol.model,src/main/java/org/olat/resource/accesscontrol/model/ResourceReservationImpl.java
TokenAccessMethod,,资源标识,org.olat.resource.accesscontrol.model,src/main/java/org/olat/resource/accesscontrol/model/TokenAccessMethod.java
AdvanceOrderImpl,o_ac_auto_advance_order,资源标识,org.olat.resource.accesscontrol.provider.auto.model,src/main/java/org/olat/resource/accesscontrol/provider/auto/model/AdvanceOrderImpl.java
InvoiceAccessMethod,,资源标识,org.olat.resource.accesscontrol.provider.invoice.model,src/main/java/org/olat/resource/accesscontrol/provider/invoice/model/InvoiceAccessMethod.java
PaypalAccessMethod,,资源标识,org.olat.resource.accesscontrol.provider.paypal.model,src/main/java/org/olat/resource/accesscontrol/provider/paypal/model/PaypalAccessMethod.java
PaypalTransaction,o_ac_paypal_transaction,资源标识,org.olat.resource.accesscontrol.provider.paypal.model,src/main/java/org/olat/resource/accesscontrol/provider/paypal/model/PaypalTransaction.java
