table,domain,path,line
o_proj_todo,项目与协作,src/main/resources/database/postgresql/setupDatabase.sql,4715
o_proj_note,项目与协作,src/main/resources/database/postgresql/setupDatabase.sql,4724
o_proj_appointment,项目与协作,src/main/resources/database/postgresql/setupDatabase.sql,4733
o_proj_milestone,项目与协作,src/main/resources/database/postgresql/setupDatabase.sql,4752
o_proj_decision,项目与协作,src/main/resources/database/postgresql/setupDatabase.sql,4765
o_proj_activity,项目与协作,src/main/resources/database/postgresql/setupDatabase.sql,4775
o_repositoryentry_audit_log,资源仓库与课程资源,src/main/resources/database/postgresql/setupDatabase.sql,4793
o_jup_hub,其他业务模块,src/main/resources/database/postgresql/setupDatabase.sql,4806
o_jup_deployment,其他业务模块,src/main/resources/database/postgresql/setupDatabase.sql,4826
o_badge_template,其他业务模块,src/main/resources/database/postgresql/setupDatabase.sql,4840
o_badge_class,其他业务模块,src/main/resources/database/postgresql/setupDatabase.sql,4852
o_badge_assertion,其他业务模块,src/main/resources/database/postgresql/setupDatabase.sql,4880
o_badge_category,其他业务模块,src/main/resources/database/postgresql/setupDatabase.sql,4899
o_badge_entry_config,其他业务模块,src/main/resources/database/postgresql/setupDatabase.sql,4907
o_badge_organization,其他业务模块,src/main/resources/database/postgresql/setupDatabase.sql,4918
o_gui_prefs,其他业务模块,src/main/resources/database/postgresql/setupDatabase.sql,4928
o_tb_broker,其他业务模块,src/main/resources/database/postgresql/setupDatabase.sql,4940
o_tb_participant,其他业务模块,src/main/resources/database/postgresql/setupDatabase.sql,4960
o_tb_topic,其他业务模块,src/main/resources/database/postgresql/setupDatabase.sql,4970
o_tb_custom_field_definition,其他业务模块,src/main/resources/database/postgresql/setupDatabase.sql,4989
o_tb_custom_field,其他业务模块,src/main/resources/database/postgresql/setupDatabase.sql,5002
o_tb_selection,其他业务模块,src/main/resources/database/postgresql/setupDatabase.sql,5013
o_tb_audit_log,其他业务模块,src/main/resources/database/postgresql/setupDatabase.sql,5024
o_ai_usage_log,其他业务模块,src/main/resources/database/postgresql/setupDatabase.sql,5040
o_feed_tag,其他业务模块,src/main/resources/database/postgresql/setupDatabase.sql,5078
