type,domain,name,path,line,extra
controller,用户、身份与沟通,MessagesController,app/controllers/messages_controller.rb,23,
controller,其他,HistoryController,app/controllers/history_controller.rb,85,
controller,作业、提交与评分,AssignmentOverridesController,app/controllers/assignment_overrides_controller.rb,113,
controller,测验与题库,AssessmentQuestionBanksController,app/controllers/assessment_question_banks_controller.rb,227,
controller,讨论、公告与协作,EportfolioCategoriesController,app/controllers/eportfolio_categories_controller.rb,20,
controller,作业、提交与评分,GradebookSettingsController,app/controllers/gradebook_settings_controller.rb,21,
controller,分析、审计与运维,JobsController,app/controllers/jobs_controller.rb,20,
controller,其他,BlackoutDatesController,app/controllers/blackout_dates_controller.rb,62,
controller,作业、提交与评分,PeerReviewsApiController,app/controllers/peer_reviews_api_controller.rb,76,
controller,其他,ApplicationController,app/controllers/application_controller.rb,24,
controller,其他,TokensController,app/controllers/tokens_controller.rb,41,
controller,学习成果与能力,OutcomesController,app/controllers/outcomes_controller.rb,21,
controller,账户与租户管理,AccountCalendarsApiController,app/controllers/account_calendars_api_controller.rb,104,
controller,作业、提交与评分,AssignmentsController,app/controllers/assignments_controller.rb,22,
controller,作业、提交与评分,AnonymousProvisionalGradesController,app/controllers/anonymous_provisional_grades_controller.rb,24,
controller,其他,ReleaseNotesController,app/controllers/release_notes_controller.rb,20,
controller,账户与租户管理,RoleOverridesController,app/controllers/role_overrides_controller.rb,173,
controller,作业、提交与评分,AssignmentGroupsController,app/controllers/assignment_groups_controller.rb,96,
controller,作业、提交与评分,GradebookCsvsController,app/controllers/gradebook_csvs_controller.rb,21,
controller,其他,FavoritesController,app/controllers/favorites_controller.rb,46,
controller,SIS、导入导出与报表,EpubExportsController,app/controllers/epub_exports_controller.rb,95,
controller,作业、提交与评分,GradeChangeAuditApiController,app/controllers/grade_change_audit_api_controller.rb,125,
controller,课程、班级与选课,SelfEnrollmentsController,app/controllers/self_enrollments_controller.rb,21,
controller,作业、提交与评分,SubmissionsBaseController,app/controllers/submissions_base_controller.rb,21,
controller,课程、班级与选课,CourseNicknamesController,app/controllers/course_nicknames_controller.rb,54,
controller,内容、文件与模块,PlannerOverridesController,app/controllers/planner_overrides_controller.rb,90,
controller,其他,ExternalFeedsController,app/controllers/external_feeds_controller.rb,72,
controller,学习成果与能力,OutcomeResultsController,app/controllers/outcome_results_controller.rb,189,
controller,课程、班级与选课,GradingPeriodSetsController,app/controllers/grading_period_sets_controller.rb,46,
controller,课程、班级与选课,TabsController,app/controllers/tabs_controller.rb,61,
controller,内容、文件与模块,ContextModulesController,app/controllers/context_modules_controller.rb,21,
controller,分析、审计与运维,AuthenticationAuditApiController,app/controllers/authentication_audit_api_controller.rb,72,
controller,其他,GradingStandardsApiController,app/controllers/grading_standards_api_controller.rb,90,
controller,账户与租户管理,PseudonymsController,app/controllers/pseudonyms_controller.rb,23,
controller,分析、审计与运维,JobsV2Controller,app/controllers/jobs_v2_controller.rb,20,
controller,用户、身份与沟通,LmgbUserDetailsController,app/controllers/lmgb_user_details_controller.rb,21,
controller,内容、文件与模块,SyllabusApiController,app/controllers/syllabus_api_controller.rb,20,
controller,作业、提交与评分,SubmissionCommentsApiController,app/controllers/submission_comments_api_controller.rb,24,
controller,其他,ScopesApiController,app/controllers/scopes_api_controller.rb,63,
controller,搜索、AI 与无障碍,AccessibilityIssuesController,app/controllers/accessibility_issues_controller.rb,20,
controller,内容、文件与模块,FilePreviewsController,app/controllers/file_previews_controller.rb,20,
controller,SIS、导入导出与报表,AccountReportsController,app/controllers/account_reports_controller.rb,199,
controller,用户、身份与沟通,CommMessagesApiController,app/controllers/comm_messages_api_controller.rb,101,
controller,SIS、导入导出与报表,MigrationIssuesController,app/controllers/migration_issues_controller.rb,95,
controller,GraphQL API,GraphQLController,app/controllers/graphql_controller.rb,21,
controller,账户与租户管理,TermsApiController,app/controllers/terms_api_controller.rb,95,
controller,其他,BlockEditorsController,app/controllers/block_editors_controller.rb,21,
controller,其他,ContentSharesController,app/controllers/content_shares_controller.rb,90,
controller,账户与租户管理,CspSettingsController,app/controllers/csp_settings_controller.rb,27,
controller,内容、文件与模块,WikiPagesController,app/controllers/wiki_pages_controller.rb,20,
controller,其他,TranslationController,app/controllers/translation_controller.rb,19,
controller,内容、文件与模块,CalendarsController,app/controllers/calendars_controller.rb,21,
controller,账户与租户管理,TermsController,app/controllers/terms_controller.rb,22,
controller,搜索、AI 与无障碍,AccessibilityController,app/controllers/accessibility_controller.rb,20,
controller,讨论、公告与协作,EportfoliosApiController,app/controllers/eportfolios_api_controller.rb,120,
controller,学习成果与能力,OutcomeProficiencyApiController,app/controllers/outcome_proficiency_api_controller.rb,66,
controller,其他,LegalInformationController,app/controllers/legal_information_controller.rb,21,
controller,账户与租户管理,BrandConfigsApiController,app/controllers/brand_configs_api_controller.rb,21,
controller,内容、文件与模块,ContentExportsApiController,app/controllers/content_exports_api_controller.rb,82,
controller,作业、提交与评分,ProvisionalGradesBaseController,app/controllers/provisional_grades_base_controller.rb,21,
controller,作业、提交与评分,AssignmentExtensionsController,app/controllers/assignment_extensions_controller.rb,51,
controller,其他,PluginsController,app/controllers/plugins_controller.rb,21,
controller,内容、文件与模块,ContextModulesApiController,app/controllers/context_modules_api_controller.rb,126,
controller,课程、班级与选课,SectionsController,app/controllers/sections_controller.rb,95,
controller,其他,JwtsController,app/controllers/jwts_controller.rb,38,
controller,账户与租户管理,AccountNotificationsController,app/controllers/account_notifications_controller.rb,83,
controller,作业、提交与评分,ProvisionalGradesController,app/controllers/provisional_grades_controller.rb,72,
controller,其他,UsageRightsController,app/controllers/usage_rights_controller.rb,84,
controller,作业、提交与评分,CustomGradebookColumnDataApiController,app/controllers/custom_gradebook_column_data_api_controller.rb,40,
controller,讨论、公告与协作,EportfolioEntriesController,app/controllers/eportfolio_entries_controller.rb,21,
controller,其他,GradingStandardsController,app/controllers/grading_standards_controller.rb,21,
controller,讨论、公告与协作,CollaborationsController,app/controllers/collaborations_controller.rb,126,
controller,SIS、导入导出与报表,WebZipExportsController,app/controllers/web_zip_exports_controller.rb,94,
controller,用户、身份与沟通,ConversationsController,app/controllers/conversations_controller.rb,153,
controller,测验与题库,ItemBanksController,app/controllers/item_banks_controller.rb,21,
controller,讨论、公告与协作,AnnouncementsController,app/controllers/announcements_controller.rb,21,
controller,账户与租户管理,AuthenticationProvidersController,app/controllers/authentication_providers_controller.rb,233,
controller,搜索、AI 与无障碍,CareerExperienceController,app/controllers/career_experience_controller.rb,43,
controller,用户、身份与沟通,DiscussionTopicUsersController,app/controllers/discussion_topic_users_controller.rb,19,
controller,作业、提交与评分,ModerationSetController,app/controllers/moderation_set_controller.rb,27,
controller,内容、文件与模块,ContextModuleItemsApiController,app/controllers/context_module_items_api_controller.rb,243,
controller,其他,CustomDataController,app/controllers/custom_data_controller.rb,23,
controller,内容、文件与模块,ContentExportsController,app/controllers/content_exports_controller.rb,21,
controller,课程、班级与选课,CoursesController,app/controllers/courses_controller.rb,350,
controller,SIS、导入导出与报表,SisApiController,app/controllers/sis_api_controller.rb,306,
controller,LTI、外部工具与集成,ExternalToolsController,app/controllers/external_tools_controller.rb,607,
controller,内容、文件与模块,PageViewsController,app/controllers/page_views_controller.rb,272,
controller,作业、提交与评分,RubricAssessmentsController,app/controllers/rubric_assessments_controller.rb,25,
controller,其他,BlockEditorTemplatesApiController,app/controllers/block_editor_templates_api_controller.rb,79,
controller,作业、提交与评分,GradebookUploadsController,app/controllers/gradebook_uploads_controller.rb,21,
controller,作业、提交与评分,ModuleAssignmentOverridesController,app/controllers/module_assignment_overrides_controller.rb,74,
controller,搜索、AI 与无障碍,ImmersiveReaderController,app/controllers/immersive_reader_controller.rb,23,
controller,讨论、公告与协作,AnnouncementsApiController,app/controllers/announcements_api_controller.rb,26,
controller,课程、班级与选课,CourseTagConversionController,app/controllers/course_tag_conversion_controller.rb,20,
controller,课程、班级与选课,CourseReportsController,app/controllers/course_reports_controller.rb,84,
controller,作业、提交与评分,RubricAssessmentImportsController,app/controllers/rubric_assessment_imports_controller.rb,25,
controller,作业、提交与评分,LatePolicyController,app/controllers/late_policy_controller.rb,101,
controller,账户与租户管理,AdminsController,app/controllers/admins_controller.rb,49,
controller,内容、文件与模块,WikiPagesApiController,app/controllers/wiki_pages_api_controller.rb,174,
controller,分析、审计与运维,RateLimitingSettingsController,app/controllers/rate_limiting_settings_controller.rb,25,
controller,课程、班级与选课,CoursePacesController,app/controllers/course_paces_controller.rb,287,
controller,搜索、AI 与无障碍,SmartSearchController,app/controllers/smart_search_controller.rb,63,
controller,内容、文件与模块,CalendarEventsController,app/controllers/calendar_events_controller.rb,21,
controller,账户与租户管理,DeveloperKeysController,app/controllers/developer_keys_controller.rb,193,
controller,账户与租户管理,LoginController,app/controllers/login_controller.rb,21,
controller,其他,ContextController,app/controllers/context_controller.rb,21,
controller,讨论、公告与协作,GroupsController,app/controllers/groups_controller.rb,150,
controller,作业、提交与评分,AssignmentsApiController,app/controllers/assignments_api_controller.rb,774,
controller,用户、身份与沟通,ObserverAlertThresholdsApiController,app/controllers/observer_alert_thresholds_api_controller.rb,21,
controller,用户、身份与沟通,AiConversationsController,app/controllers/ai_conversations_controller.rb,23,
controller,账户与租户管理,SubAccountsController,app/controllers/sub_accounts_controller.rb,23,
controller,用户、身份与沟通,UsersController,app/controllers/users_controller.rb,82,
controller,作业、提交与评分,GradebooksController,app/controllers/gradebooks_controller.rb,21,
controller,其他,ExternalContentController,app/controllers/external_content_controller.rb,24,
controller,讨论、公告与协作,DiscussionTopicsApiController,app/controllers/discussion_topics_api_controller.rb,24,
controller,内容、文件与模块,FoldersController,app/controllers/folders_controller.rb,112,
controller,分析、审计与运维,AnalyticsHubController,app/controllers/analytics_hub_controller.rb,20,
controller,作业、提交与评分,AssignmentGroupsApiController,app/controllers/assignment_groups_api_controller.rb,22,
controller,作业、提交与评分,RubricsApiController,app/controllers/rubrics_api_controller.rb,261,
controller,课程、班级与选课,AccessibilityCourseStatisticsController,app/controllers/accessibility_course_statistics_controller.rb,83,
controller,作业、提交与评分,AnonymousSubmissionsController,app/controllers/anonymous_submissions_controller.rb,21,
controller,搜索、AI 与无障碍,SearchController,app/controllers/search_controller.rb,23,
controller,讨论、公告与协作,ConferencesController,app/controllers/conferences_controller.rb,155,
controller,分析、审计与运维,DocviewerAuditEventsController,app/controllers/docviewer_audit_events_controller.rb,21,
controller,作业、提交与评分,RubricsController,app/controllers/rubrics_controller.rb,22,
controller,用户、身份与沟通,NotificationPreferencesController,app/controllers/notification_preferences_controller.rb,60,
controller,测验与题库,QuestionBanksController,app/controllers/question_banks_controller.rb,21,
controller,账户与租户管理,OAuthProxyController,app/controllers/oauth_proxy_controller.rb,21,
controller,LTI、外部工具与集成,LtiApiController,app/controllers/lti_api_controller.rb,25,
controller,其他,LearnPlatformController,app/controllers/learn_platform_controller.rb,21,
controller,讨论、公告与协作,EportfoliosController,app/controllers/eportfolios_controller.rb,21,
controller,账户与租户管理,BrandConfigsController,app/controllers/brand_configs_controller.rb,20,
controller,账户与租户管理,DeveloperKeyAccountBindingsController,app/controllers/developer_key_account_bindings_controller.rb,57,
controller,其他,SecurityController,app/controllers/security_controller.rb,33,
controller,作业、提交与评分,SubmissionsApiController,app/controllers/submissions_api_controller.rb,213,
controller,其他,LearningObjectDatesController,app/controllers/learning_object_dates_controller.rb,116,
controller,搜索、AI 与无障碍,AiExperiencesController,app/controllers/ai_experiences_controller.rb,73,
controller,其他,InfoController,app/controllers/info_controller.rb,21,
controller,SIS、导入导出与报表,SisImportErrorsApiController,app/controllers/sis_import_errors_api_controller.rb,57,
controller,其他,MediaTracksController,app/controllers/media_tracks_controller.rb,41,
controller,搜索、AI 与无障碍,CareerController,app/controllers/career_controller.rb,21,
controller,分析、审计与运维,ErrorsController,app/controllers/errors_controller.rb,66,
controller,讨论、公告与协作,OutcomeGroupsController,app/controllers/outcome_groups_controller.rb,21,
controller,分析、审计与运维,AuditorApiController,app/controllers/auditor_api_controller.rb,21,
controller,讨论、公告与协作,DiscussionEntriesController,app/controllers/discussion_entries_controller.rb,22,
controller,其他,ProgressController,app/controllers/progress_controller.rb,100,
controller,用户、身份与沟通,ObserverAlertsApiController,app/controllers/observer_alerts_api_controller.rb,21,
controller,其他,AppCenterController,app/controllers/app_center_controller.rb,21,
controller,账户与租户管理,OAuth2ProviderController,app/controllers/oauth2_provider_controller.rb,21,
controller,其他,PermissionsHelpController,app/controllers/permissions_help_controller.rb,47,
controller,其他,InstAccessTokensController,app/controllers/inst_access_tokens_controller.rb,39,
controller,作业、提交与评分,SubmissionCommentsController,app/controllers/submission_comments_controller.rb,21,
controller,作业、提交与评分,CustomGradebookColumnsApiController,app/controllers/custom_gradebook_columns_api_controller.rb,64,
controller,用户、身份与沟通,CommunicationChannelsController,app/controllers/communication_channels_controller.rb,89,
controller,内容、文件与模块,ContentMigrationsController,app/controllers/content_migrations_controller.rb,126,
controller,讨论、公告与协作,AppointmentGroupsController,app/controllers/appointment_groups_controller.rb,213,
controller,讨论、公告与协作,GroupMembershipsController,app/controllers/group_memberships_controller.rb,75,
controller,其他,AlertsController,app/controllers/alerts_controller.rb,21,
controller,其他,GradingSchemesJsonController,app/controllers/grading_schemes_json_controller.rb,21,
controller,学习成果与能力,OutcomeImportsApiController,app/controllers/outcome_imports_api_controller.rb,106,
controller,内容、文件与模块,CalendarEventsApiController,app/controllers/calendar_events_api_controller.rb,319,
controller,课程、班级与选课,EnrollmentsApiController,app/controllers/enrollments_api_controller.rb,327,
controller,其他,MicrofrontendsReleaseTagOverrideController,app/controllers/microfrontends_release_tag_override_controller.rb,21,
controller,作业、提交与评分,LearningMasteryGradebookSettingsApiController,app/controllers/learning_mastery_gradebook_settings_api_controller.rb,21,
controller,SIS、导入导出与报表,ContentImportsController,app/controllers/content_imports_controller.rb,22,
controller,其他,OneTimePasswordsController,app/controllers/one_time_passwords_controller.rb,21,
controller,内容、文件与模块,PlannerNotesController,app/controllers/planner_notes_controller.rb,91,
controller,用户、身份与沟通,ObserverPairingCodesApiController,app/controllers/observer_pairing_codes_api_controller.rb,52,
controller,内容、文件与模块,PlannerController,app/controllers/planner_controller.rb,25,
controller,SIS、导入导出与报表,DisablePostToSisApiController,app/controllers/disable_post_to_sis_api_controller.rb,24,
controller,其他,ServicesApiController,app/controllers/services_api_controller.rb,22,
controller,测验与题库,NewQuizzesController,app/controllers/new_quizzes_controller.rb,26,
controller,用户、身份与沟通,UserListsController,app/controllers/user_lists_controller.rb,21,
controller,其他,HorizonController,app/controllers/horizon_controller.rb,20,
controller,其他,EquationImagesController,app/controllers/equation_images_controller.rb,20,
controller,内容、文件与模块,DiscoveryPagesApiController,app/controllers/discovery_pages_api_controller.rb,69,
controller,账户与租户管理,AccountsController,app/controllers/accounts_controller.rb,303,
controller,学习成果与能力,OutcomesAcademicBenchmarkImportApiController,app/controllers/outcomes_academic_benchmark_import_api_controller.rb,21,
controller,其他,MediaObjectsController,app/controllers/media_objects_controller.rb,73,
controller,内容、文件与模块,FilesController,app/controllers/files_controller.rb,128,
controller,用户、身份与沟通,ProfileController,app/controllers/profile_controller.rb,156,
controller,作业、提交与评分,GradebookHistoryApiController,app/controllers/gradebook_history_api_controller.rb,209,
controller,作业、提交与评分,RubricAssociationsController,app/controllers/rubric_associations_controller.rb,24,
controller,账户与租户管理,SharedBrandConfigsController,app/controllers/shared_brand_configs_controller.rb,62,
controller,学习成果与能力,OutcomesApiController,app/controllers/outcomes_api_controller.rb,165,
controller,用户、身份与沟通,UserObserveesController,app/controllers/user_observees_controller.rb,24,
controller,作业、提交与评分,WhatIfGradesApiController,app/controllers/what_if_grades_api_controller.rb,138,
controller,SIS、导入导出与报表,SisImportsApiController,app/controllers/sis_imports_api_controller.rb,373,
controller,课程、班级与选课,TemporaryEnrollmentPairingsApiController,app/controllers/temporary_enrollment_pairings_api_controller.rb,41,
controller,其他,AdaChatPopupController,app/controllers/ada_chat_popup_controller.rb,24,
controller,账户与租户管理,AccountGradingSettingsController,app/controllers/account_grading_settings_controller.rb,24,
controller,讨论、公告与协作,OutcomeGroupsApiController,app/controllers/outcome_groups_api_controller.rb,141,
controller,作业、提交与评分,GradebookFiltersApiController,app/controllers/gradebook_filters_api_controller.rb,21,
controller,讨论、公告与协作,DiscussionTopicsController,app/controllers/discussion_topics_controller.rb,271,
controller,内容、文件与模块,PageCommentsController,app/controllers/page_comments_controller.rb,21,
controller,测验与题库,AssessmentQuestionsController,app/controllers/assessment_questions_controller.rb,21,
controller,其他,CanvadocSessionsController,app/controllers/canvadoc_sessions_controller.rb,21,
controller,作业、提交与评分,SubmissionsController,app/controllers/submissions_controller.rb,91,
controller,讨论、公告与协作,GroupCategoriesController,app/controllers/group_categories_controller.rb,99,
controller,课程、班级与选课,CourseAuditApiController,app/controllers/course_audit_api_controller.rb,172,
controller,分析、审计与运维,FeatureFlagsController,app/controllers/feature_flags_controller.rb,136,
controller,课程、班级与选课,GradingPeriodsController,app/controllers/grading_periods_controller.rb,70,
controller,其他,RulesController,app/controllers/conditional_release/rules_controller.rb,21,
controller,分析、审计与运维,StatsController,app/controllers/conditional_release/stats_controller.rb,21,
controller,测验与题库,QuizzesNext::QuizzesApiController,app/controllers/quizzes_next/quizzes_api_controller.rb,20,
controller,LTI、外部工具与集成,Test::MockLtiController,app/controllers/test/mock_lti_controller.rb,23,
controller,其他,PollChoicesController,app/controllers/polling/poll_choices_controller.rb,57,
controller,其他,PollsController,app/controllers/polling/polls_controller.rb,63,
controller,作业、提交与评分,PollSubmissionsController,app/controllers/polling/poll_submissions_controller.rb,53,
controller,其他,PollSessionsController,app/controllers/polling/poll_sessions_controller.rb,77,
controller,用户、身份与沟通,UserExperiencesController,app/controllers/canvas_career/user_experiences_controller.rb,21,
controller,其他,ResultsController,app/controllers/live_assessments/results_controller.rb,75,
controller,其他,AssessmentsController,app/controllers/live_assessments/assessments_controller.rb,48,
controller,LTI、外部工具与集成,AssetProcessorController,app/controllers/support_helpers/asset_processor_controller.rb,21,
controller,LTI、外部工具与集成,TurnitinController,app/controllers/support_helpers/turnitin_controller.rb,21,
controller,作业、提交与评分,SubmissionLifecycleManageController,app/controllers/support_helpers/submission_lifecycle_manage_controller.rb,21,
controller,LTI、外部工具与集成,PlagiarismPlatformController,app/controllers/support_helpers/plagiarism_platform_controller.rb,21,
controller,讨论、公告与协作,MicrosoftSync::GroupsController,app/controllers/microsoft_sync/groups_controller.rb,97,
controller,其他,Bookmarks::BookmarksController,app/controllers/bookmarks/bookmarks_controller.rb,49,
controller,LTI、外部工具与集成,ToolProxyController,app/controllers/lti/tool_proxy_controller.rb,21,
controller,LTI、外部工具与集成,Lti::ResourceLinksController,app/controllers/lti/resource_links_controller.rb,150,
controller,LTI、外部工具与集成,PlatformStorageController,app/controllers/lti/platform_storage_controller.rb,42,
controller,LTI、外部工具与集成,AssetProcessorController,app/controllers/lti/asset_processor_controller.rb,21,
controller,LTI、外部工具与集成,ToolDefaultIconController,app/controllers/lti/tool_default_icon_controller.rb,21,
controller,LTI、外部工具与集成,Lti::TokenController,app/controllers/lti/token_controller.rb,21,
controller,LTI、外部工具与集成,ContextControlsController,app/controllers/lti/context_controls_controller.rb,125,
controller,LTI、外部工具与集成,AssetProcessorLaunchController,app/controllers/lti/asset_processor_launch_controller.rb,21,
controller,LTI、外部工具与集成,PublicJwkController,app/controllers/lti/public_jwk_controller.rb,22,
controller,LTI、外部工具与集成,AssetProcessorTiiMigrationsApiController,app/controllers/lti/asset_processor_tii_migrations_api_controller.rb,22,
controller,LTI、外部工具与集成,PlagiarismAssignmentsApiController,app/controllers/lti/plagiarism_assignments_api_controller.rb,64,
controller,LTI、外部工具与集成,Lti::ToolConfigurationsApiController,app/controllers/lti/tool_configurations_api_controller.rb,41,
controller,账户与租户管理,AccountLookupController,app/controllers/lti/account_lookup_controller.rb,66,
controller,LTI、外部工具与集成,LtiAppsController,app/controllers/lti/lti_apps_controller.rb,93,
controller,用户、身份与沟通,UsersApiController,app/controllers/lti/users_api_controller.rb,23,
controller,LTI、外部工具与集成,SubscriptionsApiController,app/controllers/lti/subscriptions_api_controller.rb,46,
controller,LTI、外部工具与集成,DeploymentsController,app/controllers/lti/deployments_controller.rb,84,
controller,LTI、外部工具与集成,AccountExternalToolsController,app/controllers/lti/account_external_tools_controller.rb,29,
controller,作业、提交与评分,SubmissionsApiController,app/controllers/lti/submissions_api_controller.rb,140,
controller,LTI、外部工具与集成,EulaLaunchController,app/controllers/lti/eula_launch_controller.rb,21,
controller,用户、身份与沟通,MessageController,app/controllers/lti/message_controller.rb,26,
controller,LTI、外部工具与集成,OriginalityReportsApiController,app/controllers/lti/originality_reports_api_controller.rb,113,
controller,LTI、外部工具与集成,DataServicesController,app/controllers/lti/data_services_controller.rb,65,
controller,LTI、外部工具与集成,MembershipServiceController,app/controllers/lti/membership_service_controller.rb,23,
controller,LTI、外部工具与集成,FeatureFlagsController,app/controllers/lti/feature_flags_controller.rb,44,
controller,LTI、外部工具与集成,Lti::RegistrationsController,app/controllers/lti/registrations_controller.rb,1112,
controller,课程、班级与选课,MasterCourses::MasterTemplatesController,app/controllers/master_courses/master_templates_controller.rb,242,
controller,作业、提交与评分,DownloadsController,app/controllers/submissions/downloads_controller.rb,22,
controller,作业、提交与评分,DownloadsBaseController,app/controllers/submissions/downloads_base_controller.rb,22,
controller,作业、提交与评分,PreviewsBaseController,app/controllers/submissions/previews_base_controller.rb,22,
controller,作业、提交与评分,AnonymousPreviewsController,app/controllers/submissions/anonymous_previews_controller.rb,22,
controller,作业、提交与评分,PreviewsController,app/controllers/submissions/previews_controller.rb,22,
controller,作业、提交与评分,AnonymousDownloadsController,app/controllers/submissions/anonymous_downloads_controller.rb,22,
controller,课程、班级与选课,CourseScanController,app/controllers/accessibility/course_scan_controller.rb,21,
controller,搜索、AI 与无障碍,ResourceScanController,app/controllers/accessibility/resource_scan_controller.rb,21,
controller,搜索、AI 与无障碍,GenerateController,app/controllers/accessibility/generate_controller.rb,21,
controller,搜索、AI 与无障碍,PreviewController,app/controllers/accessibility/preview_controller.rb,21,
controller,搜索、AI 与无障碍,IssueSummaryController,app/controllers/accessibility/issue_summary_controller.rb,25,
controller,搜索、AI 与无障碍,IssuesController,app/controllers/accessibility/issues_controller.rb,25,
controller,测验与题库,Quizzes::QuizSubmissionsController,app/controllers/quizzes/quiz_submissions_controller.rb,21,
controller,测验与题库,QuizSubmissionUsersController,app/controllers/quizzes/quiz_submission_users_controller.rb,85,
controller,测验与题库,Quizzes::QuizSubmissionQuestionsController,app/controllers/quizzes/quiz_submission_questions_controller.rb,53,
controller,测验与题库,Quizzes::QuizSubmissionEventsController,app/controllers/quizzes/quiz_submission_events_controller.rb,21,
controller,测验与题库,Quizzes::QuizAssignmentOverridesController,app/controllers/quizzes/quiz_assignment_overrides_controller.rb,96,
controller,测验与题库,Quizzes::QuizSubmissionFilesController,app/controllers/quizzes/quiz_submission_files_controller.rb,22,
controller,测验与题库,Quizzes::OutstandingQuizSubmissionsController,app/controllers/quizzes/outstanding_quiz_submissions_controller.rb,24,
controller,测验与题库,Quizzes::CourseQuizExtensionsController,app/controllers/quizzes/course_quiz_extensions_controller.rb,61,
controller,测验与题库,Quizzes::QuizReportsController,app/controllers/quizzes/quiz_reports_controller.rb,100,
controller,测验与题库,Quizzes::QuizExtensionsController,app/controllers/quizzes/quiz_extensions_controller.rb,67,
controller,测验与题库,Quizzes::QuizStatisticsController,app/controllers/quizzes/quiz_statistics_controller.rb,238,
controller,测验与题库,Quizzes::QuizSubmissionEventsApiController,app/controllers/quizzes/quiz_submission_events_api_controller.rb,44,
controller,测验与题库,Quizzes::QuizzesApiController,app/controllers/quizzes/quizzes_api_controller.rb,289,
controller,测验与题库,Quizzes::QuizIpFiltersController,app/controllers/quizzes/quiz_ip_filters_controller.rb,48,
controller,测验与题库,Quizzes::QuizzesController,app/controllers/quizzes/quizzes_controller.rb,21,
controller,测验与题库,Quizzes::QuizQuestionsController,app/controllers/quizzes/quiz_questions_controller.rb,198,
controller,测验与题库,Quizzes::QuizGroupsController,app/controllers/quizzes/quiz_groups_controller.rb,74,
controller,测验与题库,Quizzes::QuizSubmissionsApiController,app/controllers/quizzes/quiz_submissions_api_controller.rb,143,
controller,账户与租户管理,Login::OAuth2Controller,app/controllers/login/oauth2_controller.rb,21,
controller,账户与租户管理,Login::OAuthBaseController,app/controllers/login/oauth_base_controller.rb,21,
controller,账户与租户管理,Login::OtpController,app/controllers/login/otp_controller.rb,24,
controller,账户与租户管理,Login::SamlIdpDiscoveryController,app/controllers/login/saml_idp_discovery_controller.rb,21,
controller,账户与租户管理,Login::CasController,app/controllers/login/cas_controller.rb,23,
controller,账户与租户管理,Login::OpenidConnectController,app/controllers/login/openid_connect_controller.rb,21,
controller,账户与租户管理,Login::ExternalAuthObserversController,app/controllers/login/external_auth_observers_controller.rb,20,
controller,账户与租户管理,Login::CanvasController,app/controllers/login/canvas_controller.rb,21,
controller,账户与租户管理,Login::OAuthController,app/controllers/login/oauth_controller.rb,21,
controller,账户与租户管理,Login::SamlController,app/controllers/login/saml_controller.rb,21,
controller,账户与租户管理,CleverController,app/controllers/login/clever_controller.rb,22,
controller,课程、班级与选课,CoursePacing::StudentEnrollmentPacesApiController,app/controllers/course_pacing/student_enrollment_paces_api_controller.rb,20,
controller,课程、班级与选课,CoursePacing::PacesApiController,app/controllers/course_pacing/paces_api_controller.rb,20,
controller,课程、班级与选课,CoursePacing::BulkStudentEnrollmentPacesApiController,app/controllers/course_pacing/bulk_student_enrollment_paces_api_controller.rb,20,
controller,课程、班级与选课,CoursePacing::PaceContextsApiController,app/controllers/course_pacing/pace_contexts_api_controller.rb,20,
controller,课程、班级与选课,CoursePacing::SectionPacesApiController,app/controllers/course_pacing/section_paces_api_controller.rb,20,
controller,LTI、外部工具与集成,ToolProxyController,app/controllers/lti/ims/tool_proxy_controller.rb,23,
controller,LTI、外部工具与集成,AssetProcessorController,app/controllers/lti/ims/asset_processor_controller.rb,26,
controller,LTI、外部工具与集成,AuthorizationController,app/controllers/lti/ims/authorization_controller.rb,60,
controller,LTI、外部工具与集成,LineItemsController,app/controllers/lti/ims/line_items_controller.rb,74,
controller,LTI、外部工具与集成,ResultsController,app/controllers/lti/ims/results_controller.rb,62,
controller,LTI、外部工具与集成,NoticeHandlersController,app/controllers/lti/ims/notice_handlers_controller.rb,86,
controller,LTI、外部工具与集成,DeepLinkingController,app/controllers/lti/ims/deep_linking_controller.rb,22,
controller,LTI、外部工具与集成,AuthenticationController,app/controllers/lti/ims/authentication_controller.rb,26,
controller,账户与租户管理,NamesAndRolesController,app/controllers/lti/ims/names_and_roles_controller.rb,264,
controller,LTI、外部工具与集成,AssetProcessorEulaController,app/controllers/lti/ims/asset_processor_eula_controller.rb,26,
controller,用户、身份与沟通,ToolConsumerProfileController,app/controllers/lti/ims/tool_consumer_profile_controller.rb,23,
controller,LTI、外部工具与集成,ProgressController,app/controllers/lti/ims/progress_controller.rb,100,
controller,LTI、外部工具与集成,DynamicRegistrationController,app/controllers/lti/ims/dynamic_registration_controller.rb,26,
controller,LTI、外部工具与集成,ScoresController,app/controllers/lti/ims/scores_controller.rb,71,
controller,LTI、外部工具与集成,ToolSettingController,app/controllers/lti/ims/tool_setting_controller.rb,25,
action,用户、身份与沟通,MessagesController#require_read_messages,app/controllers/messages_controller.rb,26,
action,用户、身份与沟通,MessagesController#index,app/controllers/messages_controller.rb,30,
action,用户、身份与沟通,MessagesController#show,app/controllers/messages_controller.rb,36,
action,用户、身份与沟通,MessagesController#create,app/controllers/messages_controller.rb,43,
action,用户、身份与沟通,MessagesController#html_message,app/controllers/messages_controller.rb,56,
