type,name,component,path,has_version_php,has_install_xml,has_access_php,has_services_php,php_files,templates,tests,table_count,tables,capabilities,services
gradeexport,ods,gradeexport_ods,public/grade/export/ods,True,False,True,False,10,0,1,0,,2,0
gradeexport,txt,gradeexport_txt,public/grade/export/txt,True,False,True,False,10,0,2,0,,2,0
gradeexport,xls,gradeexport_xls,public/grade/export/xls,True,False,True,False,10,0,1,0,,2,0
gradeexport,xml,gradeexport_xml,public/grade/export/xml,True,False,True,False,10,0,2,0,,2,0
gradeimport,csv,gradeimport_csv,public/grade/import/csv,True,False,True,False,9,0,2,0,,1,0
gradeimport,direct,gradeimport_direct,public/grade/import/direct,True,False,True,False,7,0,0,0,,1,0
gradeimport,xml,gradeimport_xml,public/grade/import/xml,True,False,True,False,9,0,0,0,,2,0
gradepenalty,duedate,gradepenalty_duedate,public/grade/penalty/duedate,True,True,True,False,18,2,4,1,gradepenalty_duedate_rule,1,0
gradereport,grader,gradereport_grader,public/grade/report/grader,True,False,True,True,17,9,13,0,,1,0
gradereport,history,gradereport_history,public/grade/report/history,True,False,True,False,15,1,2,0,,1,0
gradereport,outcomes,gradereport_outcomes,public/grade/report/outcomes,True,False,True,False,6,0,0,0,,1,0
gradereport,overview,gradereport_overview,public/grade/report/overview,True,False,True,True,14,0,4,0,,1,2
gradereport,singleview,gradereport_singleview,public/grade/report/singleview,True,False,True,True,40,15,9,0,,1,0
gradereport,summary,gradereport_summary,public/grade/report/summary,True,False,True,False,8,0,0,0,,1,0
gradereport,user,gradereport_user,public/grade/report/user,True,False,True,True,18,6,10,0,,1,0
gradingform,guide,gradingform_guide,public/grade/grading/form/guide,True,True,False,True,24,2,19,3,gradingform_guide_criteria;gradingform_guide_fillings;gradingform_guide_comments,0,0
gradingform,rubric,gradingform_rubric,public/grade/grading/form/rubric,True,True,False,True,23,1,13,3,gradingform_rubric_criteria;gradingform_rubric_levels;gradingform_rubric_fillings,0,0
ltiservice,basicoutcomes,ltiservice_basicoutcomes,public/mod/lti/service/basicoutcomes,True,False,False,False,5,0,0,0,,0,0
ltiservice,gradebookservices,ltiservice_gradebookservices,public/mod/lti/service/gradebookservices,True,True,False,False,17,0,4,1,ltiservice_gradebookservices,0,0
ltiservice,memberships,ltiservice_memberships,public/mod/lti/service/memberships,True,False,False,False,7,0,1,0,,0,0
ltiservice,profile,ltiservice_profile,public/mod/lti/service/profile,True,False,False,False,5,0,0,0,,0,0
ltiservice,toolproxy,ltiservice_toolproxy,public/mod/lti/service/toolproxy,True,False,False,False,5,0,0,0,,0,0
ltiservice,toolsettings,ltiservice_toolsettings,public/mod/lti/service/toolsettings,True,False,False,False,7,0,0,0,,0,0
mediaplayer,html5audio,mediaplayer_html5audio,public/media/player/html5audio,True,False,False,False,5,0,1,0,,0,0
mediaplayer,html5video,mediaplayer_html5video,public/media/player/html5video,True,False,False,False,5,0,1,0,,0,0
mediaplayer,videojs,mediaplayer_videojs,public/media/player/videojs,True,False,False,True,10,0,3,0,,0,0
mediaplayer,vimeo,mediaplayer_vimeo,public/media/player/vimeo,True,False,False,False,7,2,1,0,,0,0
mediaplayer,youtube,mediaplayer_youtube,public/media/player/youtube,True,False,False,False,6,1,1,0,,0,0
messageoutput,airnotifier,messageoutput_airnotifier,public/message/output/airnotifier,True,True,True,True,20,0,4,1,message_airnotifier_devices,1,4
messageoutput,email,messageoutput_email,public/message/output/email,True,True,False,False,17,2,3,1,message_email_messages,0,0
messageoutput,popup,messageoutput_popup,public/message/output/popup,True,True,False,True,18,7,7,2,message_popup;message_popup_notifications,0,2
messageoutput,sms,messageoutput_sms,public/message/output/sms,True,False,False,False,6,0,1,0,,0,0
mod,assign,mod_assign,public/mod/assign,True,True,True,True,335,38,128,17,assign;assign_submission;assign_grades;assign_plugin_config;assign_user_mapping;assign_user_flags;assign_overrides;assign_mark;assign_allocated_marker;assignfeedback_comments;assignfeedback_editpdf_cmnt;assignfeedback_editpdf_annot;assignfeedback_editpdf_quick;assignfeedback_editpdf_rot;assignfeedback_file;assignsubmission_file;assignsubmission_onlinetext,18,23
mod,bigbluebuttonbn,mod_bigbluebuttonbn,public/mod/bigbluebuttonbn,True,True,True,True,183,18,83,3,bigbluebuttonbn;bigbluebuttonbn_logs;bigbluebuttonbn_recordings,14,0
mod,book,mod_book,public/mod/book,True,True,True,True,82,3,22,2,book;book_chapters,7,2
mod,choice,mod_choice,public/mod/choice,True,True,True,True,49,0,33,3,choice;choice_options;choice_answers,6,6
mod,data,mod_data,public/mod/data,True,True,True,True,181,38,68,4,data;data_fields;data_records;data_content,19,13
mod,feedback,mod_feedback,public/mod/feedback,True,True,True,True,114,4,37,8,feedback;feedback_template;feedback_item;feedback_completed;feedback_completedtmp;feedback_value;feedback_valuetmp;feedback_sitecourse_map,12,14
mod,folder,mod_folder,public/mod/folder,True,True,True,True,41,2,11,1,folder,4,2
mod,forum,mod_forum,public/mod/forum,True,True,True,True,221,75,116,10,forum;forum_discussions;forum_posts;forum_queue;forum_subscriptions;forum_digests;forum_read;forum_track_prefs;forum_discussion_subs;forum_grades,38,18
mod,glossary,mod_glossary,public/mod/glossary,True,True,True,True,90,2,33,6,glossary;glossary_entries;glossary_alias;glossary_categories;glossary_entries_categories;glossary_formats,16,15
mod,h5pactivity,mod_h5pactivity,public/mod/h5pactivity,True,True,True,True,74,10,45,3,h5pactivity;h5pactivity_attempts;h5pactivity_attempts_results,4,0
mod,imscp,mod_imscp,public/mod/imscp,True,True,True,True,32,0,11,1,imscp,3,2
mod,label,mod_label,public/mod/label,True,True,True,True,28,0,8,1,label,2,1
mod,lesson,mod_lesson,public/mod/lesson,True,True,True,True,104,4,65,8,lesson;lesson_pages;lesson_answers;lesson_attempts;lesson_grades;lesson_timer;lesson_branch;lesson_overrides,7,17
mod,lti,mod_lti,public/mod/lti,True,True,True,True,156,18,41,10,lti;lti_tool_proxies;lti_types;lti_types_config;lti_tool_settings;lti_submission;lti_access_tokens;lti_types_categories;lti_coursevisible;ltiservice_gradebookservices,8,14
mod,page,mod_page,public/mod/page,True,True,True,True,31,0,6,1,page,3,2
mod,qbank,mod_qbank,public/mod/qbank,True,True,True,False,22,0,5,1,qbank,2,0
mod,quiz,mod_quiz,public/mod/quiz,True,True,True,True,395,17,209,13,quiz;quiz_grade_items;quiz_slots;quiz_sections;quiz_feedback;quiz_overrides;quiz_attempts;quiz_grades;quiz_reports;quizaccess_seb_quizsettings;quizaccess_seb_template;quiz_overview_regrades;quiz_statistics,52,0
mod,resource,mod_resource,public/mod/resource,True,True,True,True,36,0,10,2,resource;resource_old,3,2
mod,scorm,mod_scorm,public/mod/scorm,True,True,True,True,106,3,43,13,scorm;scorm_scoes;scorm_scoes_data;scorm_seq_objective;scorm_seq_mapinfo;scorm_seq_ruleconds;scorm_seq_rulecond;scorm_seq_rolluprule;scorm_seq_rolluprulecond;scorm_aicc_session;scorm_attempt;scorm_element;scorm_scoes_value,7,9
mod,subsection,mod_subsection,public/mod/subsection,True,True,True,False,37,0,22,1,subsection,1,0
mod,url,mod_url,public/mod/url,True,True,True,True,32,0,7,1,url,3,2
mod,wiki,mod_wiki,public/mod/wiki,True,True,True,True,91,1,58,7,wiki;wiki_subwikis;wiki_pages;wiki_versions;wiki_synonyms;wiki_links;wiki_locks,10,10
mod,workshop,mod_workshop,public/mod/workshop,True,True,True,True,174,1,51,14,workshop;workshop_submissions;workshop_assessments;workshop_grades;workshop_aggregations;workshopallocation_scheduled;workshopeval_best_settings;workshopform_accumulative;workshopform_comments;workshopform_numerrors;workshopform_numerrors_map;workshopform_rubric;workshopform_rubric_levels;workshopform_rubric_config,19,19
profilefield,checkbox,profilefield_checkbox,public/user/profile/field/checkbox,True,False,False,False,7,0,2,0,,0,0
profilefield,datetime,profilefield_datetime,public/user/profile/field/datetime,True,False,False,False,6,0,1,0,,0,0
profilefield,menu,profilefield_menu,public/user/profile/field/menu,True,False,False,False,6,0,1,0,,0,0
profilefield,social,profilefield_social,public/user/profile/field/social,True,False,False,False,8,0,2,0,,0,0
profilefield,text,profilefield_text,public/user/profile/field/text,True,False,False,False,7,0,2,0,,0,0
profilefield,textarea,profilefield_textarea,public/user/profile/field/textarea,True,False,False,False,6,0,1,0,,0,0
qbank,bulkmove,qbank_bulkmove,public/question/bank/bulkmove,True,False,False,False,10,2,2,0,,0,0
qbank,columnsortorder,qbank_columnsortorder,public/question/bank/columnsortorder,True,False,False,True,31,7,8,0,,0,0
qbank,comment,qbank_comment,public/question/bank/comment,True,False,True,False,21,1,9,0,,2,0
qbank,customfields,qbank_customfields,public/question/bank/customfields,True,False,True,False,18,2,6,0,,3,0
qbank,deletequestion,qbank_deletequestion,public/question/bank/deletequestion,True,False,False,False,10,1,2,0,,0,0
qbank,editquestion,qbank_editquestion,public/question/bank/editquestion,True,False,False,True,18,4,4,0,,0,0
qbank,exportquestions,qbank_exportquestions,public/question/bank/exportquestions,True,False,False,False,8,0,0,0,,0,0
qbank,exporttoxml,qbank_exporttoxml,public/question/bank/exporttoxml,True,False,False,False,9,0,3,0,,0,0
qbank,history,qbank_history,public/question/bank/history,True,False,False,False,12,1,4,0,,0,0
qbank,importquestions,qbank_importquestions,public/question/bank/importquestions,True,False,False,False,7,0,0,0,,0,0
qbank,managecategories,qbank_managecategories,public/question/bank/managecategories,True,False,False,True,29,13,11,0,,0,0
qbank,previewquestion,qbank_previewquestion,public/question/bank/previewquestion,True,False,False,False,12,2,3,0,,0,0
qbank,statistics,qbank_statistics,public/question/bank/statistics,True,False,False,False,10,3,3,0,,0,0
qbank,tagquestion,qbank_tagquestion,public/question/bank/tagquestion,True,False,False,True,17,1,4,0,,0,0
qbank,usage,qbank_usage,public/question/bank/usage,True,False,False,False,13,2,5,0,,0,0
qbank,viewcreator,qbank_viewcreator,public/question/bank/viewcreator,True,False,False,False,12,2,5,0,,0,0
qbank,viewquestionname,qbank_viewquestionname,public/question/bank/viewquestionname,True,False,False,False,10,0,4,0,,0,0
qbank,viewquestiontext,qbank_viewquestiontext,public/question/bank/viewquestiontext,True,False,False,True,10,1,2,0,,0,0
qbank,viewquestiontype,qbank_viewquestiontype,public/question/bank/viewquestiontype,True,False,False,False,6,0,2,0,,0,0
qbehaviour,adaptive,qbehaviour_adaptive,public/question/behaviour/adaptive,True,False,False,False,9,0,3,0,,0,0
qbehaviour,adaptivenopenalty,qbehaviour_adaptivenopenalty,public/question/behaviour/adaptivenopenalty,True,False,False,False,7,0,1,0,,0,0
qbehaviour,deferredcbm,qbehaviour_deferredcbm,public/question/behaviour/deferredcbm,True,False,False,False,9,0,3,0,,0,0
qbehaviour,deferredfeedback,qbehaviour_deferredfeedback,public/question/behaviour/deferredfeedback,True,False,False,False,8,0,2,0,,0,0
qbehaviour,immediatecbm,qbehaviour_immediatecbm,public/question/behaviour/immediatecbm,True,False,False,False,8,0,2,0,,0,0
qbehaviour,immediatefeedback,qbehaviour_immediatefeedback,public/question/behaviour/immediatefeedback,True,False,False,False,8,0,2,0,,0,0
qbehaviour,informationitem,qbehaviour_informationitem,public/question/behaviour/informationitem,True,False,False,False,8,0,2,0,,0,0
qbehaviour,interactive,qbehaviour_interactive,public/question/behaviour/interactive,True,False,False,False,8,0,2,0,,0,0
qbehaviour,interactivecountback,qbehaviour_interactivecountback,public/question/behaviour/interactivecountback,True,False,False,False,8,0,2,0,,0,0
qbehaviour,manualgraded,qbehaviour_manualgraded,public/question/behaviour/manualgraded,True,False,False,False,10,0,2,0,,0,0
qbehaviour,missing,qbehaviour_missing,public/question/behaviour/missing,True,False,False,False,8,0,2,0,,0,0
qformat,aiken,qformat_aiken,public/question/format/aiken,True,False,False,False,6,0,6,0,,0,0
qformat,blackboard_six,qformat_blackboard_six,public/question/format/blackboard_six,True,False,False,False,9,0,4,0,,0,0
qformat,gift,qformat_gift,public/question/format/gift,True,False,False,False,5,0,5,0,,0,0
qformat,missingword,qformat_missingword,public/question/format/missingword,True,False,False,False,4,0,3,0,,0,0
qformat,multianswer,qformat_multianswer,public/question/format/multianswer,True,False,False,False,5,0,7,0,,0,0
qformat,xhtml,qformat_xhtml,public/question/format/xhtml,True,False,False,False,5,0,0,0,,0,0
qformat,xml,qformat_xml,public/question/format/xml,True,False,False,False,6,0,17,0,,0,0
qtype,calculated,qtype_calculated,public/question/type/calculated,True,True,False,False,23,0,7,5,question_calculated;question_calculated_options;question_dataset_definitions;question_dataset_items;question_datasets,0,0
qtype,calculatedmulti,qtype_calculatedmulti,public/question/type/calculatedmulti,True,False,False,False,17,0,6,0,,0,0
qtype,calculatedsimple,qtype_calculatedsimple,public/question/type/calculatedsimple,True,False,False,False,16,0,6,0,,0,0
qtype,ddimageortext,qtype_ddimageortext,public/question/type/ddimageortext,True,True,False,False,22,0,16,3,qtype_ddimageortext;qtype_ddimageortext_drops;qtype_ddimageortext_drags,0,0
qtype,ddmarker,qtype_ddmarker,public/question/type/ddmarker,True,True,False,False,20,0,17,3,qtype_ddmarker;qtype_ddmarker_drops;qtype_ddmarker_drags,0,0
qtype,ddwtos,qtype_ddwtos,public/question/type/ddwtos,True,True,False,False,17,0,14,1,question_ddwtos,0,0
qtype,description,qtype_description,public/question/type/description,True,False,False,False,12,0,11,0,,0,0
qtype,essay,qtype_essay,public/question/type/essay,True,True,False,False,21,0,22,1,qtype_essay_options,0,0
qtype,gapselect,qtype_gapselect,public/question/type/gapselect,True,True,False,False,21,0,11,1,question_gapselect,0,0
