evidence_id,type,domain,component_or_name,claim,path,line,snippet_or_detail
MDL-E0268,plugin,插件体系,qbank_exportquestions,qbank 插件目录，表0张、权限0个、服务0个,public/question/bank/exportquestions,,
MDL-E0269,plugin,插件体系,qbank_exporttoxml,qbank 插件目录，表0张、权限0个、服务0个,public/question/bank/exporttoxml,,
MDL-E0270,plugin,插件体系,qbank_history,qbank 插件目录，表0张、权限0个、服务0个,public/question/bank/history,,
MDL-E0271,plugin,插件体系,qbank_importquestions,qbank 插件目录，表0张、权限0个、服务0个,public/question/bank/importquestions,,
MDL-E0272,plugin,插件体系,qbank_managecategories,qbank 插件目录，表0张、权限0个、服务0个,public/question/bank/managecategories,,
MDL-E0273,plugin,插件体系,qbank_previewquestion,qbank 插件目录，表0张、权限0个、服务0个,public/question/bank/previewquestion,,
MDL-E0274,plugin,插件体系,qbank_statistics,qbank 插件目录，表0张、权限0个、服务0个,public/question/bank/statistics,,
MDL-E0275,plugin,插件体系,qbank_tagquestion,qbank 插件目录，表0张、权限0个、服务0个,public/question/bank/tagquestion,,
MDL-E0276,plugin,插件体系,qbank_usage,qbank 插件目录，表0张、权限0个、服务0个,public/question/bank/usage,,
MDL-E0277,plugin,插件体系,qbank_viewcreator,qbank 插件目录，表0张、权限0个、服务0个,public/question/bank/viewcreator,,
MDL-E0278,plugin,插件体系,qbank_viewquestionname,qbank 插件目录，表0张、权限0个、服务0个,public/question/bank/viewquestionname,,
MDL-E0279,plugin,插件体系,qbank_viewquestiontext,qbank 插件目录，表0张、权限0个、服务0个,public/question/bank/viewquestiontext,,
MDL-E0280,plugin,插件体系,qbank_viewquestiontype,qbank 插件目录，表0张、权限0个、服务0个,public/question/bank/viewquestiontype,,
MDL-E0281,capability,权限模型,mod/bigbluebuttonbn:addinstance,权限点由 access.php 注册,public/mod/bigbluebuttonbn/db/access.php,33,
MDL-E0282,capability,权限模型,mod/bigbluebuttonbn:addinstancewithmeeting,权限点由 access.php 注册,public/mod/bigbluebuttonbn/db/access.php,45,
MDL-E0283,capability,权限模型,mod/bigbluebuttonbn:addinstancewithrecording,权限点由 access.php 注册,public/mod/bigbluebuttonbn/db/access.php,56,
MDL-E0284,capability,权限模型,mod/bigbluebuttonbn:join,权限点由 access.php 注册,public/mod/bigbluebuttonbn/db/access.php,67,
MDL-E0285,capability,权限模型,mod/bigbluebuttonbn:view,权限点由 access.php 注册,public/mod/bigbluebuttonbn/db/access.php,80,
MDL-E0286,capability,权限模型,mod/bigbluebuttonbn:managerecordings,权限点由 access.php 注册,public/mod/bigbluebuttonbn/db/access.php,92,
MDL-E0287,capability,权限模型,mod/bigbluebuttonbn:viewallrecordingformats,权限点由 access.php 注册,public/mod/bigbluebuttonbn/db/access.php,103,
MDL-E0288,capability,权限模型,mod/bigbluebuttonbn:publishrecordings,权限点由 access.php 注册,public/mod/bigbluebuttonbn/db/access.php,113,
MDL-E0289,capability,权限模型,mod/bigbluebuttonbn:unpublishrecordings,权限点由 access.php 注册,public/mod/bigbluebuttonbn/db/access.php,123,
MDL-E0290,capability,权限模型,mod/bigbluebuttonbn:protectrecordings,权限点由 access.php 注册,public/mod/bigbluebuttonbn/db/access.php,133,
MDL-E0291,capability,权限模型,mod/bigbluebuttonbn:unprotectrecordings,权限点由 access.php 注册,public/mod/bigbluebuttonbn/db/access.php,143,
MDL-E0292,capability,权限模型,mod/bigbluebuttonbn:deleterecordings,权限点由 access.php 注册,public/mod/bigbluebuttonbn/db/access.php,153,
MDL-E0293,capability,权限模型,mod/bigbluebuttonbn:importrecordings,权限点由 access.php 注册,public/mod/bigbluebuttonbn/db/access.php,163,
MDL-E0294,capability,权限模型,mod/bigbluebuttonbn:seepresentation,权限点由 access.php 注册,public/mod/bigbluebuttonbn/db/access.php,173,
MDL-E0295,capability,权限模型,mod/qbank:view,权限点由 access.php 注册,public/mod/qbank/db/access.php,31,
MDL-E0296,capability,权限模型,mod/qbank:addinstance,权限点由 access.php 注册,public/mod/qbank/db/access.php,41,
MDL-E0297,capability,权限模型,mod/data:addinstance,权限点由 access.php 注册,public/mod/data/db/access.php,29,
MDL-E0298,capability,权限模型,mod/data:viewentry,权限点由 access.php 注册,public/mod/data/db/access.php,41,
MDL-E0299,capability,权限模型,mod/data:writeentry,权限点由 access.php 注册,public/mod/data/db/access.php,55,
MDL-E0300,capability,权限模型,mod/data:rate,权限点由 access.php 注册,public/mod/data/db/access.php,69,
MDL-E0301,capability,权限模型,mod/data:viewrating,权限点由 access.php 注册,public/mod/data/db/access.php,80,
MDL-E0302,capability,权限模型,mod/data:viewanyrating,权限点由 access.php 注册,public/mod/data/db/access.php,91,
MDL-E0303,capability,权限模型,mod/data:viewallratings,权限点由 access.php 注册,public/mod/data/db/access.php,104,
MDL-E0304,capability,权限模型,mod/data:approve,权限点由 access.php 注册,public/mod/data/db/access.php,117,
MDL-E0305,capability,权限模型,mod/data:manageentries,权限点由 access.php 注册,public/mod/data/db/access.php,130,
MDL-E0306,capability,权限模型,mod/data:managetemplates,权限点由 access.php 注册,public/mod/data/db/access.php,143,
MDL-E0307,capability,权限模型,mod/data:viewalluserpresets,权限点由 access.php 注册,public/mod/data/db/access.php,155,
MDL-E0308,capability,权限模型,mod/data:manageuserpresets,权限点由 access.php 注册,public/mod/data/db/access.php,166,
MDL-E0309,capability,权限模型,mod/data:exportentry,权限点由 access.php 注册,public/mod/data/db/access.php,177,
MDL-E0310,capability,权限模型,mod/data:exportownentry,权限点由 access.php 注册,public/mod/data/db/access.php,190,
MDL-E0311,capability,权限模型,mod/data:exportallentries,权限点由 access.php 注册,public/mod/data/db/access.php,202,
MDL-E0312,capability,权限模型,mod/data:exportuserinfo,权限点由 access.php 注册,public/mod/data/db/access.php,215,
MDL-E0313,capability,权限模型,mod/data:view,权限点由 access.php 注册,public/mod/data/db/access.php,228,
MDL-E0314,capability,权限模型,mod/data:comment,权限点由 access.php 注册,public/mod/data/db/access.php,242,
MDL-E0315,capability,权限模型,mod/data:managecomments,权限点由 access.php 注册,public/mod/data/db/access.php,243,
MDL-E0316,capability,权限模型,mod/resource:view,权限点由 access.php 注册,public/mod/resource/db/access.php,28,
MDL-E0317,capability,权限模型,mod/resource:addinstance,权限点由 access.php 注册,public/mod/resource/db/access.php,37,
MDL-E0318,capability,权限模型,mod/resource:portfolioexport,权限点由 access.php 注册,public/mod/resource/db/access.php,50,
MDL-E0319,capability,权限模型,mod/lesson:addinstance,权限点由 access.php 注册,public/mod/lesson/db/access.php,31,
MDL-E0320,capability,权限模型,mod/lesson:edit,权限点由 access.php 注册,public/mod/lesson/db/access.php,43,
MDL-E0321,capability,权限模型,mod/lesson:grade,权限点由 access.php 注册,public/mod/lesson/db/access.php,56,
MDL-E0322,capability,权限模型,mod/lesson:viewreports,权限点由 access.php 注册,public/mod/lesson/db/access.php,68,
MDL-E0323,capability,权限模型,mod/lesson:manage,权限点由 access.php 注册,public/mod/lesson/db/access.php,79,
MDL-E0324,capability,权限模型,mod/lesson:manageoverrides,权限点由 access.php 注册,public/mod/lesson/db/access.php,91,
MDL-E0325,capability,权限模型,mod/lesson:view,权限点由 access.php 注册,public/mod/lesson/db/access.php,100,
MDL-E0326,capability,权限模型,mod/glossary:addinstance,权限点由 access.php 注册,public/mod/glossary/db/access.php,29,
MDL-E0327,capability,权限模型,mod/glossary:view,权限点由 access.php 注册,public/mod/glossary/db/access.php,41,
MDL-E0328,capability,权限模型,mod/glossary:write,权限点由 access.php 注册,public/mod/glossary/db/access.php,55,
MDL-E0329,capability,权限模型,mod/glossary:manageentries,权限点由 access.php 注册,public/mod/glossary/db/access.php,69,
MDL-E0330,capability,权限模型,mod/glossary:managecategories,权限点由 access.php 注册,public/mod/glossary/db/access.php,82,
MDL-E0331,capability,权限模型,mod/glossary:comment,权限点由 access.php 注册,public/mod/glossary/db/access.php,95,
MDL-E0332,capability,权限模型,mod/glossary:managecomments,权限点由 access.php 注册,public/mod/glossary/db/access.php,109,
MDL-E0333,capability,权限模型,mod/glossary:import,权限点由 access.php 注册,public/mod/glossary/db/access.php,122,
MDL-E0334,capability,权限模型,mod/glossary:export,权限点由 access.php 注册,public/mod/glossary/db/access.php,135,
MDL-E0335,capability,权限模型,mod/glossary:approve,权限点由 access.php 注册,public/mod/glossary/db/access.php,146,
MDL-E0336,capability,权限模型,mod/glossary:rate,权限点由 access.php 注册,public/mod/glossary/db/access.php,159,
MDL-E0337,capability,权限模型,mod/glossary:viewrating,权限点由 access.php 注册,public/mod/glossary/db/access.php,170,
MDL-E0338,capability,权限模型,mod/glossary:viewanyrating,权限点由 access.php 注册,public/mod/glossary/db/access.php,181,
MDL-E0339,capability,权限模型,mod/glossary:viewallratings,权限点由 access.php 注册,public/mod/glossary/db/access.php,194,
MDL-E0340,capability,权限模型,mod/glossary:exportentry,权限点由 access.php 注册,public/mod/glossary/db/access.php,207,
MDL-E0341,capability,权限模型,mod/glossary:exportownentry,权限点由 access.php 注册,public/mod/glossary/db/access.php,220,
MDL-E0342,capability,权限模型,mod/book:addinstance,权限点由 access.php 注册,public/mod/book/db/access.php,29,
MDL-E0343,capability,权限模型,mod/book:read,权限点由 access.php 注册,public/mod/book/db/access.php,41,
MDL-E0344,capability,权限模型,mod/book:viewhiddenchapters,权限点由 access.php 注册,public/mod/book/db/access.php,54,
MDL-E0345,capability,权限模型,mod/book:edit,权限点由 access.php 注册,public/mod/book/db/access.php,64,
MDL-E0346,capability,权限模型,booktool/exportimscp:export,权限点由 access.php 注册,public/mod/book/tool/exportimscp/db/access.php,28,
MDL-E0347,capability,权限模型,booktool/print:print,权限点由 access.php 注册,public/mod/book/tool/print/db/access.php,28,
MDL-E0348,capability,权限模型,booktool/importhtml:import,权限点由 access.php 注册,public/mod/book/tool/importhtml/db/access.php,28,
MDL-E0349,capability,权限模型,mod/h5pactivity:view,权限点由 access.php 注册,public/mod/h5pactivity/db/access.php,30,
MDL-E0350,capability,权限模型,mod/h5pactivity:addinstance,权限点由 access.php 注册,public/mod/h5pactivity/db/access.php,42,
MDL-E0351,capability,权限模型,mod/h5pactivity:submit,权限点由 access.php 注册,public/mod/h5pactivity/db/access.php,52,
MDL-E0352,capability,权限模型,mod/h5pactivity:reviewattempts,权限点由 access.php 注册,public/mod/h5pactivity/db/access.php,60,
MDL-E0353,capability,权限模型,mod/assign:view,权限点由 access.php 注册,public/mod/assign/db/access.php,27,
MDL-E0354,capability,权限模型,mod/assign:submit,权限点由 access.php 注册,public/mod/assign/db/access.php,40,
MDL-E0355,capability,权限模型,mod/assign:grade,权限点由 access.php 注册,public/mod/assign/db/access.php,49,
MDL-E0356,capability,权限模型,mod/assign:exportownsubmission,权限点由 access.php 注册,public/mod/assign/db/access.php,61,
MDL-E0357,capability,权限模型,mod/assign:addinstance,权限点由 access.php 注册,public/mod/assign/db/access.php,73,
MDL-E0358,capability,权限模型,mod/assign:editothersubmission,权限点由 access.php 注册,public/mod/assign/db/access.php,85,
MDL-E0359,capability,权限模型,mod/assign:grantextension,权限点由 access.php 注册,public/mod/assign/db/access.php,91,
MDL-E0360,capability,权限模型,mod/assign:revealidentities,权限点由 access.php 注册,public/mod/assign/db/access.php,102,
MDL-E0361,capability,权限模型,mod/assign:reviewgrades,权限点由 access.php 注册,public/mod/assign/db/access.php,112,
MDL-E0362,capability,权限模型,mod/assign:releasegrades,权限点由 access.php 注册,public/mod/assign/db/access.php,122,
MDL-E0363,capability,权限模型,mod/assign:managegrades,权限点由 access.php 注册,public/mod/assign/db/access.php,132,
MDL-E0364,capability,权限模型,mod/assign:manageallocations,权限点由 access.php 注册,public/mod/assign/db/access.php,142,
MDL-E0365,capability,权限模型,mod/assign:viewgrades,权限点由 access.php 注册,public/mod/assign/db/access.php,152,
MDL-E0366,capability,权限模型,mod/assign:viewblinddetails,权限点由 access.php 注册,public/mod/assign/db/access.php,162,
MDL-E0367,capability,权限模型,mod/assign:receivegradernotifications,权限点由 access.php 注册,public/mod/assign/db/access.php,172,
MDL-E0368,capability,权限模型,mod/assign:manageoverrides,权限点由 access.php 注册,public/mod/assign/db/access.php,183,
MDL-E0369,capability,权限模型,mod/assign:showhiddengrader,权限点由 access.php 注册,public/mod/assign/db/access.php,192,
MDL-E0370,capability,权限模型,mod/assign:viewownsubmissionsummary,权限点由 access.php 注册,public/mod/assign/db/access.php,202,
MDL-E0371,capability,权限模型,mod/lti:view,权限点由 access.php 注册,public/mod/lti/db/access.php,35,
MDL-E0372,capability,权限模型,mod/lti:addinstance,权限点由 access.php 注册,public/mod/lti/db/access.php,47,
MDL-E0373,capability,权限模型,mod/lti:manage,权限点由 access.php 注册,public/mod/lti/db/access.php,62,
MDL-E0374,capability,权限模型,mod/lti:admin,权限点由 access.php 注册,public/mod/lti/db/access.php,77,
MDL-E0375,capability,权限模型,mod/lti:addcoursetool,权限点由 access.php 注册,public/mod/lti/db/access.php,85,
MDL-E0376,capability,权限模型,mod/lti:addpreconfiguredinstance,权限点由 access.php 注册,public/mod/lti/db/access.php,95,
MDL-E0377,capability,权限模型,mod/lti:requesttooladd,权限点由 access.php 注册,public/mod/lti/db/access.php,107,
MDL-E0378,capability,权限模型,mod/lti:addmanualinstance,权限点由 access.php 注册,public/mod/lti/db/access.php,118,
MDL-E0379,capability,权限模型,mod/forum:addinstance,权限点由 access.php 注册,public/mod/forum/db/access.php,29,
MDL-E0380,capability,权限模型,mod/forum:viewdiscussion,权限点由 access.php 注册,public/mod/forum/db/access.php,41,
MDL-E0381,capability,权限模型,mod/forum:viewhiddentimedposts,权限点由 access.php 注册,public/mod/forum/db/access.php,55,
MDL-E0382,capability,权限模型,mod/forum:startdiscussion,权限点由 access.php 注册,public/mod/forum/db/access.php,66,
MDL-E0383,capability,权限模型,mod/forum:replypost,权限点由 access.php 注册,public/mod/forum/db/access.php,80,
MDL-E0384,capability,权限模型,mod/forum:addnews,权限点由 access.php 注册,public/mod/forum/db/access.php,94,
MDL-E0385,capability,权限模型,mod/forum:replynews,权限点由 access.php 注册,public/mod/forum/db/access.php,107,
MDL-E0386,capability,权限模型,mod/forum:viewrating,权限点由 access.php 注册,public/mod/forum/db/access.php,120,
MDL-E0387,capability,权限模型,mod/forum:viewanyrating,权限点由 access.php 注册,public/mod/forum/db/access.php,132,
MDL-E0388,capability,权限模型,mod/forum:viewallratings,权限点由 access.php 注册,public/mod/forum/db/access.php,144,
MDL-E0389,capability,权限模型,mod/forum:rate,权限点由 access.php 注册,public/mod/forum/db/access.php,157,
MDL-E0390,capability,权限模型,mod/forum:postprivatereply,权限点由 access.php 注册,public/mod/forum/db/access.php,168,
MDL-E0391,capability,权限模型,mod/forum:readprivatereplies,权限点由 access.php 注册,public/mod/forum/db/access.php,178,
MDL-E0392,capability,权限模型,mod/forum:createattachment,权限点由 access.php 注册,public/mod/forum/db/access.php,188,
MDL-E0393,capability,权限模型,mod/forum:deleteownpost,权限点由 access.php 注册,public/mod/forum/db/access.php,202,
MDL-E0394,capability,权限模型,mod/forum:deleteanypost,权限点由 access.php 注册,public/mod/forum/db/access.php,214,
MDL-E0395,capability,权限模型,mod/forum:splitdiscussions,权限点由 access.php 注册,public/mod/forum/db/access.php,225,
MDL-E0396,capability,权限模型,mod/forum:movediscussions,权限点由 access.php 注册,public/mod/forum/db/access.php,236,
MDL-E0397,capability,权限模型,mod/forum:pindiscussions,权限点由 access.php 注册,public/mod/forum/db/access.php,247,
MDL-E0398,capability,权限模型,mod/forum:editanypost,权限点由 access.php 注册,public/mod/forum/db/access.php,258,
MDL-E0399,capability,权限模型,mod/forum:viewqandawithoutposting,权限点由 access.php 注册,public/mod/forum/db/access.php,271,
MDL-E0400,capability,权限模型,mod/forum:viewsubscribers,权限点由 access.php 注册,public/mod/forum/db/access.php,282,
MDL-E0401,capability,权限模型,mod/forum:managesubscriptions,权限点由 access.php 注册,public/mod/forum/db/access.php,293,
MDL-E0402,capability,权限模型,mod/forum:postwithoutthrottling,权限点由 access.php 注册,public/mod/forum/db/access.php,306,
MDL-E0403,capability,权限模型,mod/forum:exportdiscussion,权限点由 access.php 注册,public/mod/forum/db/access.php,319,
MDL-E0404,capability,权限模型,mod/forum:exportforum,权限点由 access.php 注册,public/mod/forum/db/access.php,331,
MDL-E0405,capability,权限模型,mod/forum:exportpost,权限点由 access.php 注册,public/mod/forum/db/access.php,342,
MDL-E0406,capability,权限模型,mod/forum:exportownpost,权限点由 access.php 注册,public/mod/forum/db/access.php,354,
MDL-E0407,capability,权限模型,mod/forum:addquestion,权限点由 access.php 注册,public/mod/forum/db/access.php,367,
MDL-E0408,capability,权限模型,mod/forum:allowforcesubscribe,权限点由 access.php 注册,public/mod/forum/db/access.php,379,
MDL-E0409,capability,权限模型,mod/forum:canposttomygroups,权限点由 access.php 注册,public/mod/forum/db/access.php,390,
MDL-E0410,capability,权限模型,mod/forum:canoverridediscussionlock,权限点由 access.php 注册,public/mod/forum/db/access.php,400,
MDL-E0411,capability,权限模型,mod/forum:canoverridecutoff,权限点由 access.php 注册,public/mod/forum/db/access.php,409,
MDL-E0412,capability,权限模型,mod/forum:cantogglefavourite,权限点由 access.php 注册,public/mod/forum/db/access.php,419,
MDL-E0413,capability,权限模型,mod/forum:grade,权限点由 access.php 注册,public/mod/forum/db/access.php,427,
MDL-E0414,capability,权限模型,mod/forum:canmailnow,权限点由 access.php 注册,public/mod/forum/db/access.php,437,
MDL-E0415,capability,权限模型,forumreport/summary:view,权限点由 access.php 注册,public/mod/forum/report/summary/db/access.php,28,
MDL-E0416,capability,权限模型,forumreport/summary:viewall,权限点由 access.php 注册,public/mod/forum/report/summary/db/access.php,38,
MDL-E0417,capability,权限模型,mod/scorm:addinstance,权限点由 access.php 注册,public/mod/scorm/db/access.php,29,
MDL-E0418,capability,权限模型,mod/scorm:viewreport,权限点由 access.php 注册,public/mod/scorm/db/access.php,41,
MDL-E0419,capability,权限模型,mod/scorm:skipview,权限点由 access.php 注册,public/mod/scorm/db/access.php,52,
MDL-E0420,capability,权限模型,mod/scorm:savetrack,权限点由 access.php 注册,public/mod/scorm/db/access.php,61,
MDL-E0421,capability,权限模型,mod/scorm:viewscores,权限点由 access.php 注册,public/mod/scorm/db/access.php,73,
MDL-E0422,capability,权限模型,mod/scorm:deleteresponses,权限点由 access.php 注册,public/mod/scorm/db/access.php,84,
MDL-E0423,capability,权限模型,mod/scorm:deleteownresponses,权限点由 access.php 注册,public/mod/scorm/db/access.php,94,
MDL-E0424,capability,权限模型,mod/feedback:addinstance,权限点由 access.php 注册,public/mod/feedback/db/access.php,29,
MDL-E0425,capability,权限模型,mod/feedback:view,权限点由 access.php 注册,public/mod/feedback/db/access.php,41,
MDL-E0426,capability,权限模型,mod/feedback:complete,权限点由 access.php 注册,public/mod/feedback/db/access.php,55,
MDL-E0427,capability,权限模型,mod/feedback:viewanalysepage,权限点由 access.php 注册,public/mod/feedback/db/access.php,67,
MDL-E0428,capability,权限模型,mod/feedback:deletesubmissions,权限点由 access.php 注册,public/mod/feedback/db/access.php,80,
MDL-E0429,capability,权限模型,mod/feedback:mapcourse,权限点由 access.php 注册,public/mod/feedback/db/access.php,90,
MDL-E0430,capability,权限模型,mod/feedback:edititems,权限点由 access.php 注册,public/mod/feedback/db/access.php,99,
MDL-E0431,capability,权限模型,mod/feedback:createprivatetemplate,权限点由 access.php 注册,public/mod/feedback/db/access.php,111,
MDL-E0432,capability,权限模型,mod/feedback:createpublictemplate,权限点由 access.php 注册,public/mod/feedback/db/access.php,123,
MDL-E0433,capability,权限模型,mod/feedback:deletetemplate,权限点由 access.php 注册,public/mod/feedback/db/access.php,135,
MDL-E0434,capability,权限模型,mod/feedback:viewreports,权限点由 access.php 注册,public/mod/feedback/db/access.php,145,
MDL-E0435,capability,权限模型,mod/feedback:receivemail,权限点由 access.php 注册,public/mod/feedback/db/access.php,158,
MDL-E0436,capability,权限模型,mod/url:view,权限点由 access.php 注册,public/mod/url/db/access.php,28,
MDL-E0437,capability,权限模型,mod/url:addinstance,权限点由 access.php 注册,public/mod/url/db/access.php,37,
MDL-E0438,capability,权限模型,mod/url:portfolioexport,权限点由 access.php 注册,public/mod/url/db/access.php,50,
MDL-E0439,capability,权限模型,mod/choice:addinstance,权限点由 access.php 注册,public/mod/choice/db/access.php,29,
MDL-E0440,capability,权限模型,mod/choice:choose,权限点由 access.php 注册,public/mod/choice/db/access.php,41,
MDL-E0441,capability,权限模型,mod/choice:readresponses,权限点由 access.php 注册,public/mod/choice/db/access.php,52,
MDL-E0442,capability,权限模型,mod/choice:deleteresponses,权限点由 access.php 注册,public/mod/choice/db/access.php,63,
MDL-E0443,capability,权限模型,mod/choice:downloadresponses,权限点由 access.php 注册,public/mod/choice/db/access.php,74,
MDL-E0444,capability,权限模型,mod/choice:view,权限点由 access.php 注册,public/mod/choice/db/access.php,85,
MDL-E0445,capability,权限模型,mod/wiki:addinstance,权限点由 access.php 注册,public/mod/wiki/db/access.php,29,
MDL-E0446,capability,权限模型,mod/wiki:viewpage,权限点由 access.php 注册,public/mod/wiki/db/access.php,41,
MDL-E0447,capability,权限模型,mod/wiki:editpage,权限点由 access.php 注册,public/mod/wiki/db/access.php,55,
MDL-E0448,capability,权限模型,mod/wiki:createpage,权限点由 access.php 注册,public/mod/wiki/db/access.php,69,
MDL-E0449,capability,权限模型,mod/wiki:viewcomment,权限点由 access.php 注册,public/mod/wiki/db/access.php,83,
MDL-E0450,capability,权限模型,mod/wiki:editcomment,权限点由 access.php 注册,public/mod/wiki/db/access.php,95,
MDL-E0451,capability,权限模型,mod/wiki:managecomment,权限点由 access.php 注册,public/mod/wiki/db/access.php,109,
MDL-E0452,capability,权限模型,mod/wiki:managefiles,权限点由 access.php 注册,public/mod/wiki/db/access.php,120,
MDL-E0453,capability,权限模型,mod/wiki:overridelock,权限点由 access.php 注册,public/mod/wiki/db/access.php,131,
MDL-E0454,capability,权限模型,mod/wiki:managewiki,权限点由 access.php 注册,public/mod/wiki/db/access.php,142,
MDL-E0455,capability,权限模型,mod/quiz:view,权限点由 access.php 注册,public/mod/quiz/db/access.php,31,
MDL-E0456,capability,权限模型,mod/quiz:addinstance,权限点由 access.php 注册,public/mod/quiz/db/access.php,44,
MDL-E0457,capability,权限模型,mod/quiz:attempt,权限点由 access.php 注册,public/mod/quiz/db/access.php,57,
MDL-E0458,capability,权限模型,mod/quiz:reviewmyattempts,权限点由 access.php 注册,public/mod/quiz/db/access.php,68,
MDL-E0459,capability,权限模型,mod/quiz:manage,权限点由 access.php 注册,public/mod/quiz/db/access.php,78,
MDL-E0460,capability,权限模型,mod/quiz:manageoverrides,权限点由 access.php 注册,public/mod/quiz/db/access.php,89,
MDL-E0461,capability,权限模型,mod/quiz:viewoverrides,权限点由 access.php 注册,public/mod/quiz/db/access.php,99,
MDL-E0462,capability,权限模型,mod/quiz:preview,权限点由 access.php 注册,public/mod/quiz/db/access.php,110,
MDL-E0463,capability,权限模型,mod/quiz:grade,权限点由 access.php 注册,public/mod/quiz/db/access.php,121,
MDL-E0464,capability,权限模型,mod/quiz:regrade,权限点由 access.php 注册,public/mod/quiz/db/access.php,133,
MDL-E0465,capability,权限模型,mod/quiz:viewreports,权限点由 access.php 注册,public/mod/quiz/db/access.php,146,
MDL-E0466,capability,权限模型,mod/quiz:deleteattempts,权限点由 access.php 注册,public/mod/quiz/db/access.php,158,
MDL-E0467,capability,权限模型,mod/quiz:reopenattempts,权限点由 access.php 注册,public/mod/quiz/db/access.php,169,
MDL-E0468,capability,权限模型,mod/quiz:ignoretimelimits,权限点由 access.php 注册,public/mod/quiz/db/access.php,179,
MDL-E0469,capability,权限模型,mod/quiz:emailconfirmsubmission,权限点由 access.php 注册,public/mod/quiz/db/access.php,186,
MDL-E0470,capability,权限模型,mod/quiz:emailnotifysubmission,权限点由 access.php 注册,public/mod/quiz/db/access.php,193,
MDL-E0471,capability,权限模型,mod/quiz:emailwarnoverdue,权限点由 access.php 注册,public/mod/quiz/db/access.php,200,
MDL-E0472,capability,权限模型,mod/quiz:emailnotifyattemptgraded,权限点由 access.php 注册,public/mod/quiz/db/access.php,207,
MDL-E0473,capability,权限模型,mod/quiz:customisequestionnumbers,权限点由 access.php 注册,public/mod/quiz/db/access.php,214,
MDL-E0474,capability,权限模型,quizaccess/seb:managetemplates,权限点由 access.php 注册,public/mod/quiz/accessrule/seb/db/access.php,29,
MDL-E0475,capability,权限模型,quizaccess/seb:bypassseb,权限点由 access.php 注册,public/mod/quiz/accessrule/seb/db/access.php,36,
MDL-E0476,capability,权限模型,quizaccess/seb:manage_seb_requiresafeexambrowser,权限点由 access.php 注册,public/mod/quiz/accessrule/seb/db/access.php,44,
MDL-E0477,capability,权限模型,quizaccess/seb:manage_seb_configuremanually,权限点由 access.php 注册,public/mod/quiz/accessrule/seb/db/access.php,53,
MDL-E0478,capability,权限模型,quizaccess/seb:manage_seb_usesebclientconfig,权限点由 access.php 注册,public/mod/quiz/accessrule/seb/db/access.php,63,
MDL-E0479,capability,权限模型,quizaccess/seb:manage_seb_templateid,权限点由 access.php 注册,public/mod/quiz/accessrule/seb/db/access.php,72,
MDL-E0480,capability,权限模型,quizaccess/seb:manage_filemanager_sebconfigfile,权限点由 access.php 注册,public/mod/quiz/accessrule/seb/db/access.php,80,
MDL-E0481,capability,权限模型,quizaccess/seb:manage_seb_showsebdownloadlink,权限点由 access.php 注册,public/mod/quiz/accessrule/seb/db/access.php,88,
MDL-E0482,capability,权限模型,quizaccess/seb:manage_seb_allowedbrowserexamkeys,权限点由 access.php 注册,public/mod/quiz/accessrule/seb/db/access.php,96,
MDL-E0483,capability,权限模型,quizaccess/seb:manage_seb_linkquitseb,权限点由 access.php 注册,public/mod/quiz/accessrule/seb/db/access.php,104,
MDL-E0484,capability,权限模型,quizaccess/seb:manage_seb_userconfirmquit,权限点由 access.php 注册,public/mod/quiz/accessrule/seb/db/access.php,112,
MDL-E0485,capability,权限模型,quizaccess/seb:manage_seb_allowuserquitseb,权限点由 access.php 注册,public/mod/quiz/accessrule/seb/db/access.php,120,
MDL-E0486,capability,权限模型,quizaccess/seb:manage_seb_quitpassword,权限点由 access.php 注册,public/mod/quiz/accessrule/seb/db/access.php,128,
MDL-E0487,capability,权限模型,quizaccess/seb:manage_seb_allowreloadinexam,权限点由 access.php 注册,public/mod/quiz/accessrule/seb/db/access.php,136,
MDL-E0488,capability,权限模型,quizaccess/seb:manage_seb_showsebtaskbar,权限点由 access.php 注册,public/mod/quiz/accessrule/seb/db/access.php,144,
MDL-E0489,capability,权限模型,quizaccess/seb:manage_seb_showreloadbutton,权限点由 access.php 注册,public/mod/quiz/accessrule/seb/db/access.php,152,
MDL-E0490,capability,权限模型,quizaccess/seb:manage_seb_showtime,权限点由 access.php 注册,public/mod/quiz/accessrule/seb/db/access.php,160,
MDL-E0491,capability,权限模型,quizaccess/seb:manage_seb_showkeyboardlayout,权限点由 access.php 注册,public/mod/quiz/accessrule/seb/db/access.php,168,
MDL-E0492,capability,权限模型,quizaccess/seb:manage_seb_showwificontrol,权限点由 access.php 注册,public/mod/quiz/accessrule/seb/db/access.php,177,
MDL-E0493,capability,权限模型,quizaccess/seb:manage_seb_enableaudiocontrol,权限点由 access.php 注册,public/mod/quiz/accessrule/seb/db/access.php,185,
MDL-E0494,capability,权限模型,quizaccess/seb:manage_seb_muteonstartup,权限点由 access.php 注册,public/mod/quiz/accessrule/seb/db/access.php,193,
MDL-E0495,capability,权限模型,quizaccess/seb:manage_seb_allowcapturecamera,权限点由 access.php 注册,public/mod/quiz/accessrule/seb/db/access.php,201,
MDL-E0496,capability,权限模型,quizaccess/seb:manage_seb_allowcapturemicrophone,权限点由 access.php 注册,public/mod/quiz/accessrule/seb/db/access.php,209,
