evidence_id,type,domain,component_or_name,claim,path,line,snippet_or_detail
MDL-E0001,version,总体,core,代码版本为 Moodle 5.3dev 开发分支,public/version.php,,"version=2026042000.00, release=5.3dev (Build: 20260420), branch=503"
MDL-E0002,table,站点配置与升级,config,定义数据表：Moodle configuration variables,public/lib/db/install.xml,,"fields=id,name,value"
MDL-E0003,table,站点配置与升级,config_plugins,定义数据表：Moodle modules and plugins configuration variables,public/lib/db/install.xml,,"fields=id,plugin,name,value"
MDL-E0004,table,课程与分类,course,定义数据表：Central course table,public/lib/db/install.xml,,"fields=id,category,sortorder,fullname,shortname,idnumber,summary,summaryformat,format,showgrades,newsitems,startdate"
MDL-E0005,table,课程与分类,course_categories,定义数据表：Course categories,public/lib/db/install.xml,,"fields=id,name,idnumber,description,descriptionformat,parent,sortorder,coursecount,visible,visibleold,timemodified,depth"
MDL-E0006,table,用户与身份,communication_user,定义数据表：Communication user records mapping,public/lib/db/install.xml,,"fields=id,commid,userid,synced,deleted"
MDL-E0007,table,选课与群组,enrol,"定义数据表：Instances of enrolment plugins used in courses, fields marked as custom have a plugin defined meaning, core does not touch them. Create a new linked table if you need even more custom fields.",public/lib/db/install.xml,,"fields=id,enrol,status,courseid,sortorder,name,enrolperiod,enrolstartdate,enrolenddate,expirynotify,expirythreshold,notifyall"
MDL-E0008,table,用户与身份,user_enrolments,"定义数据表：Users participating in courses (aka enrolled users) - everybody who is participating/visible in course, that means both teachers and students",public/lib/db/install.xml,,"fields=id,status,enrolid,userid,timestart,timeend,modifierid,timecreated,timemodified"
MDL-E0009,table,课程与分类,course_modules,定义数据表：course_modules table retrofitted from MySQL,public/lib/db/install.xml,,"fields=id,course,module,instance,section,idnumber,added,score,indent,visible,visibleoncoursepage,visibleold"
MDL-E0010,table,消息与日历,message,定义数据表：Stores all unread messages,public/lib/db/install.xml,,"fields=id,useridfrom,useridto,subject,fullmessage,fullmessageformat,fullmessagehtml,smallmessage,notification,contexturl,contexturlname,timecreated"
MDL-E0011,table,用户与身份,message_user_actions,定义数据表：Stores all per-user actions on individual messages,public/lib/db/install.xml,,"fields=id,userid,messageid,action,timecreated"
MDL-E0012,table,消息与日历,notifications,定义数据表：Stores all notifications,public/lib/db/install.xml,,"fields=id,useridfrom,useridto,subject,fullmessage,fullmessageformat,fullmessagehtml,smallmessage,component,eventtype,contexturl,contexturlname"
MDL-E0013,table,用户与身份,message_contacts,定义数据表：Maintains lists of contacts between users,public/lib/db/install.xml,,"fields=id,userid,contactid,timecreated"
MDL-E0014,table,用户与身份,message_contact_requests,定义数据表：Maintains list of contact requests between users,public/lib/db/install.xml,,"fields=id,userid,requesteduserid,timecreated"
MDL-E0015,table,活动与资源,modules,定义数据表：modules available in the site,public/lib/db/install.xml,,"fields=id,name,cron,lastcron,search,visible"
MDL-E0016,table,用户与身份,sessions,定义数据表：Database based session storage - now recommended,public/lib/db/install.xml,,"fields=id,state,sid,userid,sessdata,timecreated,timemodified,firstip,lastip"
MDL-E0017,table,用户与身份,user,定义数据表：One record for each person,public/lib/db/install.xml,,"fields=id,auth,confirmed,policyagreed,deleted,suspended,mnethostid,username,password,idnumber,firstname,lastname"
MDL-E0018,table,用户与身份,user_preferences,定义数据表：Allows modules to store arbitrary user preferences,public/lib/db/install.xml,,"fields=id,userid,name,value"
MDL-E0019,table,用户与身份,user_lastaccess,"定义数据表：To keep track of course page access times, used in online participants block, and participants list",public/lib/db/install.xml,,"fields=id,userid,courseid,timeaccess"
MDL-E0020,table,用户与身份,user_password_history,定义数据表：A rotating log of hashes of previously used passwords for each user.,public/lib/db/install.xml,,"fields=id,userid,hash,timecreated"
MDL-E0021,table,成绩与完成,scale,定义数据表：Defines grading scales,public/lib/db/install.xml,,"fields=id,courseid,userid,name,scale,description,descriptionformat,timemodified"
MDL-E0022,table,成绩与完成,scale_history,定义数据表：History table,public/lib/db/install.xml,,"fields=id,action,oldid,source,timemodified,loggeduser,courseid,userid,name,scale,description"
MDL-E0023,table,用户与身份,stats_user_daily,定义数据表：To accumulate daily stats per course/user,public/lib/db/install.xml,,"fields=id,courseid,userid,roleid,timeend,statsreads,statswrites,stattype"
MDL-E0024,table,用户与身份,stats_user_weekly,定义数据表：To accumulate weekly stats per course/user,public/lib/db/install.xml,,"fields=id,courseid,userid,roleid,timeend,statsreads,statswrites,stattype"
MDL-E0025,table,用户与身份,stats_user_monthly,定义数据表：To accumulate monthly stats per course/user,public/lib/db/install.xml,,"fields=id,courseid,userid,roleid,timeend,statsreads,statswrites,stattype"
MDL-E0026,table,权限与上下文,role,定义数据表：moodle roles,public/lib/db/install.xml,,"fields=id,name,shortname,description,sortorder,archetype"
MDL-E0027,table,课程与分类,context,定义数据表：one of these must be set,public/lib/db/install.xml,,"fields=id,contextlevel,instanceid,path,depth,locked"
MDL-E0028,table,权限与上下文,capabilities,定义数据表：this defines all capabilities,public/lib/db/install.xml,,"fields=id,name,captype,contextlevel,component,riskbitmask"
MDL-E0029,table,权限与上下文,role_allow_assign,定义数据表：this defines what role can assign what role,public/lib/db/install.xml,,"fields=id,roleid,allowassign"
MDL-E0030,table,权限与上下文,role_allow_override,定义数据表：this defines what role can override what role,public/lib/db/install.xml,,"fields=id,roleid,allowoverride"
MDL-E0031,table,权限与上下文,role_allow_switch,定义数据表：This table stores which which other roles a user is allowed to switch to if they have one role.,public/lib/db/install.xml,,"fields=id,roleid,allowswitch"
MDL-E0032,table,权限与上下文,role_allow_view,定义数据表：This table stores which which other roles a user is allowed to view to if they have one role.,public/lib/db/install.xml,,"fields=id,roleid,allowview"
MDL-E0033,table,选课与群组,role_assignments,定义数据表：assigning roles in different context,public/lib/db/install.xml,,"fields=id,roleid,contextid,userid,timemodified,modifierid,component,itemid,sortorder"
MDL-E0034,table,权限与上下文,role_capabilities,"定义数据表：permission has to be signed, overriding a capability for a particular role in a particular context",public/lib/db/install.xml,,"fields=id,contextid,roleid,capability,permission,timemodified,modifierid"
MDL-E0035,table,权限与上下文,role_names,定义数据表：role names in native strings,public/lib/db/install.xml,,"fields=id,roleid,contextid,name"
MDL-E0036,table,用户与身份,user_info_field,定义数据表：Customisable user profile fields,public/lib/db/install.xml,,"fields=id,shortname,name,datatype,description,descriptionformat,categoryid,sortorder,required,locked,visible,forceunique"
MDL-E0037,table,用户与身份,user_info_category,定义数据表：Customisable fields categories,public/lib/db/install.xml,,"fields=id,name,sortorder"
MDL-E0038,table,用户与身份,user_info_data,定义数据表：Data for the customisable user fields,public/lib/db/install.xml,,"fields=id,userid,fieldid,data,dataformat"
MDL-E0039,table,题库与测验,question_categories,定义数据表：Categories are for grouping questions,public/lib/db/install.xml,,"fields=id,name,contextid,info,infoformat,stamp,parent,sortorder,idnumber"
MDL-E0040,table,题库与测验,question,定义数据表：This table stores the definition of one version of a question.,public/lib/db/install.xml,,"fields=id,parent,name,questiontext,questiontextformat,generalfeedback,generalfeedbackformat,defaultmark,penalty,qtype,length,stamp"
MDL-E0041,table,题库与测验,question_bank_entries,定义数据表：Each question bank entry. This table has one row for each question that appears in the question bank.,public/lib/db/install.xml,,"fields=id,questioncategoryid,idnumber,ownerid,nextversion"
MDL-E0042,table,题库与测验,question_versions,定义数据表：A join table linking the different question version definitions in the question table to the question_bank_entires.,public/lib/db/install.xml,,"fields=id,questionbankentryid,version,questionid,status"
MDL-E0043,table,题库与测验,question_references,定义数据表：Records where a specific question is used.,public/lib/db/install.xml,,"fields=id,usingcontextid,component,questionarea,itemid,questionbankentryid,version"
MDL-E0044,table,题库与测验,question_set_references,定义数据表：Records where groups of questions are used.,public/lib/db/install.xml,,"fields=id,usingcontextid,component,questionarea,itemid,questionscontextid,filtercondition"
MDL-E0045,table,题库与测验,question_answers,"定义数据表：Answers, with a fractional grade (0-1) and feedback",public/lib/db/install.xml,,"fields=id,question,answer,answerformat,fraction,feedback,feedbackformat"
MDL-E0046,table,题库与测验,question_hints,定义数据表：Stores the the part of the question definition that gives different feedback after each try in interactive and similar behaviours.,public/lib/db/install.xml,,"fields=id,questionid,hint,hintformat,shownumcorrect,clearwrong,options"
MDL-E0047,table,题库与测验,question_usages,定义数据表：This table's main purpose it to assign a unique id to each attempt at a set of questions by some part of Moodle. A question usage is made up of a number of question_attempts.,public/lib/db/install.xml,,"fields=id,contextid,component,preferredbehaviour"
MDL-E0048,table,题库与测验,question_attempts,"定义数据表：Each row here corresponds to an attempt at one question, as part of a question_usage. A question_attempt will have some question_attempt_steps",public/lib/db/install.xml,,"fields=id,questionusageid,slot,behaviour,questionid,variant,maxmark,minfraction,maxfraction,flagged,questionsummary,rightanswer"
MDL-E0049,table,题库与测验,question_attempt_steps,"定义数据表：Stores one step in in a question attempt. As well as the data here, the step will have some data in the question_attempt_step_data table.",public/lib/db/install.xml,,"fields=id,questionattemptid,sequencenumber,state,fraction,timecreated,userid"
MDL-E0050,table,题库与测验,question_statistics,定义数据表：Statistics for individual questions used in an activity.,public/lib/db/install.xml,,"fields=id,hashcode,timemodified,questionid,slot,subquestion,variant,s,effectiveweight,negcovar,discriminationindex,discriminativeefficiency"
MDL-E0051,table,题库与测验,question_response_analysis,定义数据表：Analysis of student responses given to questions.,public/lib/db/install.xml,,"fields=id,hashcode,whichtries,timemodified,questionid,variant,subqid,aid,response,credit"
MDL-E0052,table,题库与测验,question_response_count,定义数据表：Count for each responses for each try at a question.,public/lib/db/install.xml,,"fields=id,analysisid,try,rcount"
MDL-E0053,table,成绩与完成,grade_outcomes,"定义数据表：This table describes the outcomes used in the system. An outcome is a statement tied to a rubric scale from low to high, such as âNot met, Borderline, Metâ (stored as 0,1 or 2)",public/lib/db/install.xml,,"fields=id,courseid,shortname,fullname,scaleid,description,descriptionformat,timecreated,timemodified,usermodified"
MDL-E0054,table,成绩与完成,grade_categories,"定义数据表：This table keeps information about categories, used for grouping items.",public/lib/db/install.xml,,"fields=id,courseid,parent,depth,path,fullname,aggregation,keephigh,droplow,aggregateonlygraded,aggregateoutcomes,timecreated"
MDL-E0055,table,成绩与完成,grade_items,"定义数据表：This table keeps information about gradeable items (ie columns). If an activity (eg an assignment or quiz) has multiple grade_items associated with it (eg several outcomes or numerical grades), then there will be a corresponding multiple number of rows in this table.",public/lib/db/install.xml,,"fields=id,courseid,categoryid,itemname,itemtype,itemmodule,iteminstance,itemnumber,iteminfo,idnumber,calculation,gradetype"
MDL-E0056,table,成绩与完成,grade_grades,"定义数据表：grade_grades  This table keeps individual grades for each user and each item, exactly as imported or submitted by modules. The rawgrademax/min and rawscaleid are stored here to record the values at the time the grade was stored, because teachers might change this for an activity! All the results are normalised/resampled for the final grade value.",public/lib/db/install.xml,,"fields=id,itemid,userid,rawgrade,rawgrademax,rawgrademin,rawscaleid,usermodified,finalgrade,hidden,locked,locktime"
MDL-E0057,table,成绩与完成,grade_outcomes_history,定义数据表：History table,public/lib/db/install.xml,,"fields=id,action,oldid,source,timemodified,loggeduser,courseid,shortname,fullname,scaleid,description,descriptionformat"
MDL-E0058,table,成绩与完成,grade_categories_history,定义数据表：History of grade_categories,public/lib/db/install.xml,,"fields=id,action,oldid,source,timemodified,loggeduser,courseid,parent,depth,path,fullname,aggregation"
MDL-E0059,table,成绩与完成,grade_items_history,定义数据表：History of grade_items,public/lib/db/install.xml,,"fields=id,action,oldid,source,timemodified,loggeduser,courseid,categoryid,itemname,itemtype,itemmodule,iteminstance"
MDL-E0060,table,成绩与完成,grade_grades_history,定义数据表：History table,public/lib/db/install.xml,,"fields=id,action,oldid,source,timemodified,loggeduser,itemid,userid,rawgrade,rawgrademax,rawgrademin,rawscaleid"
MDL-E0061,table,成绩与完成,grade_import_newitem,定义数据表：temporary table for storing new grade_item names from grade import,public/lib/db/install.xml,,"fields=id,itemname,importcode,importer"
MDL-E0062,table,成绩与完成,grade_import_values,定义数据表：Temporary table for importing grades,public/lib/db/install.xml,,"fields=id,itemid,newgradeitem,userid,finalgrade,feedback,importcode,importer,importonlyfeedback"
MDL-E0063,table,选课与群组,groups,定义数据表：Each record represents a group.,public/lib/db/install.xml,,"fields=id,courseid,idnumber,name,description,descriptionformat,enrolmentkey,picture,visibility,participation,timecreated,timemodified"
MDL-E0064,table,选课与群组,groupings,定义数据表：A grouping is a collection of groups. WAS: groups_groupings,public/lib/db/install.xml,,"fields=id,courseid,name,idnumber,description,descriptionformat,configdata,timecreated,timemodified"
MDL-E0065,table,选课与群组,groups_members,定义数据表：Link a user to a group.,public/lib/db/install.xml,,"fields=id,groupid,userid,timeadded,component,itemid"
MDL-E0066,table,选课与群组,groupings_groups,"定义数据表：Link a grouping to a group (note, groups can be in multiple groupings ONLY in a course). WAS: groups_groupings_groups",public/lib/db/install.xml,,"fields=id,groupingid,groupid,timeadded"
MDL-E0067,table,选课与群组,cohort,定义数据表：Each record represents one cohort (aka site-wide group).,public/lib/db/install.xml,,"fields=id,contextid,name,idnumber,description,descriptionformat,visible,component,timecreated,timemodified,theme"
MDL-E0068,table,选课与群组,cohort_members,定义数据表：Link a user to a cohort.,public/lib/db/install.xml,,"fields=id,cohortid,userid,timeadded"
MDL-E0069,table,用户与身份,user_private_key,"定义数据表：access keys used in cookieless scripts - rss, etc.",public/lib/db/install.xml,,"fields=id,script,value,userid,instance,iprestriction,validuntil,timecreated"
MDL-E0070,table,成绩与完成,grade_letters,"定义数据表：Repository for grade letters, for courses and other moodle entities that use grades.",public/lib/db/install.xml,,"fields=id,contextid,lowerboundary,letter"
MDL-E0071,table,成绩与完成,grade_settings,定义数据表：gradebook settings,public/lib/db/install.xml,,"fields=id,courseid,name,value"
MDL-E0072,table,用户与身份,portfolio_instance_user,定义数据表：user data for portfolio instances.,public/lib/db/install.xml,,"fields=id,instance,userid,name,value"
MDL-E0073,table,课程与分类,files,"定义数据表：description of files, content is stored in sha1 file pool",public/lib/db/install.xml,,"fields=id,contenthash,pathnamehash,contextid,component,filearea,itemid,filepath,filename,userid,filesize,mimetype"
MDL-E0074,table,课程与分类,files_reference,定义数据表：Store files references,public/lib/db/install.xml,,"fields=id,repositoryid,lastsync,reference,referencehash"
MDL-E0075,table,其他/插件扩展,external_services,定义数据表：built in and custom external services,public/lib/db/install.xml,,"fields=id,name,enabled,requiredcapability,restrictedusers,component,timecreated,timemodified,shortname,downloadfiles,uploadfiles"
MDL-E0076,table,其他/插件扩展,external_functions,定义数据表：list of all external functions,public/lib/db/install.xml,,"fields=id,name,classname,methodname,classpath,component,capabilities,services"
MDL-E0077,table,用户与身份,external_services_users,定义数据表：users allowed to use services with restricted users flag,public/lib/db/install.xml,,"fields=id,externalserviceid,userid,iprestriction,validuntil,timecreated"
MDL-E0078,table,用户与身份,external_tokens,定义数据表：Security tokens for accessing of external services,public/lib/db/install.xml,,"fields=id,token,privatetoken,tokentype,userid,externalserviceid,sid,contextid,creatorid,iprestriction,validuntil,timecreated"
MDL-E0079,table,日志与分析,badge,定义数据表：Defines badge,public/lib/db/install.xml,,"fields=id,name,description,timecreated,timemodified,usercreated,usermodified,issuername,issuerurl,issuercontact,expiredate,expireperiod"
MDL-E0080,table,用户与身份,badge_backpack_oauth2,"定义数据表：Default comment for the table, please edit me",public/lib/db/install.xml,,"fields=id,usermodified,timecreated,timemodified,userid,issuerid,externalbackpackid,token,refreshtoken,expires,scope"
MDL-E0081,table,用户与身份,user_devices,定义数据表：This table stores user's mobile devices information in order to send PUSH notifications,public/lib/db/install.xml,,"fields=id,userid,appid,name,model,platform,version,pushid,uuid,publickey,timecreated,timemodified"
MDL-E0082,table,用户与身份,user_password_resets,定义数据表：table tracking password reset confirmation tokens,public/lib/db/install.xml,,"fields=id,userid,timerequested,timererequested,token"
MDL-E0083,table,日志与分析,competency,定义数据表：This table contains the master record of each competency in a framework,public/lib/db/install.xml,,"fields=id,shortname,description,descriptionformat,idnumber,competencyframeworkid,parentid,path,sortorder,ruletype,ruleoutcome,ruleconfig"
MDL-E0084,table,选课与群组,competency_templatecohort,"定义数据表：Default comment for the table, please edit me",public/lib/db/install.xml,,"fields=id,templateid,cohortid,timecreated,timemodified,usermodified"
MDL-E0085,table,用户与身份,competency_usercomp,定义数据表：User competencies,public/lib/db/install.xml,,"fields=id,userid,competencyid,status,reviewerid,proficiency,grade,timecreated,timemodified,usermodified"
MDL-E0086,table,用户与身份,competency_usercompcourse,定义数据表：User competencies in a course,public/lib/db/install.xml,,"fields=id,userid,courseid,competencyid,proficiency,grade,timecreated,timemodified,usermodified"
MDL-E0087,table,用户与身份,competency_usercompplan,定义数据表：User competencies plans,public/lib/db/install.xml,,"fields=id,userid,competencyid,planid,proficiency,grade,sortorder,timecreated,timemodified,usermodified"
MDL-E0088,table,用户与身份,competency_userevidence,定义数据表：The evidence of prior learning,public/lib/db/install.xml,,"fields=id,userid,name,description,descriptionformat,url,timecreated,timemodified,usermodified"
MDL-E0089,table,用户与身份,competency_userevidencecomp,定义数据表：Relationship between user evidence and competencies,public/lib/db/install.xml,,"fields=id,userevidenceid,competencyid,timecreated,timemodified,usermodified"
MDL-E0090,table,用户与身份,oauth2_endpoint,定义数据表：Describes the named endpoint for an oauth2 service.,public/lib/db/install.xml,,"fields=id,timecreated,timemodified,usermodified,name,url,issuerid"
MDL-E0091,table,用户与身份,oauth2_issuer,定义数据表：Details for an oauth 2 connect identity issuer.,public/lib/db/install.xml,,"fields=id,timecreated,timemodified,usermodified,name,image,baseurl,clientid,clientsecret,loginscopes,loginscopesoffline,loginparams"
MDL-E0092,table,用户与身份,oauth2_system_account,定义数据表：Stored details used to get an access token as a system user for this oauth2 service.,public/lib/db/install.xml,,"fields=id,timecreated,timemodified,usermodified,issuerid,refreshtoken,grantedscopes,email,username"
MDL-E0093,table,用户与身份,oauth2_user_field_mapping,定义数据表：Mapping of oauth user fields to moodle fields.,public/lib/db/install.xml,,"fields=id,timemodified,timecreated,usermodified,issuerid,externalfield,internalfield"
MDL-E0094,table,用户与身份,oauth2_access_token,定义数据表：Stores access tokens for system accounts in order to be able to use a single token across multiple sessions,public/lib/db/install.xml,,"fields=id,timecreated,timemodified,usermodified,issuerid,token,expires,scope"
MDL-E0095,table,用户与身份,oauth2_refresh_token,定义数据表：Stores refresh tokens which can be exchanged for access tokens,public/lib/db/install.xml,,"fields=id,timecreated,timemodified,userid,issuerid,token,scopehash"
MDL-E0096,table,用户与身份,reportbuilder_user_filter,定义数据表：Defines user report filter,public/lib/db/install.xml,,"fields=id,reportid,filterdata,usercreated,usermodified,timecreated,timemodified"
MDL-E0097,table,活动与资源,assign,定义数据表：This table saves information about an instance of mod_assign in a course.,public/mod/assign/db/install.xml,,"fields=id,course,name,intro,introformat,alwaysshowdescription,nosubmissions,submissiondrafts,sendnotifications,sendlatenotifications,duedate,allowsubmissionsfromdate"
MDL-E0098,table,用户与身份,assign_user_mapping,定义数据表：Map an assignment specific id number to a user,public/mod/assign/db/install.xml,,"fields=id,assignment,userid"
MDL-E0099,table,用户与身份,assign_user_flags,定义数据表：List of flags that can be set for a single user in a single assignment.,public/mod/assign/db/install.xml,,"fields=id,userid,assignment,locked,mailed,extensionduedate,workflowstate"
MDL-E0100,table,活动与资源,forum,定义数据表：Forums contain and structure discussion,public/mod/forum/db/install.xml,,"fields=id,course,type,name,intro,introformat,duedate,cutoffdate,assessed,assesstimestart,assesstimefinish,scale"
MDL-E0101,table,活动与资源,quiz,定义数据表：The settings for each quiz.,public/mod/quiz/db/install.xml,,"fields=id,course,name,intro,introformat,timeopen,timeclose,timelimit,overduehandling,graceperiod,preferredbehaviour,canredoquestions"
MDL-E0102,table,选课与群组,enrol_flatfile,定义数据表：enrol_flatfile table retrofitted from MySQL,public/enrol/flatfile/db/install.xml,,"fields=id,action,roleid,userid,courseid,timestart,timeend,timemodified"
MDL-E0103,table,选课与群组,enrol_lti_tools,定义数据表：List of tools provided to the remote system,public/enrol/lti/db/install.xml,,"fields=id,enrolid,contextid,ltiversion,institution,lang,timezone,maxenrolled,maildisplay,city,country,gradesync"
MDL-E0104,table,用户与身份,enrol_lti_users,定义数据表：User access log and gradeback data,public/enrol/lti/db/install.xml,,"fields=id,userid,toolid,serviceurl,sourceid,ltideploymentid,consumerkey,consumersecret,membershipsurl,membershipsid,lastgrade,lastaccess"
MDL-E0105,table,选课与群组,enrol_lti_lti2_consumer,定义数据表：LTI consumers interacting with moodle,public/enrol/lti/db/install.xml,,"fields=id,name,consumerkey256,consumerkey,secret,ltiversion,consumername,consumerversion,consumerguid,profile,toolproxy,settings"
MDL-E0106,table,选课与群组,enrol_lti_lti2_tool_proxy,定义数据表：A tool proxy between moodle and a consumer,public/enrol/lti/db/install.xml,,"fields=id,toolproxykey,consumerid,toolproxy,created,updated"
MDL-E0107,table,选课与群组,enrol_lti_lti2_nonce,定义数据表：Nonce used for authentication between moodle and a consumer,public/enrol/lti/db/install.xml,,"fields=id,consumerid,value,expires"
MDL-E0108,table,选课与群组,enrol_lti_lti2_resource_link,定义数据表：Link from the consumer to the tool,public/enrol/lti/db/install.xml,,"fields=id,contextid,consumerid,ltiresourcelinkkey,settings,primaryresourcelinkid,shareapproved,created,updated"
MDL-E0109,table,选课与群组,enrol_lti_lti2_share_key,定义数据表：Resource link share key,public/enrol/lti/db/install.xml,,"fields=id,sharekey,resourcelinkid,autoapprove,expires"
MDL-E0110,table,用户与身份,enrol_lti_lti2_user_result,定义数据表：Results for each user for each resource link,public/enrol/lti/db/install.xml,,"fields=id,resourcelinkid,ltiuserkey,ltiresultsourcedid,created,updated"
MDL-E0111,table,选课与群组,enrol_lti_tool_consumer_map,定义数据表：Table that maps the published tool to tool consumers.,public/enrol/lti/db/install.xml,,"fields=id,toolid,consumerid"
MDL-E0112,table,选课与群组,enrol_lti_app_registration,定义数据表：Details of each application that has been registered with the tool,public/enrol/lti/db/install.xml,,"fields=id,name,platformid,clientid,uniqueid,platformclienthash,platformuniqueidhash,authenticationrequesturl,jwksurl,accesstokenurl,status,timecreated"
MDL-E0113,table,选课与群组,enrol_lti_deployment,定义数据表：Each row represents a deployment of a tool within a platform.,public/enrol/lti/db/install.xml,,"fields=id,name,deploymentid,platformid,legacyconsumerkey,timecreated,timemodified"
MDL-E0114,table,选课与群组,enrol_lti_resource_link,定义数据表：Each row represents a resource link for a platform and deployment,public/enrol/lti/db/install.xml,,"fields=id,resourcelinkid,ltideploymentid,resourceid,lticontextid,lineitemsservice,lineitemservice,lineitemscope,resultscope,scorescope,contextmembershipsurl,nrpsserviceversions"
MDL-E0115,table,用户与身份,enrol_lti_user_resource_link,定义数据表：Join table mapping users to resource links as this is a many:many relationship,public/enrol/lti/db/install.xml,,"fields=id,ltiuserid,resourcelinkid"
MDL-E0116,table,选课与群组,enrol_paypal,定义数据表：Holds all known information about PayPal transactions,public/enrol/paypal/db/install.xml,,"fields=id,business,receiver_email,receiver_id,item_name,courseid,userid,instanceid,memo,tax,option_name1,option_selection1_x"
MDL-E0117,table,用户与身份,auth_lti_linked_login,定义数据表：Accounts linked to a users Moodle account.,public/auth/lti/db/install.xml,,"fields=id,userid,issuer,issuer256,sub,sub256,timecreated,timemodified"
MDL-E0118,table,用户与身份,auth_oauth2_linked_login,定义数据表：Accounts linked to a users Moodle account.,public/auth/oauth2/db/install.xml,,"fields=id,timecreated,timemodified,usermodified,userid,issuerid,username,email,confirmtoken,confirmtokenexpires"
MDL-E0119,table,成绩与完成,gradepenalty_duedate_rule,定义数据表：Penalty rules,public/grade/penalty/duedate/db/install.xml,,"fields=id,contextid,sortorder,overdueby,penalty,usermodified,timecreated,timemodified"
MDL-E0120,table,选课与群组,tool_cohortroles,定义数据表：Mapping of users to cohort role assignments.,public/admin/tool/cohortroles/db/install.xml,,"fields=id,cohortid,roleid,userid,timecreated,timemodified,usermodified"
MDL-E0121,table,权限与上下文,tool_dataprivacy_purposerole,定义数据表：Data purpose overrides for a specific role,public/admin/tool/dataprivacy/db/install.xml,,"fields=id,purposeid,roleid,lawfulbases,sensitivedatareasons,retentionperiod,protected,usermodified,timecreated,timemodified"
MDL-E0122,table,用户与身份,tool_mfa,定义数据表：Table to store factor configurations for users,public/admin/tool/mfa/db/install.xml,,"fields=id,userid,factor,secret,label,timecreated,createdfromip,timemodified,lastverified,revoked,lockcounter"
MDL-E0123,table,用户与身份,tool_mfa_secrets,定义数据表：Table to store factor secrets,public/admin/tool/mfa/db/install.xml,,"fields=id,userid,factor,secret,timecreated,expiry,revoked,sessionid"
MDL-E0124,table,用户与身份,tool_mfa_auth,定义数据表：Stores the last time a successful MFA auth was registered for a userid,public/admin/tool/mfa/db/install.xml,,"fields=id,userid,lastverified"
MDL-E0125,table,用户与身份,tool_usertours_tours,定义数据表：List of tours,public/admin/tool/usertours/db/install.xml,,"fields=id,name,description,pathmatch,enabled,sortorder,endtourlabel,configdata,displaystepnumbers"
MDL-E0126,table,用户与身份,tool_usertours_steps,定义数据表：Steps in an tour,public/admin/tool/usertours/db/install.xml,,"fields=id,tourid,title,content,contentformat,targettype,targetvalue,sortorder,configdata"
MDL-E0127,table,题库与测验,question_calculated,定义数据表：Options for questions of type calculated,public/question/type/calculated/db/install.xml,,"fields=id,question,answer,tolerance,tolerancetype,correctanswerlength,correctanswerformat"
MDL-E0128,table,题库与测验,question_calculated_options,定义数据表：Options for questions of type calculated,public/question/type/calculated/db/install.xml,,"fields=id,question,synchronize,single,shuffleanswers,correctfeedback,correctfeedbackformat,partiallycorrectfeedback,partiallycorrectfeedbackformat,incorrectfeedback,incorrectfeedbackformat,answernumbering"
MDL-E0129,table,题库与测验,question_ddwtos,定义数据表：Defines drag and drop (words into sentences) questions,public/question/type/ddwtos/db/install.xml,,"fields=id,questionid,shuffleanswers,correctfeedback,correctfeedbackformat,partiallycorrectfeedback,partiallycorrectfeedbackformat,incorrectfeedback,incorrectfeedbackformat,shownumcorrect"
MDL-E0130,table,题库与测验,question_gapselect,定义数据表：Defines select missing words questions,public/question/type/gapselect/db/install.xml,,"fields=id,questionid,shuffleanswers,correctfeedback,correctfeedbackformat,partiallycorrectfeedback,partiallycorrectfeedbackformat,incorrectfeedback,incorrectfeedbackformat,shownumcorrect"
MDL-E0131,table,题库与测验,qtype_match_subquestions,定义数据表：The subquestions that make up a matching question,public/question/type/match/db/install.xml,,"fields=id,questionid,questiontext,questiontextformat,answertext"
MDL-E0132,table,题库与测验,question_numerical,定义数据表：Options for numerical questions.,public/question/type/numerical/db/install.xml,,"fields=id,question,answer,tolerance"
MDL-E0133,table,题库与测验,question_numerical_options,定义数据表：Options for questions of type numerical This table is also used by the calculated question type,public/question/type/numerical/db/install.xml,,"fields=id,question,showunits,unitsleft,unitgradingtype,unitpenalty"
MDL-E0134,table,题库与测验,question_numerical_units,定义数据表：Optional unit options for numerical questions. This table is also used by the calculated question type.,public/question/type/numerical/db/install.xml,,"fields=id,question,multiplier,unit"
MDL-E0135,table,题库与测验,question_truefalse,定义数据表：Options for True-False questions,public/question/type/truefalse/db/install.xml,,"fields=id,question,trueanswer,falseanswer,showstandardinstruction"
MDL-E0136,plugin,插件体系,mod_assign,mod 插件目录，表17张、权限18个、服务23个,public/mod/assign,,
MDL-E0137,plugin,插件体系,mod_bigbluebuttonbn,mod 插件目录，表3张、权限14个、服务0个,public/mod/bigbluebuttonbn,,
MDL-E0138,plugin,插件体系,mod_book,mod 插件目录，表2张、权限7个、服务2个,public/mod/book,,
MDL-E0139,plugin,插件体系,mod_choice,mod 插件目录，表3张、权限6个、服务6个,public/mod/choice,,
MDL-E0140,plugin,插件体系,mod_data,mod 插件目录，表4张、权限19个、服务13个,public/mod/data,,
MDL-E0141,plugin,插件体系,mod_feedback,mod 插件目录，表8张、权限12个、服务14个,public/mod/feedback,,
MDL-E0142,plugin,插件体系,mod_folder,mod 插件目录，表1张、权限4个、服务2个,public/mod/folder,,
