table,domain,path,line
prg_usr_progress_seq,其他,components/ILIAS/setup_/sql/ilias3.sql,15143
rcat_settings,其他,components/ILIAS/setup_/sql/ilias3.sql,19588
read_event,其他,components/ILIAS/setup_/sql/ilias3.sql,19606
reg_access_limit,其他,components/ILIAS/setup_/sql/ilias3.sql,19628
reg_er_assignments,其他,components/ILIAS/setup_/sql/ilias3.sql,19646
reg_er_assignments_seq,其他,components/ILIAS/setup_/sql/ilias3.sql,19663
reg_registration_codes,其他,components/ILIAS/setup_/sql/ilias3.sql,19678
reg_registration_codes_seq,其他,components/ILIAS/setup_/sql/ilias3.sql,19702
remote_course_settings,其他,components/ILIAS/setup_/sql/ilias3.sql,19716
rep_rec_content_obj,其他,components/ILIAS/setup_/sql/ilias3.sql,19737
rep_rec_content_role,其他,components/ILIAS/setup_/sql/ilias3.sql,19752
rep_rec_content_role_seq,其他,components/ILIAS/setup_/sql/ilias3.sql,19768
rfil_settings,其他,components/ILIAS/setup_/sql/ilias3.sql,19782
rglo_settings,其他,components/ILIAS/setup_/sql/ilias3.sql,19802
rgrp_settings,其他,components/ILIAS/setup_/sql/ilias3.sql,19821
rlm_settings,其他,components/ILIAS/setup_/sql/ilias3.sql,19842
rtst_settings,其他,components/ILIAS/setup_/sql/ilias3.sql,19886
rwik_settings,其他,components/ILIAS/setup_/sql/ilias3.sql,19907
saml_idp_settings,其他,components/ILIAS/setup_/sql/ilias3.sql,20322
saml_idp_settings_seq,其他,components/ILIAS/setup_/sql/ilias3.sql,20344
sc_item,其他,components/ILIAS/setup_/sql/ilias3.sql,20358
sc_manifest,其他,components/ILIAS/setup_/sql/ilias3.sql,20382
sc_organization,其他,components/ILIAS/setup_/sql/ilias3.sql,20399
sc_organizations,其他,components/ILIAS/setup_/sql/ilias3.sql,20415
sc_resource,其他,components/ILIAS/setup_/sql/ilias3.sql,20430
sc_resource_dependen,其他,components/ILIAS/setup_/sql/ilias3.sql,20450
sc_resource_dependen_seq,其他,components/ILIAS/setup_/sql/ilias3.sql,20467
sc_resource_file,其他,components/ILIAS/setup_/sql/ilias3.sql,20481
sc_resource_file_seq,其他,components/ILIAS/setup_/sql/ilias3.sql,20498
sc_resources,其他,components/ILIAS/setup_/sql/ilias3.sql,20512
scorm_object,其他,components/ILIAS/setup_/sql/ilias3.sql,20527
scorm_object_seq,其他,components/ILIAS/setup_/sql/ilias3.sql,20544
scorm_tracking,其他,components/ILIAS/setup_/sql/ilias3.sql,20558
scorm_tree,其他,components/ILIAS/setup_/sql/ilias3.sql,20578
search_command_queue,其他,components/ILIAS/setup_/sql/ilias3.sql,20599
search_data,其他,components/ILIAS/setup_/sql/ilias3.sql,20619
search_data_seq,其他,components/ILIAS/setup_/sql/ilias3.sql,20637
shib_role_assignment,其他,components/ILIAS/setup_/sql/ilias3.sql,21333
shib_role_assignment_seq,其他,components/ILIAS/setup_/sql/ilias3.sql,21354
sty_media_query,其他,components/ILIAS/setup_/sql/ilias3.sql,21705
sty_media_query_seq,其他,components/ILIAS/setup_/sql/ilias3.sql,21722
sty_rep_container,其他,components/ILIAS/setup_/sql/ilias3.sql,21736
style_char,其他,components/ILIAS/setup_/sql/ilias3.sql,21751
style_char_title,其他,components/ILIAS/setup_/sql/ilias3.sql,21771
style_color,其他,components/ILIAS/setup_/sql/ilias3.sql,21789
style_data,其他,components/ILIAS/setup_/sql/ilias3.sql,21805
style_folder_styles,其他,components/ILIAS/setup_/sql/ilias3.sql,21825
style_parameter,其他,components/ILIAS/setup_/sql/ilias3.sql,21840
style_parameter_seq,其他,components/ILIAS/setup_/sql/ilias3.sql,21863
style_setting,其他,components/ILIAS/setup_/sql/ilias3.sql,21877
style_template,其他,components/ILIAS/setup_/sql/ilias3.sql,21893
style_template_class,其他,components/ILIAS/setup_/sql/ilias3.sql,21912
style_template_seq,其他,components/ILIAS/setup_/sql/ilias3.sql,21928
style_usage,其他,components/ILIAS/setup_/sql/ilias3.sql,21942
sysc_groups,其他,components/ILIAS/setup_/sql/ilias3.sql,23085
sysc_groups_seq,其他,components/ILIAS/setup_/sql/ilias3.sql,23103
sysc_tasks,其他,components/ILIAS/setup_/sql/ilias3.sql,23118
sysc_tasks_seq,其他,components/ILIAS/setup_/sql/ilias3.sql,23141
syst_style_cat,其他,components/ILIAS/setup_/sql/ilias3.sql,23156
table_properties,其他,components/ILIAS/setup_/sql/ilias3.sql,23173
table_templates,其他,components/ILIAS/setup_/sql/ilias3.sql,23190
udf_clob,其他,components/ILIAS/setup_/sql/ilias3.sql,24426
udf_data,其他,components/ILIAS/setup_/sql/ilias3.sql,24442
udf_definition,其他,components/ILIAS/setup_/sql/ilias3.sql,24458
udf_definition_seq,其他,components/ILIAS/setup_/sql/ilias3.sql,24487
udf_text,其他,components/ILIAS/setup_/sql/ilias3.sql,24501
user_action_activation,其他,components/ILIAS/setup_/sql/ilias3.sql,24517
ut_lp_coll_manual,其他,components/ILIAS/setup_/sql/ilias3.sql,25037
ut_lp_collections,其他,components/ILIAS/setup_/sql/ilias3.sql,25055
ut_lp_defaults,其他,components/ILIAS/setup_/sql/ilias3.sql,25074
ut_lp_marks,其他,components/ILIAS/setup_/sql/ilias3.sql,25089
ut_lp_settings,其他,components/ILIAS/setup_/sql/ilias3.sql,25111
ut_lp_user_status,其他,components/ILIAS/setup_/sql/ilias3.sql,25128
ut_online,其他,components/ILIAS/setup_/sql/ilias3.sql,25147
webdav_instructions,其他,components/ILIAS/setup_/sql/ilias3.sql,25164
webdav_instructions_seq,其他,components/ILIAS/setup_/sql/ilias3.sql,25187
wfld_user_setting,其他,components/ILIAS/setup_/sql/ilias3.sql,25290
wopi_action,其他,components/ILIAS/setup_/sql/ilias3.sql,25428
wopi_action_seq,其他,components/ILIAS/setup_/sql/ilias3.sql,25450
wopi_app,其他,components/ILIAS/setup_/sql/ilias3.sql,25464
wopi_app_seq,其他,components/ILIAS/setup_/sql/ilias3.sql,25480
write_event,其他,components/ILIAS/setup_/sql/ilias3.sql,25494
write_event_seq,其他,components/ILIAS/setup_/sql/ilias3.sql,25538
xhtml_page,其他,components/ILIAS/setup_/sql/ilias3.sql,25553
xhtml_page_seq,其他,components/ILIAS/setup_/sql/ilias3.sql,25569
xmlnestedset,其他,components/ILIAS/setup_/sql/ilias3.sql,25583
xmlnestedset_seq,其他,components/ILIAS/setup_/sql/ilias3.sql,25606
xmlnestedsettmp,其他,components/ILIAS/setup_/sql/ilias3.sql,25620
xmlnestedsettmp_seq,其他,components/ILIAS/setup_/sql/ilias3.sql,25645
xmlparam,其他,components/ILIAS/setup_/sql/ilias3.sql,25659
xmltags,其他,components/ILIAS/setup_/sql/ilias3.sql,25675
xmltags_seq,其他,components/ILIAS/setup_/sql/ilias3.sql,25691
xmlvalue,其他,components/ILIAS/setup_/sql/ilias3.sql,25705
xmlvalue_seq,其他,components/ILIAS/setup_/sql/ilias3.sql,25722
adv_md_field_int,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,266
adv_md_obj_rec_select,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,283
adv_md_record,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,299
adv_md_record_files,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,320
adv_md_record_int,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,336
adv_md_record_obj_ord,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,353
adv_md_record_objs,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,369
adv_md_record_scope,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,386
adv_md_record_scope_seq,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,402
adv_md_record_seq,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,416
adv_md_substitutions,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,430
adv_md_values_date,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,447
adv_md_values_datetime,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,466
adv_md_values_enum,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,485
adv_md_values_extlink,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,504
adv_md_values_float,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,524
adv_md_values_int,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,543
adv_md_values_intlink,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,562
adv_md_values_location,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,581
adv_md_values_ltext,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,602
adv_md_values_text,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,622
adv_mdf_definition,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,642
adv_mdf_definition_seq,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,665
adv_mdf_enum,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,679
glo_advmd_col_order,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,5882
glo_flashcard_box,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,5898
glo_flashcard_term,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,5915
glo_glossaries,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,5933
glo_term_reference,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,5948
glossary,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,5963
glossary_collection,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,5988
glossary_definition,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,6003
glossary_definition_seq,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,6022
glossary_term,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,6036
glossary_term_seq,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,6059
page_anchor,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,14547
page_editor_settings,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,14564
page_history,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,14592
page_layout,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,14616
page_layout_seq,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,14645
page_object,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,14660
page_pc_usage,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,14704
page_qst_answer,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,14723
page_question,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,14742
page_style_usage,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,14761
page_style_usage_seq,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,14783
prtf_role_assignment,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,15157
tax_data,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,23207
tax_node,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,23223
tax_node_assignment,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,23244
tax_node_seq,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,23265
tax_tree,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,23280
tax_usage,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,23300
wiki_page_template,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,25306
wiki_stat,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,25323
wiki_stat_page,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,25343
wiki_stat_page_user,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,25369
wiki_stat_user,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,25390
wiki_user_html_export,内容、元数据与作品集,components/ILIAS/setup_/sql/ilias3.sql,25409
adm_set_templ_hide_tab,平台服务,components/ILIAS/setup_/sql/ilias3.sql,232
adm_set_templ_value,平台服务,components/ILIAS/setup_/sql/ilias3.sql,247
background_task,平台服务,components/ILIAS/setup_/sql/ilias3.sql,855
background_task_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,876
cache_clob,平台服务,components/ILIAS/setup_/sql/ilias3.sql,1439
cache_text,平台服务,components/ILIAS/setup_/sql/ilias3.sql,1464
cron_job,平台服务,components/ILIAS/setup_/sql/ilias3.sql,3314
il_adn_dismiss,平台服务,components/ILIAS/setup_/sql/ilias3.sql,6351
il_adn_dismiss_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,6367
il_adn_notifications,平台服务,components/ILIAS/setup_/sql/ilias3.sql,6381
il_adn_notifications_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,6420
il_bibl_attribute,平台服务,components/ILIAS/setup_/sql/ilias3.sql,6434
il_bibl_attribute_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,6451
il_bibl_data,平台服务,components/ILIAS/setup_/sql/ilias3.sql,6465
il_bibl_entry,平台服务,components/ILIAS/setup_/sql/ilias3.sql,6482
il_bibl_entry_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,6498
il_bibl_field,平台服务,components/ILIAS/setup_/sql/ilias3.sql,6512
il_bibl_field_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,6530
il_bibl_filter,平台服务,components/ILIAS/setup_/sql/ilias3.sql,6544
il_bibl_filter_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,6561
il_bibl_overview_model,平台服务,components/ILIAS/setup_/sql/ilias3.sql,6575
il_bibl_settings,平台服务,components/ILIAS/setup_/sql/ilias3.sql,6594
il_bibl_settings_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,6612
il_bibl_translation,平台服务,components/ILIAS/setup_/sql/ilias3.sql,6626
il_bibl_translation_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,6644
il_block_setting,平台服务,components/ILIAS/setup_/sql/ilias3.sql,6658
il_blog,平台服务,components/ILIAS/setup_/sql/ilias3.sql,6676
il_blog_posting,平台服务,components/ILIAS/setup_/sql/ilias3.sql,6710
il_blog_posting_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,6731
il_bt_bucket,平台服务,components/ILIAS/setup_/sql/ilias3.sql,6745
il_bt_bucket_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,6768
il_bt_task,平台服务,components/ILIAS/setup_/sql/ilias3.sql,6782
il_bt_task_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,6800
il_bt_value,平台服务,components/ILIAS/setup_/sql/ilias3.sql,6814
il_bt_value_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,6838
il_bt_value_to_task,平台服务,components/ILIAS/setup_/sql/ilias3.sql,6852
il_bt_value_to_task_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,6872
il_cert_cron_queue,平台服务,components/ILIAS/setup_/sql/ilias3.sql,6886
il_cert_cron_queue_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,6907
il_cert_template,平台服务,components/ILIAS/setup_/sql/ilias3.sql,6921
il_cert_template_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,6954
il_cert_user_cert,平台服务,components/ILIAS/setup_/sql/ilias3.sql,6968
il_cert_user_cert_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,7007
il_certificate,平台服务,components/ILIAS/setup_/sql/ilias3.sql,7021
il_custom_block,平台服务,components/ILIAS/setup_/sql/ilias3.sql,7035
il_custom_block_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,7055
il_db_steps,平台服务,components/ILIAS/setup_/sql/ilias3.sql,7069
il_dcl_data,平台服务,components/ILIAS/setup_/sql/ilias3.sql,7638
il_dcl_data_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,7657
il_dcl_datatype,平台服务,components/ILIAS/setup_/sql/ilias3.sql,7671
il_dcl_datatype_prop,平台服务,components/ILIAS/setup_/sql/ilias3.sql,7701
il_dcl_field,平台服务,components/ILIAS/setup_/sql/ilias3.sql,7733
il_dcl_field_prop,平台服务,components/ILIAS/setup_/sql/ilias3.sql,7754
il_dcl_field_prop_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,7773
il_dcl_field_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,7787
il_dcl_record,平台服务,components/ILIAS/setup_/sql/ilias3.sql,7801
il_dcl_record_field,平台服务,components/ILIAS/setup_/sql/ilias3.sql,7821
il_dcl_record_field_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,7839
il_dcl_record_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,7853
il_dcl_sel_opts,平台服务,components/ILIAS/setup_/sql/ilias3.sql,7867
il_dcl_sel_opts_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,7887
il_dcl_stloc1_default,平台服务,components/ILIAS/setup_/sql/ilias3.sql,7901
il_dcl_stloc1_default_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,7917
il_dcl_stloc1_value,平台服务,components/ILIAS/setup_/sql/ilias3.sql,7931
il_dcl_stloc1_value_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,7948
il_dcl_stloc2_default,平台服务,components/ILIAS/setup_/sql/ilias3.sql,7962
il_dcl_stloc2_default_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,7978
il_dcl_stloc2_value,平台服务,components/ILIAS/setup_/sql/ilias3.sql,7992
il_dcl_stloc2_value_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8009
il_dcl_stloc3_default,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8023
il_dcl_stloc3_default_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8039
il_dcl_stloc3_value,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8053
il_dcl_stloc3_value_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8070
il_dcl_table,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8084
il_dcl_table_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8119
il_dcl_tableview,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8133
il_dcl_tableview_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8153
il_dcl_tfield_set,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8167
il_dcl_tfield_set_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8188
il_dcl_tview_set,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8202
il_dcl_tview_set_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8232
il_dcl_view_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8246
il_exc_team,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8260
il_exc_team_log,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8277
il_exc_team_log_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8297
il_exc_team_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8311
il_external_feed_block,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8325
il_external_feed_block_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8340
il_file_icon,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8354
il_file_icon_suffixes,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8369
il_gc_memcache_server,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8383
il_gc_memcache_server_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8402
il_html_block,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8416
il_md_cpr_selections,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8431
il_md_cpr_selections_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8468
il_md_vocab_contr,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8483
il_md_vocab_contr_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8501
il_md_vocab_contr_vals,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8515
il_md_vocab_inactive,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8531
il_media_cast_data,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8545
il_media_cast_data_ord,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8568
il_meta_annotation,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8584
il_meta_annotation_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8608
il_meta_classification,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8622
il_meta_classification_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8644
il_meta_context,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8658
il_meta_context_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8679
il_meta_contribute,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8693
il_meta_contribute_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8718
il_meta_coverage,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8732
il_meta_coverage_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8753
il_meta_description,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8767
il_meta_description_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8789
il_meta_educational,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8803
il_meta_educational_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8835
il_meta_end_usr_role,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8849
il_meta_end_usr_role_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8870
il_meta_entity,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8884
il_meta_entity_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8905
il_meta_format,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8919
il_meta_format_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8939
il_meta_general,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8953
il_meta_general_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8979
il_meta_identifier,平台服务,components/ILIAS/setup_/sql/ilias3.sql,8993
il_meta_identifier_,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9015
il_meta_identifier__seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9037
il_meta_identifier_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9051
il_meta_keyword,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9065
il_meta_keyword_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9087
il_meta_language,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9101
il_meta_language_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9122
il_meta_lifecycle,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9136
il_meta_lifecycle_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9158
il_meta_location,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9172
il_meta_location_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9194
il_meta_lr_type,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9208
il_meta_lr_type_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9229
il_meta_meta_data,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9243
il_meta_meta_data_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9263
il_meta_meta_schema,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9277
il_meta_meta_schema_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9297
il_meta_oer_exposed,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9311
il_meta_oer_stat,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9328
il_meta_or_composite,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9344
il_meta_or_composite_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9369
il_meta_relation,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9383
il_meta_relation_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9403
il_meta_requirement,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9417
il_meta_requirement_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9444
il_meta_rights,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9458
il_meta_rights_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9482
il_meta_tar,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9496
il_meta_tar_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9520
il_meta_taxon,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9534
il_meta_taxon_path,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9557
il_meta_taxon_path_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9579
il_meta_taxon_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9593
il_meta_technical,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9607
il_meta_technical_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9633
il_mm_actions,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9647
il_mm_custom_items,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9663
il_mm_items,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9683
il_mm_translation,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9701
il_new_item_grp,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9718
il_new_item_grp_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9734
il_news_item,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9748
il_news_item_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9788
il_news_read,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9802
il_news_subscription,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9819
il_object_def,平台服务,components/ILIAS/setup_/sql/ilias3.sql,9834
il_object_group,平台服务,components/ILIAS/setup_/sql/ilias3.sql,10006
il_object_sub_type,平台服务,components/ILIAS/setup_/sql/ilias3.sql,10035
il_object_subobj,平台服务,components/ILIAS/setup_/sql/ilias3.sql,10062
il_orgu_authority,平台服务,components/ILIAS/setup_/sql/ilias3.sql,10420
il_orgu_authority_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,10438
il_orgu_op_contexts,平台服务,components/ILIAS/setup_/sql/ilias3.sql,10453
il_orgu_op_contexts_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,10479
il_orgu_operations,平台服务,components/ILIAS/setup_/sql/ilias3.sql,10494
il_orgu_operations_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,10546
il_orgu_permissions,平台服务,components/ILIAS/setup_/sql/ilias3.sql,10561
il_orgu_permissions_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,10582
il_orgu_positions,平台服务,components/ILIAS/setup_/sql/ilias3.sql,10596
il_orgu_positions_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,10616
il_orgu_ua,平台服务,components/ILIAS/setup_/sql/ilias3.sql,10631
il_orgu_ua_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,10653
il_plugin,平台服务,components/ILIAS/setup_/sql/ilias3.sql,10667
il_poll,平台服务,components/ILIAS/setup_/sql/ilias3.sql,10684
il_poll_answer,平台服务,components/ILIAS/setup_/sql/ilias3.sql,10709
il_poll_answer_seq,平台服务,components/ILIAS/setup_/sql/ilias3.sql,10726
il_poll_image,平台服务,components/ILIAS/setup_/sql/ilias3.sql,10740
