kind,name,package,path,table
entity,AssignmentNoteItem,org.sakaiproject.assignment.api.model,assignment/api/src/java/org/sakaiproject/assignment/api/model/AssignmentNoteItem.java,ASN_NOTE_ITEM_T
entity,AssignmentAllPurposeItem,org.sakaiproject.assignment.api.model,assignment/api/src/java/org/sakaiproject/assignment/api/model/AssignmentAllPurposeItem.java,ASN_AP_ITEM_T
entity,AjaxContentEntityProvider,org.sakaiproject.content.entityproviders,content/content-tool/tool/src/java/org/sakaiproject/content/entityproviders/AjaxContentEntityProvider.java,
entity,ContentEntityProvider,org.sakaiproject.content.entityproviders,content/content-tool/tool/src/java/org/sakaiproject/content/entityproviders/ContentEntityProvider.java,
entity,DropboxEntityProvider,org.sakaiproject.content.entityproviders,content/content-tool/tool/src/java/org/sakaiproject/content/entityproviders/DropboxEntityProvider.java,
entity,PollsEntityProvider,org.sakaiproject.poll.tool.entityproviders,polls/tool/src/main/java/org/sakaiproject/poll/tool/entityproviders/PollsEntityProvider.java,
entity,PollVoteEntityProvider,org.sakaiproject.poll.tool.entityproviders,polls/tool/src/main/java/org/sakaiproject/poll/tool/entityproviders/PollVoteEntityProvider.java,
entity,Poll,org.sakaiproject.poll.api.model,polls/api/src/main/java/org/sakaiproject/poll/api/model/Poll.java,POLL_POLL
entity,Vote,org.sakaiproject.poll.api.model,polls/api/src/main/java/org/sakaiproject/poll/api/model/Vote.java,POLL_VOTE
entity,Option,org.sakaiproject.poll.api.model,polls/api/src/main/java/org/sakaiproject/poll/api/model/Option.java,POLL_OPTION
entity,DelegatedAccessEntityProviderImpl,org.sakaiproject.delegatedaccess.entity,delegatedaccess/impl/src/java/org/sakaiproject/delegatedaccess/entity/DelegatedAccessEntityProviderImpl.java,
entity,ProfileImageEntityProvider,org.sakaiproject.profile2.tool.entityprovider,profile2/tool/src/java/org/sakaiproject/profile2/tool/entityprovider/ProfileImageEntityProvider.java,
entity,ProfileEntityProvider,org.sakaiproject.profile2.tool.entityprovider,profile2/tool/src/java/org/sakaiproject/profile2/tool/entityprovider/ProfileEntityProvider.java,
entity,SocialNetworkingInfo,org.sakaiproject.profile2.api.model,profile2/api/src/main/java/org/sakaiproject/profile2/api/model/SocialNetworkingInfo.java,PROFILE_SOCIAL_INFO_T
entity,ProfileImageUploaded,org.sakaiproject.profile2.api.model,profile2/api/src/main/java/org/sakaiproject/profile2/api/model/ProfileImageUploaded.java,PROFILE_IMAGES_T
entity,ProfileImageOfficial,org.sakaiproject.profile2.api.model,profile2/api/src/main/java/org/sakaiproject/profile2/api/model/ProfileImageOfficial.java,PROFILE_IMAGES_OFFICIAL_T
entity,SignupSite,org.sakaiproject.signup.api.model,signup/api/src/main/java/org/sakaiproject/signup/api/model/SignupSite.java,signup_sites
entity,SignupTimeslot,org.sakaiproject.signup.api.model,signup/api/src/main/java/org/sakaiproject/signup/api/model/SignupTimeslot.java,signup_ts
entity,SignupMeeting,org.sakaiproject.signup.api.model,signup/api/src/main/java/org/sakaiproject/signup/api/model/SignupMeeting.java,signup_meetings
entity,GradebookNgEntityProvider,org.sakaiproject.gradebookng.rest,gradebookng/tool/src/java/org/sakaiproject/gradebookng/rest/GradebookNgEntityProvider.java,
entity,GradePointsMapping,org.sakaiproject.grading.api.model,gradebookng/api/src/main/java/org/sakaiproject/grading/api/model/GradePointsMapping.java,
entity,GradeMapping,org.sakaiproject.grading.api.model,gradebookng/api/src/main/java/org/sakaiproject/grading/api/model/GradeMapping.java,GB_GRADE_MAP_T
entity,GradingEvent,org.sakaiproject.grading.api.model,gradebookng/api/src/main/java/org/sakaiproject/grading/api/model/GradingEvent.java,GB_GRADING_EVENT_T
entity,Spreadsheet,org.sakaiproject.grading.api.model,gradebookng/api/src/main/java/org/sakaiproject/grading/api/model/Spreadsheet.java,GB_SPREADSHEET_T
entity,Gradebook,org.sakaiproject.grading.api.model,gradebookng/api/src/main/java/org/sakaiproject/grading/api/model/Gradebook.java,GB_GRADEBOOK_T
entity,PassNotPassMapping,org.sakaiproject.grading.api.model,gradebookng/api/src/main/java/org/sakaiproject/grading/api/model/PassNotPassMapping.java,
entity,Category,org.sakaiproject.grading.api.model,gradebookng/api/src/main/java/org/sakaiproject/grading/api/model/Category.java,GB_CATEGORY_T
entity,GradingScale,org.sakaiproject.grading.api.model,gradebookng/api/src/main/java/org/sakaiproject/grading/api/model/GradingScale.java,GB_GRADING_SCALE_T
entity,GradebookProperty,org.sakaiproject.grading.api.model,gradebookng/api/src/main/java/org/sakaiproject/grading/api/model/GradebookProperty.java,GB_PROPERTY_T
entity,LetterGradePercentMapping,org.sakaiproject.grading.api.model,gradebookng/api/src/main/java/org/sakaiproject/grading/api/model/LetterGradePercentMapping.java,GB_LETTERGRADE_PERCENT_MAPPING
entity,CourseGrade,org.sakaiproject.grading.api.model,gradebookng/api/src/main/java/org/sakaiproject/grading/api/model/CourseGrade.java,
entity,LetterGradeMapping,org.sakaiproject.grading.api.model,gradebookng/api/src/main/java/org/sakaiproject/grading/api/model/LetterGradeMapping.java,
entity,Comment,org.sakaiproject.grading.api.model,gradebookng/api/src/main/java/org/sakaiproject/grading/api/model/Comment.java,GB_COMMENT_T
entity,Permission,org.sakaiproject.grading.api.model,gradebookng/api/src/main/java/org/sakaiproject/grading/api/model/Permission.java,GB_PERMISSION_T
entity,CourseGradeRecord,org.sakaiproject.grading.api.model,gradebookng/api/src/main/java/org/sakaiproject/grading/api/model/CourseGradeRecord.java,
entity,AssignmentGradeRecord,org.sakaiproject.grading.api.model,gradebookng/api/src/main/java/org/sakaiproject/grading/api/model/AssignmentGradeRecord.java,
entity,GradebookAssignment,org.sakaiproject.grading.api.model,gradebookng/api/src/main/java/org/sakaiproject/grading/api/model/GradebookAssignment.java,
entity,GradableObject,org.sakaiproject.grading.api.model,gradebookng/api/src/main/java/org/sakaiproject/grading/api/model/GradableObject.java,GB_GRADABLE_OBJECT_T
entity,LetterGradePlusMinusMapping,org.sakaiproject.grading.api.model,gradebookng/api/src/main/java/org/sakaiproject/grading/api/model/LetterGradePlusMinusMapping.java,
entity,AbstractGradeRecord,org.sakaiproject.grading.api.model,gradebookng/api/src/main/java/org/sakaiproject/grading/api/model/AbstractGradeRecord.java,GB_GRADE_RECORD_T
entity,WebContentEntityProvider,org.sakaiproject.web.tool.entityproviders,web/web-tool/tool/src/java/org/sakaiproject/web/tool/entityproviders/WebContentEntityProvider.java,
entity,ValidationAccount,org.sakaiproject.accountvalidator.api.model,reset-pass/account-validator-api/src/main/java/org/sakaiproject/accountvalidator/api/model/ValidationAccount.java,VALIDATIONACCOUNT_ITEM
entity,CommonsEntityProvider,org.sakaiproject.commons.tool.entityprovider,commons/tool/src/java/org/sakaiproject/commons/tool/entityprovider/CommonsEntityProvider.java,
entity,ChatChannel,org.sakaiproject.chat2.model,chat/chat-api/api/src/java/org/sakaiproject/chat2/model/ChatChannel.java,CHAT2_CHANNEL
entity,ChatMessage,org.sakaiproject.chat2.model,chat/chat-api/api/src/java/org/sakaiproject/chat2/model/ChatMessage.java,CHAT2_MESSAGE
entity,ChatMessageEntityProvider,org.sakaiproject.chat2.model.impl,chat/chat-impl/impl/src/java/org/sakaiproject/chat2/model/impl/ChatMessageEntityProvider.java,
entity,CalendarEventEntityProvider,org.sakaiproject.calendar.entityproviders,calendar/calendar-tool/tool/src/java/org/sakaiproject/calendar/entityproviders/CalendarEventEntityProvider.java,
entity,RecentSite,org.sakaiproject.portal.api.model,portal/portal-api/api/src/java/org/sakaiproject/portal/api/model/RecentSite.java,RECENT_SITES
entity,PinnedSite,org.sakaiproject.portal.api.model,portal/portal-api/api/src/java/org/sakaiproject/portal/api/model/PinnedSite.java,PINNED_SITES
entity,PortalEntityProvider,org.sakaiproject.portal.entityprovider,portal/portal-impl/impl/src/java/org/sakaiproject/portal/entityprovider/PortalEntityProvider.java,
entity,SiteStatsEntityProvider,org.sakaiproject.sitestats.tool.entityproviders,sitestats/sitestats-tool/src/java/org/sakaiproject/sitestats/tool/entityproviders/SiteStatsEntityProvider.java,
entity,SiteStatsMetricsEntityProvider,org.sakaiproject.sitestats.tool.entityproviders,sitestats/sitestats-tool/src/java/org/sakaiproject/sitestats/tool/entityproviders/SiteStatsMetricsEntityProvider.java,
entity,PASystemAdminEntityProvider,org.sakaiproject.pasystem.impl.rest,pasystem/pasystem-impl/impl/src/java/org/sakaiproject/pasystem/impl/rest/PASystemAdminEntityProvider.java,
entity,PASystemEntityProvider,org.sakaiproject.pasystem.impl.rest,pasystem/pasystem-impl/impl/src/java/org/sakaiproject/pasystem/impl/rest/PASystemEntityProvider.java,
service,WebMvcConfiguration,org.sakaiproject.plus.tool,plus/tool/src/main/java/org/sakaiproject/plus/tool/WebMvcConfiguration.java,
service,PlusService,org.sakaiproject.plus.api,plus/api/src/main/java/org/sakaiproject/plus/api/PlusService.java,
service,PlusServiceImpl,org.sakaiproject.plus.impl,plus/impl/src/main/java/org/sakaiproject/plus/impl/PlusServiceImpl.java,
