table,domain,path,line,source
SAM_EVENTLOG_T,测验/题库 Samigo,samigo/samigo-hibernate/src/java/org/sakaiproject/tool/assessment/data/dao/assessment/PublishedAssessment.hbm.xml,232,hbm
SAM_EXTENDEDTIME_T,测验/题库 Samigo,samigo/samigo-hibernate/src/java/org/sakaiproject/tool/assessment/data/dao/assessment/ExtendedTime.hbm.xml,7,hbm
SAM_FAVORITECOLCHOICESITEM_T,测验/题库 Samigo,samigo/samigo-hibernate/src/java/org/sakaiproject/tool/assessment/data/dao/assessment/FavoriteColChoices.hbm.xml,22,hbm
SAM_FAVORITECOLCHOICES_T,测验/题库 Samigo,samigo/samigo-hibernate/src/java/org/sakaiproject/tool/assessment/data/dao/assessment/FavoriteColChoices.hbm.xml,6,hbm
SAM_FUNCTIONDATA_T,测验/题库 Samigo,samigo/samigo-pack/src/sql/oracle/sakai_samigo_tables_v2_1_2.sql,152,sql
SAM_GRADINGATTACHMENT_T,测验/题库 Samigo,samigo/docs/conversion/samigo_2_6_x-2_7_0_oracle_conversion.sql,9,sql
SAM_GRADINGSUMMARY_T,测验/题库 Samigo,samigo/samigo-pack/src/sql/oracle/sakai_samigo_tables_v2_1_2.sql,249,sql
SAM_ITEMFEEDBACK_T,测验/题库 Samigo,samigo/samigo-pack/src/sql/oracle/sakai_samigo_tables_v2_1_2.sql,219,sql
SAM_ITEMGRADING_T,测验/题库 Samigo,samigo/samigo-pack/src/sql/oracle/sakai_samigo_tables_v2_1_2.sql,160,sql
SAM_ITEMHISTORICAL_T,测验/题库 Samigo,samigo/samigo-hibernate/src/java/org/sakaiproject/tool/assessment/data/dao/assessment/ItemData.hbm.xml,131,hbm
SAM_ITEMMETADATA_T,测验/题库 Samigo,samigo/samigo-pack/src/sql/oracle/sakai_samigo_tables_v2_1_2.sql,226,sql
SAM_ITEMTAG_T,测验/题库 Samigo,samigo/samigo-hibernate/src/java/org/sakaiproject/tool/assessment/data/dao/assessment/ItemData.hbm.xml,105,hbm
SAM_ITEMTEXT_T,测验/题库 Samigo,samigo/samigo-pack/src/sql/oracle/sakai_samigo_tables_v2_1_2.sql,525,sql
SAM_ITEM_T,测验/题库 Samigo,samigo/samigo-pack/src/sql/oracle/sakai_samigo_tables_v2_1_2.sql,481,sql
SAM_MEDIA_T,测验/题库 Samigo,samigo/samigo-pack/src/sql/oracle/sakai_samigo_tables_v2_1_2.sql,539,sql
SAM_PUBLISHEDACCESSCONTROL_T,测验/题库 Samigo,samigo/samigo-pack/src/sql/oracle/sakai_samigo_tables_v2_1_2.sql,286,sql
SAM_PUBLISHEDANSWERFEEDBACK_T,测验/题库 Samigo,samigo/samigo-pack/src/sql/oracle/sakai_samigo_tables_v2_1_2.sql,372,sql
SAM_PUBLISHEDANSWER_T,测验/题库 Samigo,samigo/samigo-pack/src/sql/oracle/sakai_samigo_tables_v2_1_2.sql,360,sql
SAM_PUBLISHEDASSESSMENT_T,测验/题库 Samigo,samigo/samigo-pack/src/sql/oracle/sakai_samigo_tables_v2_1_2.sql,117,sql
SAM_PUBLISHEDATTACHMENT_T,测验/题库 Samigo,samigo/samigo-pack/src/sql/oracle/sakai_samigo_tables_v2_4.sql,97,sql
SAM_PUBLISHEDEVALUATION_T,测验/题库 Samigo,samigo/samigo-pack/src/sql/oracle/sakai_samigo_tables_v2_1_2.sql,273,sql
SAM_PUBLISHEDFEEDBACK_T,测验/题库 Samigo,samigo/samigo-pack/src/sql/oracle/sakai_samigo_tables_v2_1_2.sql,233,sql
SAM_PUBLISHEDITEMFEEDBACK_T,测验/题库 Samigo,samigo/samigo-pack/src/sql/oracle/sakai_samigo_tables_v2_1_2.sql,212,sql
SAM_PUBLISHEDITEMMETADATA_T,测验/题库 Samigo,samigo/samigo-pack/src/sql/oracle/sakai_samigo_tables_v2_1_2.sql,532,sql
SAM_PUBLISHEDITEMTAG_T,测验/题库 Samigo,samigo/samigo-hibernate/src/java/org/sakaiproject/tool/assessment/data/dao/assessment/PublishedItemData.hbm.xml,106,hbm
SAM_PUBLISHEDITEMTEXT_T,测验/题库 Samigo,samigo/samigo-pack/src/sql/oracle/sakai_samigo_tables_v2_1_2.sql,442,sql
SAM_PUBLISHEDITEM_T,测验/题库 Samigo,samigo/samigo-pack/src/sql/oracle/sakai_samigo_tables_v2_1_2.sql,379,sql
SAM_PUBLISHEDMETADATA_T,测验/题库 Samigo,samigo/samigo-pack/src/sql/oracle/sakai_samigo_tables_v2_1_2.sql,178,sql
SAM_PUBLISHEDSECTIONMETADATA_T,测验/题库 Samigo,samigo/samigo-pack/src/sql/oracle/sakai_samigo_tables_v2_1_2.sql,185,sql
SAM_PUBLISHEDSECTION_T,测验/题库 Samigo,samigo/samigo-pack/src/sql/oracle/sakai_samigo_tables_v2_1_2.sql,427,sql
SAM_PUBLISHEDSECUREDIP_T,测验/题库 Samigo,samigo/samigo-pack/src/sql/oracle/sakai_samigo_tables_v2_1_2.sql,449,sql
SAM_QUALIFIERDATA_T,测验/题库 Samigo,samigo/samigo-pack/src/sql/oracle/sakai_samigo_tables_v2_1_2.sql,312,sql
SAM_QUESTIONPOOLACCESS_T,测验/题库 Samigo,samigo/samigo-pack/src/sql/oracle/sakai_samigo_tables_v2_1_2.sql,320,sql
SAM_QUESTIONPOOLITEM_T,测验/题库 Samigo,samigo/samigo-pack/src/sql/oracle/sakai_samigo_tables_v2_1_2.sql,207,sql
SAM_QUESTIONPOOL_T,测验/题库 Samigo,samigo/samigo-pack/src/sql/oracle/sakai_samigo_tables_v2_1_2.sql,456,sql
SAM_SEBVALIDATION_T,测验/题库 Samigo,samigo/samigo-hibernate/src/java/org/sakaiproject/tool/assessment/data/dao/assessment/SebValidation.hbm.xml,5,hbm
SAM_SECTIONGRADING_T,测验/题库 Samigo,samigo/samigo-hibernate/src/java/org/sakaiproject/tool/assessment/data/dao/grading/GradingData.hbm.xml,161,hbm
SAM_SECTIONMETADATA_T,测验/题库 Samigo,samigo/samigo-pack/src/sql/oracle/sakai_samigo_tables_v2_1_2.sql,474,sql
SAM_SECTION_T,测验/题库 Samigo,samigo/samigo-pack/src/sql/oracle/sakai_samigo_tables_v2_1_2.sql,192,sql
SAM_SECUREDELIVERY_T,测验/题库 Samigo,samigo/samigo-hibernate/src/java/org/sakaiproject/tool/assessment/data/dao/grading/SecureDelivery.hbm.xml,6,hbm
SAM_SECUREDIP_T,测验/题库 Samigo,samigo/samigo-pack/src/sql/oracle/sakai_samigo_tables_v2_1_2.sql,518,sql
SAM_STUDENTGRADINGSUMMARY_T,测验/题库 Samigo,samigo/samigo-pack/src/sql/oracle/sakai_samigo_tables_v2_4.sql,115,sql
SAM_TYPE_T,测验/题库 Samigo,samigo/samigo-pack/src/sql/oracle/sakai_samigo_tables_v2_1_2.sql,576,sql
SAKAI_ALIAS,站点、用户与权限,kernel/kernel-impl/src/main/sql/oracle/sakai_alias.sql,5,sql
SAKAI_ALIAS_PROPERTY,站点、用户与权限,kernel/kernel-impl/src/main/sql/oracle/sakai_alias.sql,21,sql
SAKAI_PERSON_T,站点、用户与权限,common/common-composite-component/src/sql/oracle/sakai_common.sql,20,sql
SAKAI_REALM,站点、用户与权限,kernel/kernel-impl/src/main/sql/oracle/sakai_realm.sql,7,sql
SAKAI_REALM_FUNCTION,站点、用户与权限,kernel/kernel-impl/src/main/sql/oracle/sakai_realm.sql,100,sql
SAKAI_REALM_LOCKS,站点、用户与权限,kernel/kernel-impl/src/main/sql/oracle/sakai_realm.sql,234,sql
SAKAI_REALM_PROPERTY,站点、用户与权限,kernel/kernel-impl/src/main/sql/oracle/sakai_realm.sql,44,sql
SAKAI_REALM_PROVIDER,站点、用户与权限,kernel/kernel-impl/src/main/sql/oracle/sakai_realm.sql,127,sql
SAKAI_REALM_RL_FN,站点、用户与权限,kernel/kernel-impl/src/main/sql/oracle/sakai_realm.sql,150,sql
SAKAI_REALM_RL_GR,站点、用户与权限,kernel/kernel-impl/src/main/sql/oracle/sakai_realm.sql,185,sql
SAKAI_REALM_ROLE,站点、用户与权限,kernel/kernel-impl/src/main/sql/oracle/sakai_realm.sql,62,sql
SAKAI_REALM_ROLE_DESC,站点、用户与权限,kernel/kernel-impl/src/main/sql/oracle/sakai_realm.sql,81,sql
SAKAI_SESSION,站点、用户与权限,kernel/kernel-impl/src/main/sql/oracle/sakai_session.sql,5,sql
SAKAI_SITE,站点、用户与权限,kernel/kernel-impl/src/main/sql/oracle/sakai_site.sql,19,sql
SAKAI_SITE_GROUP,站点、用户与权限,kernel/kernel-impl/src/main/sql/oracle/sakai_site_group.sql,6,sql
SAKAI_SITE_GROUP_PROPERTY,站点、用户与权限,kernel/kernel-impl/src/main/sql/oracle/sakai_site_group.sql,29,sql
SAKAI_SITE_PAGE,站点、用户与权限,kernel/kernel-impl/src/main/sql/oracle/sakai_site.sql,80,sql
SAKAI_SITE_PAGE_PROPERTY,站点、用户与权限,kernel/kernel-impl/src/main/sql/oracle/sakai_site.sql,106,sql
SAKAI_SITE_PROPERTY,站点、用户与权限,kernel/kernel-impl/src/main/sql/oracle/sakai_site.sql,5,sql
SAKAI_SITE_TOOL,站点、用户与权限,kernel/kernel-impl/src/main/sql/oracle/sakai_site.sql,133,sql
SAKAI_SITE_TOOL_PROPERTY,站点、用户与权限,kernel/kernel-impl/src/main/sql/oracle/sakai_site.sql,167,sql
SAKAI_SITE_USER,站点、用户与权限,kernel/kernel-impl/src/main/sql/oracle/sakai_site.sql,196,sql
SAKAI_USER,站点、用户与权限,kernel/kernel-impl/src/main/sql/oracle/sakai_user.sql,20,sql
SAKAI_USER_ID_MAP,站点、用户与权限,kernel/kernel-impl/src/main/sql/oracle/sakai_user.sql,59,sql
SAKAI_USER_PROPERTY,站点、用户与权限,kernel/kernel-impl/src/main/sql/oracle/sakai_user.sql,5,sql
SST_LESSONBUILDER,课程内容 LessonBuilder,sitestats/sitestats-impl-hib/src/java/org/sakaiproject/sitestats/impl/hbm/LessonBuilderStatImpl.hbm.xml,5,hbm
lesson_builder_ch_status,课程内容 LessonBuilder,lessonbuilder/components/src/ddl/oracle/simplepage.for-11.sql,12,sql
lesson_builder_comments,课程内容 LessonBuilder,lessonbuilder/hbm/src/java/org/sakaiproject/lessonbuildertool/simplepagecomment.hbm.xml,5,hbm
lesson_builder_groups,课程内容 LessonBuilder,lessonbuilder/hbm/src/java/org/sakaiproject/lessonbuildertool/simplepagegroup.hbm.xml,5,hbm
lesson_builder_items,课程内容 LessonBuilder,lessonbuilder/hbm/src/java/org/sakaiproject/lessonbuildertool/simplepageitem.hbm.xml,5,hbm
lesson_builder_log,课程内容 LessonBuilder,lessonbuilder/hbm/src/java/org/sakaiproject/lessonbuildertool/simplepagelogentry.hbm.xml,5,hbm
lesson_builder_p_eval_results,课程内容 LessonBuilder,lessonbuilder/hbm/src/java/org/sakaiproject/lessonbuildertool/simplepagepeerevalresult.hbm.xml,6,hbm
lesson_builder_pages,课程内容 LessonBuilder,lessonbuilder/hbm/src/java/org/sakaiproject/lessonbuildertool/simplepage.hbm.xml,5,hbm
lesson_builder_properties,课程内容 LessonBuilder,lessonbuilder/hbm/src/java/org/sakaiproject/lessonbuildertool/simplepageproperty.hbm.xml,5,hbm
lesson_builder_q_responses,课程内容 LessonBuilder,lessonbuilder/hbm/src/java/org/sakaiproject/lessonbuildertool/simplepagequestionresponse.hbm.xml,5,hbm
lesson_builder_qr_totals,课程内容 LessonBuilder,lessonbuilder/hbm/src/java/org/sakaiproject/lessonbuildertool/simplepagequestionresponsetotals.hbm.xml,5,hbm
lesson_builder_student_pages,课程内容 LessonBuilder,lessonbuilder/hbm/src/java/org/sakaiproject/lessonbuildertool/simplestudentpage.hbm.xml,5,hbm
