type,domain,feature_or_name,path_or_url,file,line,permission
backend_endpoint,系统用户与权限,业务操作,POST /login,old-code/teaching-auth/src/main/java/com/teaching/auth/controller/TokenController.java,34,
backend_endpoint,系统用户与权限,删除/作废,DELETE /logout,old-code/teaching-auth/src/main/java/com/teaching/auth/controller/TokenController.java,46,
backend_endpoint,系统用户与权限,业务操作,POST /refresh,old-code/teaching-auth/src/main/java/com/teaching/auth/controller/TokenController.java,68,
backend_endpoint,系统用户与权限,业务操作,POST /register,old-code/teaching-auth/src/main/java/com/teaching/auth/controller/TokenController.java,80,
backend_endpoint,其他,查询/查看,GET /details/list,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/AwardDetailsController.java,68,competition:details:list
backend_endpoint,其他,查询/查看,GET /details/awardDetailsList,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/AwardDetailsController.java,76,competition:details:list
backend_endpoint,其他,导出、查询/查看,POST /details/export,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/AwardDetailsController.java,89,competition:details:export
backend_endpoint,其他,查询/查看,GET /details/{id},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/AwardDetailsController.java,167,competition:details:query
backend_endpoint,其他,查询/查看,POST /details/,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/AwardDetailsController.java,177,competition:details:add
backend_endpoint,其他,修改/状态变更、查询/查看,POST /details/editAwardDetails,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/AwardDetailsController.java,187,competition:details:edit
backend_endpoint,其他,删除/作废、查询/查看,GET /details/remove/{id},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/AwardDetailsController.java,197,competition:details:remove
backend_endpoint,系统用户与权限,查询/查看,GET /awardDetailsUser/awardPublicityList,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/AwardDetailsUserController.java,78,
backend_endpoint,系统用户与权限,修改/状态变更、查询/查看,POST /awardDetailsUser/updateAwardDetailsList,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/AwardDetailsUserController.java,87,
backend_endpoint,系统用户与权限,导出、查询/查看,POST /awardDetailsUser/export,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/AwardDetailsUserController.java,96,
backend_endpoint,其他,查询/查看,GET /publicity/list,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/AwardPublicityController.java,42,competition:publicity:list
backend_endpoint,导入中间表,导入,POST /publicity/importData,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/AwardPublicityController.java,63,competition:publicity:import
backend_endpoint,其他,导出,POST /publicity/export,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/AwardPublicityController.java,101,competition:publicity:export
backend_endpoint,其他,查询/查看,GET /publicity/{id},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/AwardPublicityController.java,112,competition:publicity:query
backend_endpoint,其他,业务操作,POST /publicity/,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/AwardPublicityController.java,122,competition:publicity:add
backend_endpoint,其他,业务操作,PUT /publicity/,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/AwardPublicityController.java,132,competition:publicity:edit
backend_endpoint,其他,查询/查看,PUT /publicity/tipInfo,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/AwardPublicityController.java,143,competition:publicity:edit
backend_endpoint,其他,删除/作废,DELETE /publicity/{ids},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/AwardPublicityController.java,153,competition:publicity:remove
backend_endpoint,现场证件,查询/查看,GET /competition/candidateCertInfo/list,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CandidateCertInfoController.java,60,competition:candidateCertInfo:list
backend_endpoint,现场证件,导出、查询/查看,POST /competition/candidateCertInfo/export,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CandidateCertInfoController.java,71,competition:candidateCertInfo:export
backend_endpoint,现场证件,查询/查看,GET /competition/candidateCertInfo/{candidateId},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CandidateCertInfoController.java,136,competition:candidateCertInfo:query
backend_endpoint,现场证件,新增/创建、查询/查看,POST /competition/candidateCertInfo/saveCandidateCertInfo,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CandidateCertInfoController.java,146,competition:candidateCertInfo:add
backend_endpoint,现场证件,新增/创建、查询/查看,POST /competition/candidateCertInfo/batchInsertCandidateCertInfo/{certConfigId},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CandidateCertInfoController.java,156,competition:candidateCertInfo:add
backend_endpoint,现场证件,查询/查看,POST /competition/candidateCertInfo/,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CandidateCertInfoController.java,166,competition:candidateCertInfo:edit
backend_endpoint,导入中间表,导入、查询/查看,POST /competition/candidateCertInfo/importCandidateCertInfo,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CandidateCertInfoController.java,176,competition:candidateCertInfo:import
backend_endpoint,现场证件,新增/创建、查询/查看,POST /competition/candidateCertInfo/insertCandidateCertInfoFromAwards,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CandidateCertInfoController.java,189,
backend_endpoint,现场证件,查询/查看,GET /competition/candidateCertInfo/{candidateIds},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CandidateCertInfoController.java,199,competition:candidateCertInfo:remove
backend_endpoint,现场证件,查询/查看,GET /competition/certConfigInfo/list,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CertConfigInfoController.java,45,competition:certConfigInfo:list
backend_endpoint,现场证件,导出、查询/查看,POST /competition/certConfigInfo/export,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CertConfigInfoController.java,57,competition:certConfigInfo:export
backend_endpoint,现场证件,查询/查看,GET /competition/certConfigInfo/getCertConfigInfo/{certConfigId},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CertConfigInfoController.java,68,competition:certConfigInfo:query
backend_endpoint,现场证件,新增/创建、查询/查看,POST /competition/certConfigInfo/addCertConfigInfo,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CertConfigInfoController.java,78,competition:certConfigInfo:add
backend_endpoint,现场证件,修改/状态变更、查询/查看,POST /competition/certConfigInfo/updateCertConfigInfo,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CertConfigInfoController.java,88,competition:certConfigInfo:edit
backend_endpoint,现场证件,删除/作废、查询/查看,DELETE /competition/certConfigInfo/{certConfigIds},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CertConfigInfoController.java,98,competition:certConfigInfo:remove
backend_endpoint,报名与团队,查询/查看,POST /competition/certConfigInfo/cert/getCompetitionApplyInfo,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CertConfigInfoController.java,108,competition:certConfigInfo:issue
backend_endpoint,现场证件,修改/状态变更、查询/查看,GET /competition/certExchangeRuleDetail/list,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CertExchangeRuleDetailController.java,40,competition:certExchangeRuleDetail:list
backend_endpoint,现场证件,修改/状态变更、导出、查询/查看,POST /competition/certExchangeRuleDetail/export,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CertExchangeRuleDetailController.java,52,competition:certExchangeRuleDetail:export
backend_endpoint,现场证件,修改/状态变更、查询/查看,GET /competition/certExchangeRuleDetail/{detailId},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CertExchangeRuleDetailController.java,63,competition:certExchangeRuleDetail:query
backend_endpoint,现场证件,修改/状态变更、查询/查看,POST /competition/certExchangeRuleDetail/,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CertExchangeRuleDetailController.java,73,competition:certExchangeRuleDetail:add
backend_endpoint,现场证件,修改/状态变更、查询/查看,PUT /competition/certExchangeRuleDetail/,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CertExchangeRuleDetailController.java,83,competition:certExchangeRuleDetail:edit
backend_endpoint,现场证件,修改/状态变更、删除/作废、查询/查看,DELETE /competition/certExchangeRuleDetail/{detailIds},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CertExchangeRuleDetailController.java,93,competition:certExchangeRuleDetail:remove
backend_endpoint,现场证件,查询/查看,GET /competition/certOrgInfo/list,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CertOrgInfoController.java,39,competition:certOrgInfo:list
backend_endpoint,现场证件,导出、查询/查看,POST /competition/certOrgInfo/export,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CertOrgInfoController.java,51,competition:certOrgInfo:export
backend_endpoint,现场证件,查询/查看,GET /competition/certOrgInfo/{orgId},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CertOrgInfoController.java,62,competition:certOrgInfo:query
backend_endpoint,现场证件,查询/查看,POST /competition/certOrgInfo/,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CertOrgInfoController.java,72,competition:certOrgInfo:add
backend_endpoint,现场证件,查询/查看,PUT /competition/certOrgInfo/,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CertOrgInfoController.java,82,competition:certOrgInfo:edit
backend_endpoint,现场证件,删除/作废、查询/查看,DELETE /competition/certOrgInfo/{orgIds},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CertOrgInfoController.java,92,competition:certOrgInfo:remove
backend_endpoint,现场证件,查询/查看,GET /competition/certPlayerInfo/list,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CertPlayerInfoController.java,39,competition:certPlayerInfo:list
backend_endpoint,现场证件,导出、查询/查看,POST /competition/certPlayerInfo/export,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CertPlayerInfoController.java,51,competition:certPlayerInfo:export
backend_endpoint,现场证件,查询/查看,GET /competition/certPlayerInfo/{relaId},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CertPlayerInfoController.java,62,competition:certPlayerInfo:query
backend_endpoint,现场证件,查询/查看,POST /competition/certPlayerInfo/,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CertPlayerInfoController.java,72,competition:certPlayerInfo:add
backend_endpoint,现场证件,查询/查看,POST /competition/certPlayerInfo/batch,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CertPlayerInfoController.java,82,competition:certPlayerInfo:add
backend_endpoint,现场证件,查询/查看,PUT /competition/certPlayerInfo/,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CertPlayerInfoController.java,92,competition:certPlayerInfo:edit
backend_endpoint,现场证件,删除/作废、查询/查看,DELETE /competition/certPlayerInfo/{relaIds},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CertPlayerInfoController.java,102,competition:certPlayerInfo:remove
backend_endpoint,现场 operation_log,修改/状态变更、查询/查看,GET /log/list,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/ChangeLogController.java,37,competition:log:list
backend_endpoint,其他,修改/状态变更、导出,POST /log/export,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/ChangeLogController.java,49,competition:log:export
backend_endpoint,其他,修改/状态变更、查询/查看,GET /log/{id},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/ChangeLogController.java,65,competition:log:query
backend_endpoint,其他,修改/状态变更,POST /log/,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/ChangeLogController.java,75,competition:log:add
backend_endpoint,其他,修改/状态变更、新增/创建,POST /log/innerAdd,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/ChangeLogController.java,81,
backend_endpoint,其他,修改/状态变更,PUT /log/,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/ChangeLogController.java,91,competition:log:edit
backend_endpoint,其他,修改/状态变更、删除/作废,DELETE /log/{ids},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/ChangeLogController.java,101,competition:log:remove
backend_endpoint,报名与团队,查询/查看,POST /competitionApply/list,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionApplyInfoController.java,63,competition:competitionApply:list
backend_endpoint,报名与团队,修改/状态变更、支付/退款、查询/查看,GET /competitionApply/selectCompetitionApplyInfoByPayStatus,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionApplyInfoController.java,71,
backend_endpoint,报名与团队,导出、查询/查看,POST /competitionApply/export,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionApplyInfoController.java,82,competition:competitionApply:export
backend_endpoint,报名与团队,查询/查看,GET /competitionApply/getApplyDetailInfo/{memberId},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionApplyInfoController.java,181,competition:competitionApply:query
backend_endpoint,报名与团队,查询/查看,GET /competitionApply/getInnerApplyDetailInfo/{memberId},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionApplyInfoController.java,190,
backend_endpoint,报名与团队,查询/查看,POST /competitionApply/getInnerApplyDetailInfo,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionApplyInfoController.java,197,
backend_endpoint,报名与团队,查询/查看,POST /competitionApply/getInnerApplyUserInfo,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionApplyInfoController.java,204,
backend_endpoint,报名与团队,新增/创建、查询/查看,POST /competitionApply/saveCompetitionApplyInfo,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionApplyInfoController.java,214,system:info:add
backend_endpoint,报名与团队,修改/状态变更、查询/查看,POST /competitionApply/updateCompetitionApplyInfo,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionApplyInfoController.java,224,competition:competitionApply:edit
backend_endpoint,报名与团队,修改/状态变更、查询/查看,POST /competitionApply/queryTeamMemberInvoiceStatus,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionApplyInfoController.java,231,
backend_endpoint,报名与团队,修改/状态变更、支付/退款、查询/查看,POST /competitionApply/updatePayStatus,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionApplyInfoController.java,239,
backend_endpoint,报名与团队,修改/状态变更、查询/查看,POST /competitionApply/updateCompetitionApplyInfoStatus,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionApplyInfoController.java,248,
backend_endpoint,报名与团队,删除/作废、查询/查看,DELETE /competitionApply/{memberIds},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionApplyInfoController.java,258,competition:competitionApply:remove
backend_endpoint,报名与团队,删除/作废、查询/查看,GET /competitionApply/removeTeam/{teamCode},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionApplyInfoController.java,265,
backend_endpoint,报名与团队,新增/创建、查询/查看,POST /competitionApply/saveBatchCompetitionApplyInfo,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionApplyInfoController.java,271,
backend_endpoint,报名与团队,删除/作废、查询/查看,GET /competitionApply/removeApplyInfo/{memberIds},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionApplyInfoController.java,278,
backend_endpoint,报名与团队,查询/查看,GET /competitionApply/selectCompetitionApplyTeamCode/{teamCode},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionApplyInfoController.java,285,
backend_endpoint,报名与团队,修改/状态变更、支付/退款、查询/查看,GET /competitionApply/getCompetitionApplyInfoByPayStatusForUserGroup/{userId},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionApplyInfoController.java,297,
backend_endpoint,报名与团队,查询/查看,POST /competitionApply/getUserInfoByCompetitions,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionApplyInfoController.java,310,
backend_endpoint,报名与团队,查询/查看,POST /competitionApply/selectAllUserInfoByCompetitions,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionApplyInfoController.java,317,
backend_endpoint,报名与团队,查询/查看,GET /competitionApply/getApplyInfoByUsrIdAndCompetitionId/{userId}/{competitionId},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionApplyInfoController.java,330,
backend_endpoint,报名与团队,查询/查看,GET /competitionApply/getApplyInfoByUsrIdAndCompetitionId/{competitionId},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionApplyInfoController.java,342,
backend_endpoint,其他,查询/查看,GET /competitionAwardsConfig/list,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionAwardsConfigController.java,40,competition:competitionAwardsConfig:list
backend_endpoint,其他,导出,POST /competitionAwardsConfig/export,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionAwardsConfigController.java,51,competition:competitionAwardsConfig:export
backend_endpoint,其他,查询/查看,GET /competitionAwardsConfig/{awardsId},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionAwardsConfigController.java,63,competition:competitionAwardsConfig:query
backend_endpoint,其他,新增/创建,POST /competitionAwardsConfig/addCompetitionAwardsConfig,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionAwardsConfigController.java,74,competition:competitionAwardsConfig:add
backend_endpoint,其他,修改/状态变更,POST /competitionAwardsConfig/updateCompetitionAwardsConfig,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionAwardsConfigController.java,84,competition:competitionAwardsConfig:edit
backend_endpoint,其他,删除/作废、查询/查看,GET /competitionAwardsConfig/removeCompetitionAwardsConfig/{awardsIds},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionAwardsConfigController.java,95,competition:competitionAwardsConfig:remove
backend_endpoint,报名与团队,修改/状态变更、查询/查看,GET /competition/competitionCertExchangeApply/list,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCertExchangeApplyController.java,60,competition:competitionCertExchangeApply:list
backend_endpoint,报名与团队,修改/状态变更、导出,POST /competition/competitionCertExchangeApply/export,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCertExchangeApplyController.java,72,competition:competitionCertExchangeApply:export
backend_endpoint,报名与团队,修改/状态变更、查询/查看,GET /competition/competitionCertExchangeApply/{applyId},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCertExchangeApplyController.java,137,competition:competitionCertExchangeApply:query
backend_endpoint,报名与团队,修改/状态变更,POST /competition/competitionCertExchangeApply/,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCertExchangeApplyController.java,147,competition:competitionCertExchangeApply:add
backend_endpoint,报名与团队,修改/状态变更,PUT /competition/competitionCertExchangeApply/,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCertExchangeApplyController.java,157,competition:competitionCertExchangeApply:edit
backend_endpoint,报名与团队,修改/状态变更、删除/作废,DELETE /competition/competitionCertExchangeApply/{applyIds},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCertExchangeApplyController.java,167,competition:competitionCertExchangeApply:remove
backend_endpoint,现场证件,修改/状态变更、查询/查看,GET /competition/competitionCertExchangeRule/list,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCertExchangeRuleController.java,42,competition:competitionCertExchangeRule:list
backend_endpoint,现场证件,修改/状态变更、查询/查看,GET /competition/competitionCertExchangeRule/getList,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCertExchangeRuleController.java,52,
backend_endpoint,现场证件,修改/状态变更、查询/查看,GET /competition/competitionCertExchangeRule/getHomeList,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCertExchangeRuleController.java,63,
backend_endpoint,现场证件,修改/状态变更、查询/查看,POST /competition/competitionCertExchangeRule/inner/list,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCertExchangeRuleController.java,76,
backend_endpoint,现场证件,修改/状态变更、导出,POST /competition/competitionCertExchangeRule/export,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCertExchangeRuleController.java,133,competition:competitionCertExchangeRule:export
backend_endpoint,现场证件,修改/状态变更、查询/查看,GET /competition/competitionCertExchangeRule/{ruleId},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCertExchangeRuleController.java,144,competition:competitionCertExchangeRule:query
backend_endpoint,现场证件,修改/状态变更、新增/创建,POST /competition/competitionCertExchangeRule/saveCompetitionCertExchangeRule,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCertExchangeRuleController.java,154,competition:competitionCertExchangeRule:add
backend_endpoint,现场证件,修改/状态变更,POST /competition/competitionCertExchangeRule/updateCompetitionCertExchangeRule,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCertExchangeRuleController.java,164,competition:competitionCertExchangeRule:edit
backend_endpoint,现场证件,修改/状态变更,POST /competition/competitionCertExchangeRule/updateCompetitionCertExchangeRuleMain,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCertExchangeRuleController.java,174,competition:competitionCertExchangeRule:edit
backend_endpoint,现场证件,修改/状态变更、删除/作废、查询/查看,GET /competition/competitionCertExchangeRule/remove/{ruleId},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCertExchangeRuleController.java,187,competition:competitionCertExchangeRule:remove
backend_endpoint,系统用户与权限,修改/状态变更、查询/查看,GET /user/competitionCertExchangeRule/queryUserCertExchangeApplyDetail/{rulerId},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCertExchangeUserController.java,38,
backend_endpoint,系统用户与权限,修改/状态变更、查询/查看,GET /user/competitionCertExchangeRule/queryUserCertExchangeApplyDetailNoAuth/{rulerId},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCertExchangeUserController.java,44,
backend_endpoint,系统用户与权限,修改/状态变更、查询/查看,POST /user/competitionCertExchangeRule/queryUserCertExchangeApplyDetail,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCertExchangeUserController.java,53,
backend_endpoint,系统用户与权限,修改/状态变更、新增/创建,POST /user/competitionCertExchangeRule/saveUserCertExchangeApply,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCertExchangeUserController.java,62,
backend_endpoint,系统用户与权限,修改/状态变更、新增/创建,POST /user/competitionCertExchangeRule/saveUserCertExchangeApplyCheck,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCertExchangeUserController.java,72,
backend_endpoint,系统用户与权限,修改/状态变更,POST /user/competitionCertExchangeRule/updateUserCertExchangeApply,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCertExchangeUserController.java,79,
backend_endpoint,系统用户与权限,修改/状态变更,POST /user/competitionCertExchangeRule/updateUserCertExchangeApplyInvoiceStatus,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCertExchangeUserController.java,86,
backend_endpoint,系统用户与权限,修改/状态变更、查询/查看,POST /user/competitionCertExchangeRule/list,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCertExchangeUserController.java,94,
backend_endpoint,现场证件,修改/状态变更、查询/查看,POST /user/competitionCertExchangeRule/getCompetitionCertificateList,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCertExchangeUserController.java,104,
backend_endpoint,其他,查询/查看,GET /checkPackage/list,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCheckDataPackageController.java,34,competition:checkPackage:list
backend_endpoint,其他,查询/查看,GET /checkPackage/getList,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCheckDataPackageController.java,47,
backend_endpoint,其他,导出,POST /checkPackage/export,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCheckDataPackageController.java,58,competition:checkPackage:export
backend_endpoint,其他,查询/查看,GET /checkPackage/{packageId},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCheckDataPackageController.java,69,competition:checkPackage:query
backend_endpoint,其他,业务操作,POST /checkPackage/,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCheckDataPackageController.java,79,competition:checkPackage:add
backend_endpoint,其他,业务操作,PUT /checkPackage/,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCheckDataPackageController.java,89,competition:checkPackage:edit
backend_endpoint,其他,删除/作废,DELETE /checkPackage/{packageIds},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCheckDataPackageController.java,99,competition:checkPackage:remove
backend_endpoint,其他,查询/查看,GET /checkInfo/list,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCheckInfoController.java,34,competition:checkInfo:list
backend_endpoint,其他,导出、查询/查看,POST /checkInfo/export,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCheckInfoController.java,46,competition:checkInfo:export
backend_endpoint,其他,查询/查看,GET /checkInfo/{checkItemId},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCheckInfoController.java,57,competition:checkInfo:query
backend_endpoint,其他,查询/查看,POST /checkInfo/,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCheckInfoController.java,67,competition:checkInfo:add
backend_endpoint,其他,查询/查看,PUT /checkInfo/,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCheckInfoController.java,77,competition:checkInfo:edit
backend_endpoint,其他,删除/作废、查询/查看,DELETE /checkInfo/{checkItemIds},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionCheckInfoController.java,87,competition:checkInfo:remove
backend_endpoint,其他,查询/查看,POST /competition/competitionGradeInfo/list,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionGradeInfoController.java,38,competition:competitionGradeInfo:list
backend_endpoint,其他,导出、查询/查看,POST /competition/competitionGradeInfo/export,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionGradeInfoController.java,50,competition:competitionGradeInfo:export
backend_endpoint,其他,查询/查看,GET /competition/competitionGradeInfo/{gradeId},old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionGradeInfoController.java,61,competition:competitionGradeInfo:query
backend_endpoint,导入中间表,导入、查询/查看,POST /competition/competitionGradeInfo/importGradeInfo,old-code/teaching-modules/teaching-competition/src/main/java/com/teaching/competition/controller/CompetitionGradeInfoController.java,71,competition:competitionGradeInfo:import
